name_E,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E
chr1_117112460_117112738,2.3836310000000003,0.0882,32.758089,0.0,25.735356,3.6917595000000003,5.313075,20.640187,18.538728,8.046402,4.307003
chr1_117129425_117129671,2.3836310000000003,0.0276,3.56947,0.0,1.688737,1.484524,5.3081204999999985,1.68934,0.0,0.0,2.546208
chr1_117130518_117130699,2.3836310000000003,0.0,0.0,0.0,1.688737,1.484524,4.650957,1.68934,0.0,0.0,0.0
chr1_117132073_117132239,2.3836310000000003,0.0883,0.0,0.0,1.688737,1.484524,5.2828529999999985,1.68934,0.0,0.0,5.272697
chr1_1173386_1173736,1.585809,0.1232,0.0,0.0,2.999042,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386
chr1_117493512_117493635,1.925842,0.0,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0
chr1_117533270_117533527,1.925842,0.0,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0
chr1_120255895_120256325,4.307468,0.0384,9.150097,1.960419,22.319551,3.3777166666666663,9.357998,15.7677525,2.55044,10.580447999999999,6.9313910000000005
chr1_120275491_120275880,4.307468,0.0,0.0,1.960419,0.0,2.660410333333333,0.0,5.2920440000000015,2.55044,6.898786,1.503172
chr1_12046023_12046196,3.171597,0.0,0.0,0.0,0.0,5.989218666666668,0.0,0.0,0.0,7.968817,0.0
chr1_12050736_12051137,3.801702,0.0,0.0,0.0,0.0,4.2917595,0.0,0.0,0.0,8.894488,0.0
chr1_120525502_120525838,3.5399510000000003,0.0,0.0,1.960419,0.0,1.6089634999999998,0.0,0.0,0.0,1.825724,1.503172
chr1_120530787_120531205,3.5399510000000003,0.0,2.7654400000000003,1.960419,0.0,1.6089634999999998,8.228035,0.0,0.0,5.0985035000000005,2.5527900000000003
chr1_12227833_12229578,1.897565,0.0261,2.962868,0.0,1.5344799999999998,1.226666,4.45458,0.0,0.0,0.0,1.5258450000000001
chr1_12231693_12231881,1.897565,0.0,2.962868,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.5258450000000001
chr1_12232096_12232448,1.897565,0.0,2.962868,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.5258450000000001
chr1_12233600_12234159,1.897565,0.0,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12235070_12235463,1.897565,0.0,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12236326_12236421,1.897565,0.0,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12237719_12238747,1.897565,0.0326,0.0,0.0,1.5344799999999998,1.226666,3.813705,0.0,0.0,0.0,1.398232
chr1_12238984_12239461,1.897565,0.0,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12240401_12240902,1.897565,0.0282,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12243852_12244671,1.897565,0.0259,0.0,0.0,1.5344799999999998,1.226666,10.33546,0.0,0.0,0.0,1.398232
chr1_12245348_12245387,1.897565,0.0,0.0,0.0,1.5344799999999998,1.226666,0.0,0.0,0.0,0.0,1.398232
chr1_12406013_12406127,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12493313_12493712,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12493910_12494304,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12508783_12509005,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12509354_12509466,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12533412_12533678,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12546528_12546819,1.897565,0.0,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_12579035_12579403,1.897565,0.0309,0.0,0.0,0.0,4.886008,0.0,0.0,0.0,0.0,0.0
chr1_12599928_12600179,1.897565,0.1454,6.096008,0.0,2.9305190000000003,1.226666,0.0,11.307366,5.1207745000000005,0.0,6.402544
chr1_12600525_12600853,1.897565,0.1454,6.096008,0.0,2.9305190000000003,1.226666,7.280117,11.307366,1.478715,0.0,6.402544
chr1_12609717_12610039,1.897565,0.127,6.876297,0.0,3.956699,1.226666,4.8377919999999985,9.325109,1.478715,0.0,6.768
chr1_12616547_12616769,1.897565,0.0256,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0
chr1_142538903_142539547,2.492761,0.0,5.675947,9.085338,6.086691,5.768068,2.505404,7.018969,8.009282,4.595152,9.81484
chr1_144533627_144534178,1.478548,0.0351,36.422326,3.117469,24.809067,3.5112339999999995,6.2024029999999994,18.636552,6.380552,3.031407,7.0366835000000005
chr1_144536201_144536370,1.478548,0.0,0.0,3.117469,0.0,12.593915,5.328146333333334,9.46309,0.0,0.0,7.0366835000000005
chr1_144871122_144871347,2.562303,0.0,0.0,2.226611,1.7539240000000005,2.052581,0.0,1.763568,4.2697935000000005,0.0,1.692408
chr1_144908312_144908601,2.562303,0.0,2.753878,0.0,1.7539240000000005,2.052581,9.078114999999999,0.0,3.1564080000000003,0.0,7.733678
chr1_144908806_144909147,2.562303,0.0,2.753878,0.0,1.7539240000000005,2.052581,5.7316650000000005,0.0,3.1564080000000003,0.0,0.0
chr1_144927217_144927550,2.562303,0.0,3.547099,1.973362,2.9218135000000003,2.052581,6.089675499999999,6.525149,3.1564080000000003,4.535481,5.765501
chr1_144986415_144987071,3.171497,0.0,1.626387,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,0.0,3.580867
chr1_144987154_144987391,3.171497,0.0,1.626387,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,0.0,3.580867
chr1_144988079_144988414,3.171497,0.0,1.626387,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,7.534153999999999,3.580867
chr1_145009158_145009716,3.171497,0.0,1.64244,4.875426,1.7539240000000005,3.426831,3.531749,7.094009,3.171201,0.0,3.580867
chr1_145012331_145013054,3.171497,0.0,1.64244,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,0.0,3.580867
chr1_145023690_145024549,3.171497,0.0,1.6590509999999998,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,2.6699650000000004,3.580867
chr1_145042783_145043227,3.171497,0.0,0.0,4.875426,4.750394,7.5992435,3.531749,0.0,3.171201,3.892502,3.580867
chr1_145054975_145055306,3.171497,0.0,0.0,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,0.0,3.580867
chr1_145058996_145059322,3.171497,0.055999999999999994,1.648854,4.875426,5.1591165,3.426831,3.531749,0.0,3.171201,3.241733,3.580867
chr1_145064438_145064839,3.171497,0.0,1.648854,4.875426,1.7539240000000005,3.426831,3.531749,0.0,3.171201,0.0,3.580867
chr1_145090155_145090603,3.171497,0.0,4.96834,4.875426,4.106128,3.426831,3.531749,7.1637325,3.171201,6.874228,3.580867
chr1_145092450_145092883,3.171497,0.0258,4.96834,4.875426,1.7539240000000005,3.426831,3.531749,6.8972074999999995,3.171201,0.0,3.580867
chr1_145113904_145114998,3.171497,0.0529,6.8359214999999995,4.875426,4.722162,3.426831,3.531749,8.918834499999997,3.171201,5.70151,3.580867
chr1_145454760_145454851,1.517757,0.0,34.64846,0.0,10.3994485,0.0,7.209117,6.882247,2.934333,0.0,10.26323
chr1_145455122_145455741,1.517757,0.0661,34.64846,0.0,10.3994485,0.0,7.209117,10.833086,7.2976125,9.015227,10.26323
chr1_145640932_145641287,2.053485,0.0,0.0,0.0,0.0,3.080266,0.0,0.0,0.0,0.0,0.0
chr1_145701524_145701615,2.053485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_145702718_145703106,2.053485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_146764405_146764804,3.646959,0.0,0.0,0.0,0.0,1.2595234999999998,0.0,0.0,0.0,0.0,0.0
chr1_147080043_147080251,2.365776,0.0,0.0,0.0,0.0,1.309743,0.0,0.0,0.0,0.0,0.0
chr1_147120817_147121145,2.365776,0.0,0.0,0.0,0.0,5.499216333333334,0.0,0.0,4.373121,0.0,0.0
chr1_149978692_149979077,2.585824,0.0,0.0,0.0,0.0,2.034533,4.5337584999999985,22.139511,1.383976,8.268592,12.043512
chr1_149981648_149981889,2.585824,0.0371,22.856344,0.0,31.606317,2.034533,4.5337584999999985,22.139511,1.383976,8.268592,12.043512
chr1_149984633_149984917,2.585824,0.0,0.0,0.0,8.411375,2.034533,4.1549805000000015,0.0,1.383976,0.0,0.0
chr1_150185878_150186128,2.209413,0.17,11.990476,0.0,8.773489,0.0,0.0,10.490623,5.9198355000000005,0.0,5.600763
chr1_150294873_150295138,2.522738,0.0,20.029988,0.0,63.075647,5.067674500000002,6.442437,22.511933,0.0,21.231216,13.686816
chr1_150577042_150577503,2.404512,0.0505,25.823683,0.0,6.820016000000002,0.0,6.014781,7.9310632499999985,0.0,3.220541,6.284652
chr1_150585815_150586394,2.404512,0.05,34.994946,0.0,8.580442999999999,4.03046,6.9417945,5.504631999999999,0.0,3.220541,8.6105245
chr1_150592182_150592667,2.404512,0.057,5.3719480000000015,0.0,0.0,0.0,5.3919440000000005,4.08066,12.0394525,5.079947,5.5895660000000005
chr1_150600412_150600701,2.404512,0.0,16.641189999999998,0.0,18.406893,0.0,5.6746395,4.08066,3.290431,5.9237175,11.332053
chr1_150800498_150800843,2.702751,0.0,0.0,0.0,0.0,1.35802,0.0,0.0,0.0,0.0,0.0
chr1_150949569_150950014,3.170994,0.1258,8.645709,0.0,12.9499195,1.35802,5.704852,10.6850225,5.7376239999999985,7.001919,9.099896
chr1_151166314_151166527,2.695799,0.0,33.7466425,0.0,32.355709000000004,1.35802,4.2288475,23.609899,0.0,7.743436,13.238787
chr1_151168297_151168505,2.695799,0.0,33.7466425,0.0,32.355709000000004,1.35802,2.373523,23.609899,0.0,0.0,13.238787
chr1_151172142_151172526,2.695799,0.0,33.7466425,0.0,32.355709000000004,5.3050644999999985,3.9294394999999995,23.609899,0.0,9.001282000000002,13.238787
chr1_151172620_151173197,2.695799,0.0317,33.7466425,0.0,32.355709000000004,4.059588,2.373523,23.609899,0.0,9.001282000000002,13.238787
chr1_151249767_151250096,2.695799,0.0,0.0,0.0,8.092284,1.35802,0.0,0.0,0.0,0.0,0.0
chr1_151284018_151284391,2.695799,0.1982,6.501734,0.0,1.837254,3.9851945,8.699611,4.545565,2.947498,3.69156,6.7034410000000015
chr1_151871280_151871437,2.059255,0.0,0.0,0.0,0.0,1.35802,7.120343333333333,0.0,0.0,7.643345,3.2605955
chr1_151877533_151877895,2.059255,0.0,0.0,0.0,0.0,1.35802,4.776915,0.0,0.0,4.007529,3.362229
chr1_151960875_151961433,5.309444,0.0466,35.1425735,2.127839,39.998868,7.972834,5.868885499999998,22.856993,4.193421,5.471568,11.180117
chr1_151961675_151962369,5.309444,0.0286,35.1425735,2.127839,39.998868,1.35802,5.868885499999998,22.856993,4.193421,5.471568,11.180117
chr1_152006910_152007460,6.003378,0.0476,70.76209,2.127839,59.008679,2.6205005,4.4296,29.094629,16.738801000000002,14.575001,9.568027
chr1_152007615_152008057,6.003378,0.0328,70.76209,2.127839,59.008679,2.6205005,4.4296,29.094629,16.738801000000002,14.575001,9.568027
chr1_153488459_153488748,1.949913,0.0834,35.18734,2.127839,10.981496,1.425538,6.226303999999999,6.833142,6.229902,0.0,9.49299
chr1_153504746_153504953,1.949913,0.0,24.234088,2.127839,29.315592499999998,1.425538,6.919283999999998,27.625036,2.985233,7.574639,12.119768
chr1_153525322_153525412,1.949913,0.0,24.234088,2.127839,16.597695,1.425538,3.79307,0.0,2.985233,7.574639,12.119768
chr1_153526279_153526545,1.949913,0.0,24.234088,2.127839,16.597695,2.6130826666666667,3.79307,0.0,2.985233,0.0,12.119768
chr1_153541018_153541368,1.949913,0.0925,86.827104,2.127839,30.598606,1.425538,7.791252999999998,10.361908,23.505767,0.0,11.623917
chr1_153545866_153546049,1.949913,0.0,5.565423,2.127839,2.9247400000000003,1.425538,4.8618545,0.0,0.0,0.0,7.521081
chr1_153583449_153583810,1.949913,0.048,47.104251,0.0,27.506255,1.425538,6.888967666666666,18.236639,3.40116,9.319943,11.244605499999999
chr1_153670755_153671012,1.949913,0.048,23.673594,0.0,7.593544,1.425538,8.613973,7.036555,0.0,0.0,9.472098
chr1_153715466_153715694,1.949913,0.0,1.47043,0.0,0.0,1.5065110000000002,3.775588,0.0,0.0,0.0,0.0
chr1_153716388_153716727,1.949913,0.0,1.47043,0.0,0.0,1.5065110000000002,3.775588,0.0,0.0,0.0,0.0
chr1_153762591_153763309,1.949913,0.0,0.0,0.0,0.0,1.5065110000000002,0.0,0.0,0.0,0.0,0.0
chr1_153936554_153936861,1.949913,0.0624,28.727505,0.0,27.40617,1.5065110000000002,4.578871,26.118907,2.23938,12.124483,18.835057
chr1_154154606_154155027,3.536931,0.1448,50.520024,0.0,6.7303289999999985,0.0,8.11962,19.660904,4.271425499999999,13.121148499999999,11.454848
chr1_154391539_154392211,1.672763,0.0627,14.573088,0.0,6.606653,0.0,10.5145,2.685917,2.005965,2.008275,6.829319
chr1_154392646_154393050,1.672763,0.0627,14.573088,0.0,6.606653,0.0,10.5145,2.685917,2.005965,2.008275,6.829319
chr1_154397743_154397997,1.672763,0.0556,0.0,0.0,2.701819,0.0,10.5145,2.685917,2.005965,2.008275,6.829319
chr1_154404273_154404562,1.672763,0.0535,8.229611,0.0,2.701819,0.0,5.829635,2.685917,2.77577,2.008275,3.296171
chr1_154405181_154405498,1.672763,0.0,5.784391,0.0,4.111566000000001,0.0,5.829635,2.685917,0.0,2.008275,3.455692
chr1_154579303_154579782,3.480028,0.0,26.99038,0.0,28.99013,0.0,5.36543,19.974419,1.553324,14.526877,5.5498129999999986
chr1_154582047_154582244,3.480028,0.0,26.99038,0.0,28.99013,0.0,5.36543,19.974419,1.553324,14.526877,5.5498129999999986
chr1_154978035_154978657,3.159368,0.0,28.372733,0.0,18.2990725,11.771656,5.019242,22.223704,0.0,5.503762,9.658615
chr1_154979104_154979305,3.159368,0.0,28.372733,0.0,18.2990725,0.0,5.019242,22.223704,0.0,5.503762,9.658615
chr1_155283531_155283932,2.5396400000000003,0.0,0.0,0.0,20.429758,0.0,1.968592,0.0,0.0,6.9182125,0.0
chr1_155469100_155469412,2.5396400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.630158,0.0
chr1_155496665_155497012,2.5396400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.630158,0.0
chr1_155535083_155535193,2.5396400000000003,0.0,28.877085,0.0,31.523222,0.0,5.705479,19.780975,0.0,6.630158,10.290539
chr1_155620238_155620623,2.77398,0.0,9.120979,0.0,0.0,0.0,10.001196,6.533857,2.322992,0.0,8.92487
chr1_155830201_155830522,2.77398,0.0,0.0,0.0,0.0,0.0,2.389246,18.402159,0.0,0.0,9.295879
chr1_155916072_155916212,3.165692,0.0,20.715367,0.0,13.743693,0.0,3.980767,0.0,2.900368,0.0,0.0
chr1_155944562_155945214,3.165692,0.0,25.353299,0.0,13.583020499999998,7.7024195,9.411835,20.666665,4.080438,8.4025655,14.471064000000002
chr1_155945743_155946196,3.165692,0.0599,25.353299,0.0,13.583020499999998,7.7024195,9.411835,20.666665,4.080438,8.4025655,14.471064000000002
chr1_155946363_155946660,3.165692,0.0438,25.353299,0.0,13.583020499999998,0.0,9.411835,20.666665,4.080438,8.4025655,14.471064000000002
chr1_156066868_156067143,1.376576,0.0,33.668575,0.0,10.391759,0.0,8.5325545,8.103857999999999,24.775664000000006,8.760403,9.709859
chr1_156073142_156073699,1.376576,0.0277,33.668575,0.0,10.391759,0.0,8.5325545,11.600911,0.0,8.760403,9.709859
chr1_156073854_156074351,1.376576,0.0588,33.668575,0.0,10.391759,0.0,8.5325545,11.600911,0.0,8.760403,9.709859
chr1_156074715_156075305,1.376576,0.0299,33.668575,0.0,10.391759,0.0,8.5325545,11.600911,0.0,8.760403,9.709859
