name_E,DNaseI_E
chr1_113683682_113683919,0.0776
chr1_113734243_113734639,0.027
chr1_114326143_114326379,0.0254
chr1_1143531_1144198,0.2484
chr1_114665635_114666029,0.038
chr1_115052481_115052766,0.1788
chr1_115722074_115722498,0.2076
chr1_116221756_116221883,0.0293
chr1_116370977_116371565,0.0545
chr1_116878887_116879201,0.0254
chr1_117040346_117040781,0.0242
chr1_117047053_117047428,0.138
chr1_117051576_117051921,0.0284
chr1_117112460_117112738,0.2053
chr1_117132073_117132239,0.0474
chr1_117305811_117306472,0.0396
chr1_1173386_1173736,0.0893
chr1_117421623_117422020,0.0576
chr1_117424835_117425013,0.0845
chr1_11753086_11753651,0.0749
chr1_118153815_118153988,0.0486
chr1_118197868_118198044,0.0524
chr1_118198788_118199247,0.0268
chr1_118206889_118207267,0.0567
chr1_11942925_11943217,0.329
chr1_11968510_11969143,0.1641
chr1_11990003_11990329,0.0647
chr1_12112067_12112502,0.2057
chr1_12127865_12128182,0.0308
chr1_12213128_12213883,0.0391
chr1_12221931_12222397,0.2837
chr1_12227833_12229578,0.1749
chr1_12232096_12232448,0.0315
chr1_12233600_12234159,0.0632
chr1_12235070_12235463,0.395
chr1_12243852_12244671,0.0636
chr1_12493313_12493712,0.0398
chr1_12493910_12494304,0.0398
chr1_12508783_12509005,0.1154
chr1_12509354_12509466,0.1154
chr1_12533412_12533678,0.0364
chr1_12579035_12579403,0.0298
chr1_12599928_12600179,0.0253
chr1_12609717_12610039,0.1315
chr1_1368471_1368786,0.4913
chr1_144533627_144534178,0.1115
chr1_145009158_145009716,0.0605
chr1_145023690_145024549,0.0355
chr1_145042783_145043227,0.0267
chr1_145058996_145059322,0.0734
chr1_145437595_145437817,0.0333
chr1_145455122_145455741,0.2357
chr1_147806841_147807184,0.0835
chr1_148000699_148000802,0.0273
chr1_149215297_149215704,0.1052
chr1_149981648_149981889,0.0311
chr1_150135231_150135764,0.2261
chr1_150159099_150159241,0.0421
chr1_150577042_150577503,0.0554
chr1_150585815_150586394,0.0642
chr1_150592182_150592667,0.0972
chr1_150949569_150950014,0.2248
chr1_151172620_151173197,0.0394
chr1_151284018_151284391,0.2363
chr1_151445792_151446161,0.0534
chr1_151809390_151809745,0.189
chr1_151877533_151877895,0.0426
chr1_151960875_151961433,0.0465
chr1_152006910_152007460,0.1655
chr1_152007615_152008057,0.1655
chr1_153366487_153366797,0.0353
chr1_153488459_153488748,0.0516
chr1_153504746_153504953,0.0382
chr1_153541018_153541368,0.2089
chr1_153583449_153583810,0.0375
chr1_153670755_153671012,0.1742
chr1_153936554_153936861,0.2713
chr1_154154606_154155027,0.2418
chr1_154166147_154166533,0.0266
chr1_154299137_154299452,0.2061
chr1_154359135_154359469,0.0777
chr1_154404273_154404562,0.0327
chr1_154699087_154699216,0.0248
chr1_154910155_154910399,0.2171
chr1_154972628_154972915,0.3448
chr1_154973036_154973200,0.3448
chr1_154973335_154973935,0.3448
chr1_155098409_155098801,0.0381
chr1_155830201_155830522,0.0952
chr1_15587144_15587415,0.0656
chr1_155916072_155916212,0.034
chr1_155945743_155946196,0.1103
chr1_155946363_155946660,0.1103
chr1_156073854_156074351,0.0368
chr1_156074715_156075305,0.0521
chr1_156089405_156089622,0.1055
chr1_15616896_15617243,0.0349
chr1_156426931_156427503,0.2238
chr1_156468556_156468776,0.0341
chr1_156472693_156472952,0.0294
chr1_156474686_156475018,0.1848
chr1_156494222_156494678,0.0511
chr1_15649550_15649749,0.0609
chr1_156541089_156541488,0.0261
chr1_156586355_156586564,0.1637
chr1_156629760_156630406,0.4922
chr1_156634807_156635020,0.0588
chr1_15664307_15664455,0.0243
chr1_156645551_156645913,0.0438
chr1_156663993_156664153,0.2182
chr1_15666999_15667145,0.1528
chr1_156676478_156676824,0.3018
chr1_156719450_156719815,0.0464
chr1_156774360_156774606,0.0404
chr1_156864713_156865066,0.1417
chr1_156895977_156896091,0.0977
chr1_157076072_157076782,0.034
chr1_157082632_157083078,0.0243
chr1_157106691_157107326,0.0369
chr1_157124774_157125221,0.1002
chr1_157244599_157245063,0.0643
chr1_157248443_157248858,0.1728
chr1_157249264_157249609,0.1728
chr1_15738146_15738632,0.0271
chr1_15738661_15738986,0.0353
chr1_15742467_15743324,0.1085
chr1_158147244_158147839,0.2543
chr1_158659017_158659128,0.0574
chr1_158789355_158789655,0.0722
chr1_158942717_158942925,0.0296
chr1_15946733_15946892,0.028
chr1_159798443_159799254,0.0614
chr1_159851477_159851987,0.0636
chr1_159859603_159860031,0.0877
chr1_159880076_159880706,0.1581
chr1_159892447_159892988,0.338
chr1_159907968_159908165,0.0414
chr1_160332348_160332525,0.1051
chr1_160345693_160345986,0.0414
chr1_160510042_160510238,0.2364
chr1_160537909_160538272,0.0412
chr1_160544770_160545265,0.0266
chr1_160696081_160696317,0.1072
chr1_160713171_160713322,0.026
chr1_160807359_160807588,0.0313
chr1_16087189_16087372,0.0429
chr1_160881277_160881698,0.0291
chr1_160982920_160983992,0.2045
chr1_161037907_161038726,0.0835
chr1_161155098_161155533,0.0499
chr1_161170260_161170636,0.0514
chr1_161170933_161171185,0.0514
chr1_161359666_161360218,0.3502
chr1_161500608_161500899,0.2219
chr1_161582212_161582506,0.2669
chr1_161591982_161592107,0.0339
chr1_16176617_16176801,0.0422
chr1_16212759_16213091,0.1619
chr1_16276028_16276482,0.1717
chr1_16277350_16278224,0.0476
chr1_16339773_16339933,0.2069
chr1_16366462_16366839,0.0323
chr1_16442572_16442804,0.0537
chr1_16478939_16479163,0.0252
chr1_16499761_16499895,0.109
chr1_16502532_16502678,0.0621
chr1_165797615_165798367,0.1598
chr1_167416859_167417570,0.0366
chr1_167423404_167424221,0.1056
chr1_167424728_167425462,0.1056
chr1_167486210_167486705,0.1325
chr1_167518258_167518508,0.0319
chr1_167520671_167521013,0.0256
chr1_167570801_167571053,0.0383
chr1_167586596_167587245,0.0952
chr1_167683554_167683813,0.0896
chr1_167766380_167766616,0.0334
chr1_167954240_167954407,0.0268
chr1_168149052_168149361,0.0317
chr1_16826315_16826438,0.3491
chr1_168338134_168338331,0.0243
chr1_168368318_168368620,0.0851
chr1_17023723_17023998,0.1796
chr1_17027024_17027386,0.1796
chr1_170633923_170634526,0.0267
chr1_1714020_1714715,0.1271
chr1_17231253_17231704,0.1411
chr1_172606833_172606931,0.0636
chr1_172631926_172632270,0.0635
chr1_172715484_172715760,0.025
chr1_172790579_172790978,0.0348
chr1_172903010_172903534,0.1017
chr1_173398914_173399297,0.0765
chr1_173447359_173447668,0.0372
chr1_17454855_17455288,0.029
chr1_175094142_175094504,0.0782
chr1_175158150_175158288,0.0678
chr1_17518941_17519138,0.0303
chr1_17534687_17534794,0.0521
chr1_177150553_177151051,0.1708
chr1_178509347_178509739,0.0806
chr1_17865185_17865523,0.0274
chr1_17896198_17896624,0.1342
chr1_179555221_179555646,0.1116
chr1_17956441_17957463,0.0292
chr1_179734817_179735116,0.026
chr1_180200315_180200683,0.3408
chr1_180554738_180554883,0.0595
chr1_180580561_180580926,0.0825
chr1_180895607_180895967,0.095
chr1_181056649_181057124,0.0371
chr1_181074349_181074924,0.337
chr1_181096103_181096331,0.0287
chr1_181097947_181098672,0.0325
chr1_181104473_181105818,0.0692
chr1_181110732_181111003,0.0976
chr1_181122099_181122260,0.221
chr1_181451162_181451821,0.048
chr1_181454376_181454805,0.0286
chr1_1814762_1815124,0.0688
chr1_181998739_181999134,0.3679
chr1_182113385_182113953,0.027
chr1_182118170_182119053,0.0846
chr1_182228543_182228906,0.0643
chr1_182250775_182250951,0.0245
chr1_182764012_182764230,0.0245
chr1_183129116_183129507,0.031
chr1_183549376_183549721,0.0661
chr1_183573035_183573933,0.0623
chr1_184005350_184005919,0.0526
chr1_1840449_1840835,0.5564
chr1_185253692_185254037,0.1156
chr1_185453251_185453699,0.0264
chr1_19248887_19249092,0.0263
chr1_19253034_19253391,0.09
chr1_19276270_19276542,0.0389
chr1_19360402_19360809,0.0333
chr1_1952050_1952360,0.1249
chr1_1978731_1978937,0.0269
chr1_19794978_19795283,0.0591
chr1_19803336_19803680,0.0504
chr1_198090244_198090551,0.0322
chr1_198128112_198128944,0.184
chr1_198136529_198137056,0.038
chr1_198526099_198526320,0.0248
chr1_198603022_198603333,0.056
chr1_198625518_198626374,0.0383
chr1_198650930_198651643,0.0435
chr1_200597363_200597666,0.025
chr1_200857233_200857815,0.0279
chr1_201139670_201140154,0.3485
chr1_201160901_201161255,0.0292
chr1_201431088_201431253,0.1992
chr1_201449602_201449822,0.343
chr1_201500233_201500477,0.1582
chr1_201520953_201521395,0.0562
chr1_201540345_201540578,0.0378
chr1_201572031_201572237,0.1037
chr1_201619383_201619798,0.1176
chr1_201682596_201682901,0.029
chr1_201987611_201988279,0.1849
chr1_202045307_202045525,0.0462
chr1_20204786_20204981,0.0721
chr1_202075010_202075191,0.1539
chr1_202077636_202077876,0.0289
chr1_202131734_202131905,0.1161
chr1_202132024_202132258,0.1161
chr1_202161674_202161898,0.1499
chr1_202217450_202217807,0.0271
chr1_202937248_202937378,0.0285
chr1_203247590_203248072,0.0345
chr1_203258547_203259334,0.1178
chr1_203259429_203259985,0.12
chr1_203289937_203290406,0.0405
chr1_203296328_203297068,0.3454
chr1_203297101_203297334,0.3454
chr1_20334929_20335259,0.0891
chr1_203576404_203576703,0.0673
chr1_203598711_203598999,0.0454
chr1_203599092_203599518,0.0454
chr1_203619380_203619832,0.1869
chr1_203643182_203643803,0.1854
chr1_203661733_203662076,0.1377
chr1_204049581_204049822,0.1099
chr1_204071387_204071653,0.0285
chr1_204289566_204289863,0.0362
chr1_204317952_204318184,0.0539
chr1_204330284_204330553,0.027
chr1_204332438_204332553,0.1406
chr1_20437370_20437554,0.0272
chr1_204386444_204387188,0.0613
chr1_204430759_204431008,0.0936
chr1_204434923_204435081,0.0529
chr1_204641549_204641837,0.2447
chr1_204684045_204684323,0.0263
chr1_205016149_205016268,0.0257
chr1_20514084_20514586,0.0861
chr1_205218253_205218732,0.0764
chr1_205228000_205228129,0.0423
chr1_205253892_205254222,0.2364
chr1_205257253_205257766,0.0513
chr1_205410224_205410578,0.1276
chr1_205418015_205418182,0.3291
chr1_205638319_205638508,0.0601
chr1_205638734_205639222,0.0413
chr1_206725353_206725581,0.0267
chr1_206748515_206748888,0.0753
chr1_206748926_206749451,0.0753
chr1_206763465_206763687,0.0442
chr1_206832398_206832801,0.0267
chr1_206859136_206859493,0.2807
chr1_206859748_206860259,0.2807
chr1_207080273_207080661,0.0252
chr1_207098778_207098999,0.052
chr1_207598053_207598267,0.0246
chr1_207823430_207823599,0.1258
chr1_207999163_207999611,0.1002
chr1_208021631_208021781,0.0382
chr1_208267767_208267971,0.0328
chr1_208412497_208412696,0.0584
chr1_208418631_208418859,0.1083
chr1_209820544_209820823,0.0427
chr1_209822403_209823008,0.0477
chr1_209830400_209831026,0.0408
chr1_209921200_209921357,0.2817
chr1_20993397_20993558,0.1175
chr1_209942657_209943400,0.0271
chr1_210058060_210058292,0.0647
chr1_210425971_210426288,0.0311
chr1_211517513_211517976,0.0263
chr1_211590216_211590571,0.0738
chr1_211688648_211688771,0.3177
chr1_211753366_211753524,0.4264
chr1_211780151_211780642,0.060450000000000004
chr1_212458080_212458253,0.4259
chr1_212650622_212650921,0.16
chr1_212659054_212659720,0.0505
chr1_212769584_212769966,0.0255
chr1_212808992_212809268,0.0914
chr1_212809966_212810356,0.0577
chr1_212844659_212845312,0.0245
chr1_213090277_213090696,0.05
chr1_21348947_21349299,0.0826
chr1_21558552_21558736,0.0926
chr1_215741534_215741966,0.0496
chr1_21588176_21588724,0.1365
chr1_21588829_21589430,0.08425
chr1_2162325_2162996,0.0451
chr1_21650806_21651685,0.095
chr1_2171824_2171946,0.0315
chr1_21724067_21724372,0.0677
chr1_218550674_218551089,0.0316
chr1_218633382_218633612,0.0367
chr1_219262446_219262621,0.122
chr1_21965161_21965473,0.1229
chr1_220427006_220427444,0.1206
chr1_221130660_221131042,0.0258
chr1_221209079_221209530,0.034
chr1_221273966_221274169,0.0375
chr1_221881394_221881826,0.104
chr1_221887766_221888016,0.0261
chr1_221916049_221916599,0.4034
chr1_222000173_222000483,0.027
chr1_222135050_222135329,0.0258
chr1_222161205_222161607,0.0789
chr1_2221868_2222548,0.0786
chr1_22231370_22231630,0.2735
chr1_22232811_22232851,0.1934
chr1_22235836_22236001,0.0302
chr1_22260274_22260656,0.0406
chr1_222638782_222639204,0.2627
chr1_22266159_22266438,0.0257
chr1_22345590_22345859,0.0777
chr1_22366226_22366841,0.0789
chr1_223901276_223901546,0.1717
chr1_223903033_223903347,0.0738
chr1_223914239_223914747,0.1871
chr1_224014874_224015267,0.0539
chr1_224545542_224546006,0.2019
chr1_2246556_2246763,0.4334
chr1_224690718_224691054,0.21084999999999998
chr1_224691192_224691563,0.3963
chr1_224730441_224730985,0.0565
chr1_2254081_2254230,0.0374
chr1_225642606_225642805,0.0405
chr1_226014145_226014403,0.0273
chr1_226084943_226085104,0.0495
chr1_22611972_22612241,0.2422
chr1_226187685_226188168,0.2159
chr1_226189681_226190319,0.029
chr1_226190534_226190731,0.121
chr1_226222205_226222589,0.0319
chr1_226297611_226298113,0.2616
chr1_226388791_226388905,0.0505
chr1_226867580_226868182,0.1089
chr1_226890865_226891416,0.1258
chr1_226911425_226911742,0.081
chr1_227009018_227009221,0.0263
chr1_227751865_227752213,0.4725
chr1_227936688_227936978,0.085
chr1_228073191_228073261,0.1414
chr1_228098321_228098415,0.0262
chr1_228273480_228273740,0.1333
chr1_228338299_228338457,0.1962
chr1_228651177_228651630,0.2075
chr1_228688608_228688902,0.1125
chr1_228973832_228974198,0.0703
chr1_229335784_229335916,0.0356
chr1_229546837_229547142,0.0385
chr1_229570562_229570652,0.0325
chr1_229690998_229691240,0.1908
chr1_230248068_230248475,0.0493
chr1_230279464_230279771,0.072
chr1_230282048_230282189,0.0589
chr1_230631666_230631872,0.0747
chr1_231347338_231347496,0.1582
chr1_231665787_231666093,0.0327
chr1_231860737_231860947,0.1261
chr1_231944869_231945038,0.0309
chr1_23429944_23430077,0.0492
chr1_234659231_234659760,0.0857
chr1_234680207_234680593,0.0532
chr1_234737347_234737653,0.0584
chr1_234738546_234738834,0.0868
chr1_234746093_234747674,0.12085
chr1_234748100_234748931,0.1409
chr1_234792654_234793437,0.0436
chr1_234812067_234812214,0.1098
chr1_234858843_234859287,0.1395
chr1_234881537_234881788,0.1003
chr1_234887087_234887295,0.0672
chr1_234891292_234891478,0.0292
chr1_234907393_234907835,0.0285
chr1_234908151_234908764,0.0877
chr1_234978594_234979177,0.0589
chr1_234987212_234987644,0.0257
chr1_235010375_235010572,0.052
chr1_235012060_235012373,0.2207
chr1_235091073_235091332,0.0259
chr1_235110834_235111403,0.1221
chr1_235114050_235115068,0.0371
chr1_235120162_235120433,0.0438
chr1_235186710_235186949,0.0533
chr1_235267591_235267744,0.1572
chr1_235668656_235669018,0.3164
chr1_235805098_235806119,0.0652
chr1_236135691_236135959,0.0359
chr1_236162583_236163199,0.0281
chr1_23888678_23889201,0.1927
chr1_23903714_23904323,0.0391
chr1_23916918_23917225,0.029
chr1_23961555_23961694,0.1196
chr1_2406489_2406881,0.0943
chr1_241714901_241715765,0.0464
chr1_242108255_242108348,0.0561
chr1_24237439_24237588,0.0266
chr1_243585242_243585384,0.0449
chr1_244373439_244373613,0.0242
chr1_244417754_244418100,0.0281
chr1_244462616_244463099,0.0583
chr1_244466323_244466598,0.0946
chr1_244486299_244486688,0.0434
chr1_244505125_244505457,0.0589
chr1_244517098_244517541,0.0998
chr1_244518180_244518394,0.0615
chr1_244763140_244763529,0.0255
chr1_24476382_24476609,0.1772
chr1_245082176_245082355,0.1827
chr1_24518503_24518681,0.043
chr1_24519628_24519970,0.0314
chr1_245255337_245255432,0.0816
chr1_246038342_246038749,0.0904
chr1_246316735_246316955,0.0793
chr1_246469940_246470214,0.0713
chr1_246588477_246588670,0.0618
chr1_246591935_246592203,0.0335
chr1_246743297_246743408,0.0248
chr1_246862505_246862699,0.2439
chr1_24691833_24692082,0.0535
chr1_246957671_246957948,0.0404
chr1_247523464_247523760,0.0625
chr1_247524183_247524555,0.0416
chr1_247553531_247554143,0.1621
chr1_2478276_2478817,0.5955
chr1_248018586_248018745,0.1652
chr1_249157308_249157673,0.108
chr1_25021969_25022194,0.0511
chr1_25051079_25051208,0.0946
chr1_2509702_2510198,0.1356
chr1_25344029_25344296,0.0459
chr1_25348659_25349200,0.0263
chr1_25353190_25353411,0.0293
chr1_25353540_25353869,0.0293
chr1_25559638_25560067,0.2246
chr1_25566195_25566411,0.1433
chr1_25566618_25566670,0.1433
chr1_2574343_2574764,0.5356
chr1_25942744_25943208,0.4179
chr1_26081315_26081453,0.0385
chr1_26201699_26201757,0.2133
chr1_26319994_26320468,0.0264
chr1_26452850_26453250,0.1025
chr1_26613887_26614371,0.1923
chr1_26615016_26615421,0.0467
chr1_26642014_26642169,0.05
chr1_26677301_26677628,0.0377
chr1_26678060_26678317,0.0296
chr1_26683687_26684084,0.0244
chr1_26827232_26827869,0.3214
chr1_26946837_26947249,0.3777
chr1_26947342_26948198,0.3777
chr1_27024638_27025138,0.0916
chr1_27154983_27155478,0.0542
chr1_27191386_27191927,0.2939
chr1_27353661_27353962,0.1318
chr1_27400779_27401092,0.2939
chr1_27626897_27627231,0.1558
chr1_27691785_27692261,0.276
chr1_27762936_27763307,0.0375
chr1_27854575_27854919,0.0802
chr1_27869425_27869556,0.4325
chr1_27890194_27890387,0.1227
chr1_27916292_27916674,0.0267
chr1_27924204_27924421,0.0281
chr1_27935491_27936061,0.0742
chr1_27957478_27958684,0.0333
chr1_27976905_27977430,0.0443
chr1_27982664_27982914,0.0263
chr1_27985480_27985709,0.1901
chr1_27985869_27985982,0.1901
chr1_27986111_27986384,0.1901
chr1_28195628_28196024,0.032
chr1_28199684_28200598,0.2839
chr1_28269913_28270209,0.0702
chr1_28431716_28431884,0.1152
chr1_28439074_28439949,0.0494
chr1_28576012_28576248,0.0283
chr1_28640564_28640739,0.042
chr1_29101544_29101853,0.0262
chr1_29214759_29214998,0.0303
chr1_29253461_29253677,0.0789
chr1_29451057_29451462,0.4062
chr1_29563709_29564430,0.17895
chr1_3077832_3078221,0.0276
chr1_3086923_3087330,0.0521
chr1_31233848_31234393,0.0531
chr1_31238817_31239233,0.0294
chr1_31241795_31242280,0.338
chr1_31251287_31251533,0.2199
chr1_31320336_31320627,0.0397
chr1_3133891_3134283,0.0261
chr1_31537719_31538012,0.185
chr1_31627566_31627958,0.2242
chr1_31643824_31643962,0.3178
chr1_32015159_32015590,0.0278
chr1_32166698_32166999,0.1549
chr1_32180603_32180986,0.2158
chr1_32253647_32254040,0.3657
chr1_32263216_32263220,0.027
chr1_3229711_3230157,0.1687
chr1_32354934_32355150,0.0507
chr1_32405536_32405898,0.073
chr1_32420307_32420572,0.0396
chr1_32421622_32422096,0.0986
chr1_32423598_32423720,0.0615
chr1_32701561_32701886,0.0705
chr1_32715599_32716062,0.0382
chr1_32805161_32805466,0.0325
chr1_32966228_32966602,0.1782
chr1_33077721_33078012,0.0882
chr1_3309990_3310261,0.0283
chr1_33182280_33182513,0.2151
chr1_33220297_33220575,0.31
chr1_33221272_33221671,0.0927
chr1_33225777_33226084,0.0377
chr1_33227148_33227387,0.0502
chr1_33405191_33405597,0.0915
chr1_33446816_33447482,0.0472
chr1_33457914_33458607,0.0675
chr1_33645848_33646140,0.5059
chr1_3374928_3375314,0.0258
chr1_3420761_3421065,0.0266
chr1_3459907_3460197,0.051
chr1_3463934_3464260,0.0405
chr1_36173458_36173573,0.1688
chr1_36183411_36183689,0.1008
chr1_3620035_3620325,0.0498
chr1_3634737_3634863,0.2995
chr1_36592352_36592554,0.0356
chr1_36616485_36616868,0.1301
chr1_36617554_36617914,0.0249
chr1_36626561_36626969,0.0837
chr1_36627717_36628369,0.0402
chr1_36641160_36641451,0.0311
chr1_36839449_36839891,0.2029
chr1_36840093_36840535,0.2029
chr1_36866636_36866899,0.1368
chr1_37169397_37169618,0.3117
chr1_37721552_37721986,0.0251
chr1_37932554_37932910,0.0311
chr1_37937293_37937526,0.0513
chr1_37944084_37944971,0.12673333333333334
chr1_3817648_3818071,0.3205
chr1_38465723_38465839,0.1308
chr1_38495782_38495936,0.063
chr1_39357087_39357474,0.0541
chr1_39547903_39548129,0.0249
chr1_39598673_39599090,0.0261
chr1_39633654_39634014,0.1708
chr1_39662647_39663006,0.0593
chr1_39857791_39857995,0.0539
chr1_39874208_39874673,0.5067
chr1_40283075_40283206,0.1226
chr1_40426190_40426638,0.0323
chr1_40841336_40841595,0.0252
chr1_40848967_40849502,0.0505
chr1_40866111_40866454,0.0509
chr1_41116840_41117088,0.0387
chr1_41825927_41826139,0.9103
chr1_41831444_41831806,0.0294
chr1_41952015_41952273,0.0271
chr1_41961925_41962146,0.1578
chr1_41981831_41982007,0.3609
chr1_42149945_42149960,0.0401
chr1_42204580_42205516,0.0254
chr1_42328578_42328878,0.0429
chr1_42363874_42364167,0.0821
chr1_42385461_42385560,0.0798
chr1_42385609_42385954,0.0798
chr1_43402214_43402581,0.261
chr1_43407355_43407700,0.0719
chr1_43428386_43429108,0.1675
chr1_43429290_43429917,0.1675
chr1_43432863_43433109,0.0696
chr1_43471435_43471828,0.0517
chr1_43524188_43524462,0.0265
chr1_43988888_43989038,0.2823
chr1_44015731_44016125,0.1773
chr1_44299891_44300630,0.0264
chr1_44302297_44302456,0.0367
chr1_44692988_44693156,0.0761
chr1_44703858_44704161,0.4224
chr1_44951424_44951733,0.1222
chr1_45083225_45083530,0.0374
chr1_45195062_45195154,0.0725
chr1_46008399_46008548,0.0324
chr1_46268583_46268737,0.11
chr1_46632893_46633236,0.025
chr1_46689426_46689696,0.0535
chr1_46712372_46712767,0.4556
chr1_46986321_46986408,0.0667
chr1_47677583_47677805,0.0571
chr1_47800262_47800514,0.1364
chr1_47910443_47910471,0.0342
chr1_49038282_49038602,0.0581
chr1_51769565_51770027,0.0296
chr1_53102510_53103405,0.0388
chr1_53588397_53588520,0.0244
chr1_53875866_53875973,0.0276
chr1_54586706_54586840,0.2885
chr1_54695028_54695502,0.0352
chr1_54696817_54697014,0.0289
chr1_54715450_54715803,0.0349
chr1_54739679_54739787,0.3836
chr1_54778588_54778715,0.0275
chr1_54873075_54873515,0.2669
chr1_54953784_54954325,0.3336
chr1_55418708_55418921,0.0274
chr1_55431735_55431939,0.0467
chr1_55894779_55895033,0.0246
chr1_56972242_56972492,0.0283
chr1_57042744_57043185,0.0309
chr1_57297629_57297838,0.0765
chr1_57376305_57376674,0.0267
chr1_59050239_59050578,0.0707
chr1_59221049_59221462,0.0267
chr1_59280773_59281281,0.195
chr1_59281510_59281579,0.195
chr1_59281873_59282217,0.195
chr1_59347262_59347482,0.1189
chr1_59369049_59370138,0.0423
chr1_59394323_59394565,0.0453
chr1_59395500_59395772,0.0774
chr1_59509588_59509786,0.0441
chr1_59756067_59756566,0.046
chr1_60144543_60144796,0.0289
chr1_6053603_6054107,0.6675
chr1_61478973_61479215,0.1755
chr1_61522505_61523042,0.0292
chr1_61543611_61543877,0.199
chr1_61549054_61549253,0.0404
chr1_61649786_61650305,0.0949
chr1_61918819_61919182,0.1123
chr1_6221566_6221669,0.1493
chr1_6321567_6321961,0.3018
chr1_6336471_6336830,0.102
chr1_6373523_6373899,0.0405
chr1_65363729_65364057,0.0887
chr1_65364183_65364439,0.0887
chr1_65383044_65383557,0.0315
chr1_65534177_65534450,0.14095
chr1_65548895_65549334,0.0578
chr1_6566323_6566594,0.0277
chr1_65758796_65759173,0.1186
chr1_65775838_65775991,0.215
chr1_66277656_66278058,0.0306
chr1_6661008_6661639,0.1536
chr1_67223993_67224234,0.1149
chr1_68000341_68000585,0.035
chr1_68036173_68036524,0.052
chr1_68166463_68166766,0.165
chr1_68215256_68215932,0.0324
chr1_70877943_70877992,0.0248
chr1_7531062_7531540,0.0246
chr1_75590785_75591155,0.0257
chr1_76080205_76080672,0.0824
chr1_76080988_76081082,0.0824
chr1_7709088_7709360,0.025
chr1_7728673_7728970,0.184
chr1_7764543_7764931,0.5059
chr1_7843556_7843653,0.5351
chr1_78557346_78557710,0.0831
chr1_8229904_8230047,0.0281
chr1_8257762_8258040,0.3045
chr1_8262223_8262541,0.0603
chr1_85038681_85038996,0.0308
chr1_85049005_85049203,0.0969
chr1_85744584_85744829,0.1039
chr1_858256_858648,0.12125
chr1_86078461_86078819,0.0476
chr1_87171187_87171726,0.144
chr1_87240012_87240427,0.0964
chr1_87241358_87241518,0.0481
chr1_87258759_87259068,0.0305
chr1_87800631_87801610,0.2107
chr1_8933581_8933925,0.1052
chr1_89358212_89358439,0.0295
chr1_90032556_90032702,0.025
chr1_90190139_90190909,0.0328
chr1_90204490_90205244,0.0401
chr1_90372321_90372729,0.0648
chr1_91183313_91183764,0.1721
chr1_9127395_9127559,0.0282
chr1_92048213_92048455,0.0331
chr1_92116335_92116643,0.0386
