name_E,Smc3_E
chr1_145092450_145092883,3.16436
chr1_145455122_145455741,2.40002
chr1_148000699_148000802,4.9185300000000005
chr1_14843752_14844090,2.90886
chr1_14926383_14926731,2.24716
chr1_150135231_150135764,2.33888
chr1_150585815_150586394,2.2013
chr1_150592182_150592667,8.53003
chr1_15059594_15059681,4.95292
chr1_152006910_152007460,2.31922
chr1_153541018_153541368,16.43113
chr1_153715466_153715694,1.6922400000000002
chr1_153762591_153763309,3.16436
chr1_154910155_154910399,1.94448
chr1_154914634_154915296,1.9605299999999999
chr1_154973335_154973935,4.12743
chr1_155916072_155916212,4.284669999999999
chr1_155945743_155946196,74.41726
chr1_156066868_156067143,12.93263
chr1_156118146_156118395,3.57711
chr1_156251648_156251762,2.6599
chr1_156474686_156475018,2.3917900000000003
chr1_156629760_156630406,6.77323
chr1_15738146_15738632,9.63068
chr1_158942717_158942925,3.16436
chr1_159798443_159799254,3.3936699999999997
chr1_159880076_159880706,2.62933
chr1_159892447_159892988,5.13831
chr1_160402251_160402521,1.67993
chr1_160444087_160444465,3.85227
chr1_160510042_160510238,2.83629
chr1_160544770_160545265,4.196219999999999
chr1_160682568_160682866,2.00868
chr1_160696081_160696317,5.59497
chr1_160711095_160711588,1.7568
chr1_160736716_160737349,146.93678
chr1_160737478_160737714,8.08554
chr1_160807359_160807588,5.53076
chr1_160982920_160983992,2.2563299999999997
chr1_161352257_161352597,21.192339999999998
chr1_161582212_161582506,1.67062
chr1_16292565_16293101,1.65097
chr1_164686304_164686686,119.47556000000002
chr1_167423404_167424221,212.83821
chr1_167424728_167425462,15.539029999999999
chr1_167570801_167571053,4.54018
chr1_167586596_167587245,4.95292
chr1_167683554_167683813,1.7009999999999998
chr1_168149052_168149361,4.4026
chr1_169884881_169885211,1.77797
chr1_170633923_170634526,38.519940000000005
chr1_172150675_172151005,2.11374
chr1_172327070_172327187,3.0923
chr1_172327558_172328156,3.0923
chr1_172715484_172715760,1.92613
chr1_172788027_172788361,1.70993
chr1_172852442_172852809,4.95292
chr1_173164805_173165199,2.14626
chr1_173379915_173380349,1.7492400000000001
chr1_173384654_173384941,2.0981099999999997
chr1_173398914_173399297,5.54255
chr1_175094142_175094504,10.063080000000001
chr1_17534687_17534794,7.9852
chr1_177150553_177151051,21.18751
chr1_178575191_178575363,1.92613
chr1_181032056_181032215,4.47139
chr1_181068595_181069000,2.22095
chr1_181097947_181098672,2.5039700000000003
chr1_181100547_181100997,2.75162
chr1_181104473_181105818,1.94333
chr1_181110732_181111003,4.60904
chr1_181122099_181122260,2.4489400000000003
chr1_181451162_181451821,1.8711
chr1_181454376_181454805,2.4948
chr1_182116340_182116866,6.32873
chr1_183549376_183549721,7.15422
chr1_183562649_183562759,3.37074
chr1_183573035_183573933,2.5376
chr1_183574112_183574386,2.5376
chr1_183578502_183578873,3.76055
chr1_183811794_183811833,1.7579799999999999
chr1_1840449_1840835,6.42045
chr1_184836042_184836526,3.85227
chr1_185308384_185308771,2.52232
chr1_186818504_186818763,3.09557
chr1_192485848_192486563,3.26755
chr1_192487767_192488105,2.4306
chr1_192514282_192514417,1.91165
chr1_192519890_192520690,2.10302
chr1_192521878_192522349,2.17378
chr1_19253034_19253391,3.6950300000000005
chr1_192549613_192549895,2.7467099999999998
chr1_192578246_192578789,2.87544
chr1_19278388_19278892,2.86955
chr1_193448401_193448721,8.316
chr1_19803336_19803680,2.0108
chr1_19803913_19804113,2.0108
chr1_198128112_198128944,2.1512700000000002
chr1_19832322_19832519,6.05357
chr1_198590109_198590618,2.00868
chr1_198591244_198591462,2.00868
chr1_198625518_198626374,2.93506
chr1_198633275_198633927,3.4395300000000004
chr1_198648160_198648499,2.04406
chr1_198650930_198651643,1.51339
chr1_198903935_198904934,2.541975
chr1_199142483_199142829,3.57711
chr1_200323350_200323623,3.98985
chr1_200597363_200597666,2.27009
chr1_200849437_200849683,2.35853
chr1_201139670_201140154,3.4395300000000004
chr1_203258547_203259334,2.75162
chr1_203259429_203259985,2.75162
chr1_203289937_203290406,8.334914999999999
chr1_203296328_203297068,2.92487
chr1_203297101_203297334,2.92487
chr1_203619380_203619832,5.50325
chr1_203643182_203643803,2.68283
chr1_203723839_203723956,4.4026
chr1_20407516_20407737,4.67776
chr1_204430759_204431008,2.42143
chr1_204449745_204450007,7.15422
chr1_204684045_204684323,2.35853
chr1_205253892_205254222,3.37074
chr1_205254805_205255191,2.95799
chr1_205257253_205257766,2.10957
chr1_205283024_205283394,2.28384
chr1_205638319_205638508,7.979710000000001
chr1_206290243_206290662,2.10302
chr1_206763465_206763687,2.72105
chr1_206963959_206964120,9.91049
chr1_207098778_207098999,6.3058
chr1_207509006_207509478,1.6868599999999998
chr1_207585605_207585767,2.01785
chr1_207671434_207671825,3.71469
chr1_207997315_207997832,2.7974799999999997
chr1_207999163_207999611,2.2799099999999997
chr1_208412497_208412696,3.76055
chr1_208418631_208418859,11.62561
chr1_209830400_209831026,16.26427
chr1_209921200_209921357,8.46889
chr1_210567003_210567330,4.06525
chr1_211688648_211688771,6.879060000000001
chr1_212458080_212458253,3.7834800000000004
chr1_212650622_212650921,11.86638
chr1_212661846_212662402,2.68283
chr1_212769584_212769966,3.09557
chr1_212856011_212856573,2.84334
chr1_212993371_212993544,2.04406
chr1_213101984_213102303,2.06371
chr1_213152730_213153023,2.02619
chr1_214612784_214613126,3.02678
chr1_21558552_21558736,11.28166
chr1_21650806_21651685,2.85481
chr1_21660622_21661187,9.19042
chr1_221840936_221841145,1.9011200000000001
chr1_221881394_221881826,2.58652
chr1_221882292_221882723,1.74269
chr1_221913881_221914483,4.67821
chr1_221916049_221916599,3.99495
chr1_221950157_221950602,2.63453
chr1_221951076_221951724,2.63453
chr1_221951868_221952169,2.63453
chr1_222011312_222011511,2.15543
chr1_222135050_222135329,2.27009
chr1_2221868_2222548,1.8344099999999999
chr1_222638782_222639204,3.7219300000000004
chr1_222828361_222828786,3.9439900000000003
chr1_2231691_2232185,2.69659
chr1_2232428_2232896,2.69659
chr1_223363832_223364028,2.9809200000000002
chr1_22345590_22345859,2.2563299999999997
chr1_22366226_22366841,1.85276
chr1_223904365_223904567,11.18953
chr1_2246556_2246763,10.18101
chr1_224685994_224686507,5.22808
chr1_224690718_224691054,3.85227
chr1_224691192_224691563,3.85227
chr1_225654906_225655584,3.30195
chr1_226084943_226085104,2.6415599999999997
chr1_226187685_226188168,2.34543
chr1_226189681_226190319,2.06371
chr1_226297611_226298113,5.77841
chr1_226388791_226388905,7.773339999999999
chr1_226841173_226841776,3.98985
chr1_226864749_226865297,2.47646
chr1_226867580_226868182,2.9809200000000002
chr1_226878935_226879345,9.46684
chr1_226884834_226885233,2.14626
chr1_226890865_226891416,1.9719900000000001
chr1_228688608_228688902,21.94673
chr1_230240540_230240902,2.61404
chr1_230258907_230259286,2.06846
chr1_230282048_230282189,2.75162
chr1_231347338_231347496,7.0756
chr1_233750790_233751092,3.89214
chr1_234534667_234535013,2.27009
chr1_234736336_234736615,3.74644
chr1_234746093_234747674,3.6459
chr1_234748100_234748931,3.6459
chr1_234812067_234812214,2.08337
chr1_234858843_234859287,3.25339
chr1_234907393_234907835,4.48949
chr1_234908151_234908764,4.48949
chr1_234918221_234918587,1.7157099999999998
chr1_234977482_234978011,3.6249599999999997
chr1_234978594_234979177,3.6249599999999997
chr1_234980393_234980645,2.47646
chr1_234981045_234981471,2.23569
chr1_234987212_234987644,3.57711
chr1_235017165_235017382,5.90474
chr1_235069269_235069652,2.47646
chr1_235090546_235090894,2.3469700000000002
chr1_235091073_235091332,2.3469700000000002
chr1_235091427_235091813,2.3469700000000002
chr1_235097868_235098070,3.16065
chr1_235106929_235107153,3.3363400000000003
chr1_235110834_235111403,2.75162
chr1_235114050_235115068,2.40767
chr1_235146978_235147112,3.40677
chr1_235151501_235151917,3.53125
chr1_235151923_235152024,3.53125
chr1_235183936_235184197,3.49244
chr1_235186710_235186949,3.98985
chr1_235242252_235242564,7.15422
chr1_235243001_235243596,3.3363400000000003
chr1_235246558_235246857,8.78554
chr1_235267591_235267744,3.0392900000000003
chr1_236080566_236081247,2.93506
chr1_236101998_236102489,2.47646
chr1_236109486_236110063,13.48296
chr1_236116403_236116669,5.36566
chr1_236118323_236118637,4.67776
chr1_236135691_236135959,8.14904
chr1_236150188_236150690,4.95292
chr1_236319808_236320415,3.02678
chr1_236323296_236323699,1.6671599999999998
chr1_23903714_23904323,3.30195
chr1_23916918_23917225,2.33888
chr1_23961555_23961694,12.93263
chr1_241714901_241715765,3.13685
chr1_24237439_24237588,1.67598
chr1_244215508_244215901,43.653079999999996
chr1_244462616_244463099,4.70069
chr1_244517098_244517541,15.233989999999999
chr1_245082176_245082355,5.2114199999999995
chr1_246730569_246731007,4.95292
chr1_246732690_246733040,18.44126
chr1_246862505_246862699,7.74385
chr1_24691833_24692082,6.05357
chr1_247123303_247123617,8.30815
chr1_247553531_247554143,4.7740599999999995
chr1_247570274_247570994,2.2013
chr1_247573090_247573644,2.3847400000000003
chr1_247603500_247603921,3.26264
chr1_2478276_2478817,6.69562
chr1_2509702_2510198,7.0625
chr1_25251631_25252076,1.8010599999999999
chr1_25252124_25252306,1.8010599999999999
chr1_25345809_25346202,2.04406
chr1_25348659_25349200,3.19611
chr1_25353190_25353411,3.91342
chr1_25353540_25353869,3.91342
chr1_25355154_25355297,3.37699
chr1_25355468_25355649,3.37699
chr1_25357149_25357829,2.79461
chr1_25357926_25358422,2.79461
chr1_25360165_25361177,3.38056
chr1_25566195_25566411,3.5020599999999997
chr1_25566618_25566670,3.5020599999999997
chr1_2574343_2574764,7.06733
chr1_25942744_25943208,3.3936699999999997
chr1_26613887_26614371,2.47646
chr1_26615016_26615421,3.1185
chr1_26615527_26615997,7.01519
chr1_26946837_26947249,2.80855
chr1_26947342_26948198,2.80855
chr1_27160002_27160387,5.13636
chr1_27935491_27936061,7.19825
chr1_27957478_27958684,2.0743
chr1_27985480_27985709,3.14908
chr1_27985869_27985982,3.14908
chr1_27986111_27986384,3.14908
chr1_28189568_28190269,2.673
chr1_28190756_28191157,5.50325
chr1_28199684_28200598,4.95292
chr1_28201800_28202156,3.02678
chr1_28213825_28214033,2.75162
chr1_28439074_28439949,4.0724
chr1_28495580_28496044,1.7568
chr1_28500052_28500411,5.50325
chr1_31216468_31217229,2.30612
chr1_31223594_31223943,2.2563299999999997
chr1_31235457_31235817,3.98985
chr1_31238135_31238354,1.9719900000000001
chr1_31956203_31956482,2.2799099999999997
chr1_32015159_32015590,5.27153
chr1_32253647_32254040,3.57711
chr1_32405536_32405898,6.05357
chr1_32421622_32422096,2.72661
chr1_32715599_32716062,3.9702
chr1_32729476_32729672,5.50325
chr1_32805161_32805466,3.1185
chr1_33077721_33078012,2.14626
chr1_33446816_33447482,1.88027
chr1_33457914_33458607,2.36639
chr1_33458800_33459074,2.36639
chr1_33463131_33463490,69.61204000000001
chr1_36616485_36616868,5.40497
chr1_36626561_36626969,5.22808
chr1_36814630_36815106,2.15543
chr1_36839449_36839891,2.04406
chr1_36840093_36840535,2.75162
chr1_37169397_37169618,5.10579
chr1_37944084_37944971,2.56818
chr1_39662647_39663006,2.2563299999999997
chr1_40283075_40283206,10.32972
chr1_41981831_41982007,6.879060000000001
chr1_42192975_42193489,2.71722
chr1_42204580_42205516,2.71231
chr1_42217644_42218002,3.7703599999999997
chr1_42268599_42269123,7.640639999999999
chr1_42277077_42277342,4.4026
chr1_42356899_42357259,7.036289999999999
chr1_43761236_43761355,2.75162
chr1_44302297_44302456,1.81607
chr1_44703858_44704161,3.76055
chr1_45195062_45195154,4.73891
chr1_46009549_46009894,2.56818
chr1_46010722_46010902,2.17378
chr1_46637172_46637331,13.116079999999998
chr1_46689426_46689696,5.014069999999999
chr1_49038282_49038602,13.62054
chr1_53102510_53103405,1.99088
chr1_54873075_54873515,4.54018
chr1_54953784_54954325,3.3936699999999997
chr1_55414845_55415038,37.86629
chr1_55753963_55754247,2.72105
chr1_57042744_57043185,3.17687
chr1_57043287_57044160,3.17687
chr1_57297629_57297838,7.58225
chr1_59039624_59039692,1.97773
chr1_59280773_59281281,4.4026
chr1_59281510_59281579,4.4026
chr1_59281873_59282217,4.4026
chr1_59756067_59756566,10.1651
chr1_59758328_59758666,3.02678
chr1_6088225_6088518,5.44076
chr1_61918819_61919182,9.58482
chr1_66747978_66748387,2.6599
chr1_66800202_66800555,1.6739
chr1_66815726_66816360,2.3235900000000003
chr1_66817705_66818086,1.99492
chr1_66862032_66862547,1.91726
chr1_66862994_66863164,1.91726
chr1_66867932_66868143,2.8616900000000003
chr1_66904732_66904991,1.80384
chr1_66910997_66911424,4.4985800000000005
chr1_68215256_68215932,3.57711
chr1_70877943_70877992,4.62261
chr1_79154444_79154658,3.4395300000000004
chr1_8229904_8230047,5.22808
chr1_8487656_8487917,1.95365
chr1_85320078_85320332,2.33888
chr1_85457149_85457643,5.99498
chr1_86078461_86078819,9.94512
chr1_87617997_87618150,2.89837
chr1_87668655_87668791,2.40767
chr1_87800631_87801610,2.06371
chr1_90190139_90190909,2.6599
chr1_9127395_9127559,3.57711
chr1_92198149_92198440,3.21022
chr1_92269494_92269966,1.92613
chr1_93002551_93002867,1.8344099999999999
chr1_93003662_93004045,2.0319599999999998
chr1_9335683_9335930,6.6039
chr1_94158601_94159338,3.462455
chr1_9689223_9689588,2.8892
