name_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k27me3_E,Ctcf_E,H3k4me1_E,H3k79me2_E,H3k27ac_E,H4k20me1_E,H3k9ac_E,Smc3_E,H3k36me3_E
chr1_1136075_1136463,8.915052000000003,0.306,7.490245,0.0,0.0,6.0690870000000015,0.0,0.0,1.724152,8.893289,0.0,0.0
chr1_1136667_1137146,10.085157,0.306,7.490245,0.0,0.0,0.0,0.0,11.173539,1.724152,9.573669,0.0,0.0
chr1_113683682_113683919,11.754534,0.0776,6.573905,0.0,46.275185,10.492294,0.0,15.242648999999998,0.0,7.0901619999999985,7.82108,3.402671
chr1_113734243_113734639,4.4554529999999986,0.027000000000000003,0.0,1.803354,0.0,6.326564,0.0,0.0,0.0,0.0,0.0,0.0
chr1_114326143_114326379,9.768787,0.0254,2.1957560000000003,0.0,0.0,7.5423160000000005,7.807575,7.599049000000001,3.137035,1.898793,0.0,3.094952
chr1_1143531_1144198,11.023523,0.2484,0.0,0.0,0.0,9.185646,0.0,0.0,1.724152,4.7627415000000015,0.0,0.0
chr1_115052481_115052766,13.50655,0.1788,17.611797,0.0,0.0,4.711208999999999,7.533950999999999,12.107712500000002,2.061673,5.161278500000001,0.0,3.817039
chr1_115641281_115641604,5.082576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_116370977_116371565,13.529245,0.0545,8.349192,4.2266115000000015,0.0,0.0,0.0,0.0,1.432338,0.0,0.0,0.0
chr1_116520279_116520650,7.085895,0.0,0.0,7.5780080000000005,0.0,3.041547,0.0,0.0,0.0,0.0,0.0,0.0
chr1_116918925_116919548,18.969561,0.0,14.220744,7.082757000000001,0.0,7.386829499999998,23.69388,8.720123,5.0503865,9.372338,0.0,5.571488
chr1_116920378_116921129,18.969561,0.0,14.220744,2.334054,0.0,7.386829499999998,23.69388,8.720123,5.0503865,9.372338,0.0,5.571488
chr1_117040346_117040781,4.321585,0.0242,3.320619,0.0,0.0,10.800007,1.401909,16.9182445,1.609059,4.304661,0.0,3.0278400000000003
chr1_117046366_117046546,7.896561,0.0,3.320619,0.0,0.0,10.800007,1.401909,16.9182445,1.609059,4.304661,0.0,3.0278400000000003
chr1_117047053_117047428,7.896561,0.138,3.320619,0.0,0.0,10.800007,1.401909,16.9182445,1.609059,4.304661,9.06186,3.0278400000000003
chr1_117050808_117051139,4.321585,0.0,3.320619,0.0,0.0,10.800007,1.401909,16.9182445,1.609059,4.304661,0.0,6.8488525
chr1_117051576_117051921,4.321585,0.0284,3.320619,0.0,0.0,10.800007,1.401909,16.9182445,1.609059,4.304661,0.0,3.0278400000000003
chr1_117111804_117112156,18.01863,0.0,11.961394,0.0,11.971844,7.544960499999999,4.7237300000000015,10.455529,2.172798,10.998597,0.0,3.0278400000000003
chr1_117112460_117112738,18.01863,0.2053,11.961394,0.0,11.971844,7.544960499999999,4.7237300000000015,10.455529,2.172798,10.998597,0.0,3.0278400000000003
chr1_117169735_117170114,11.17708,0.0,3.136164,0.0,0.0,3.974153,1.47999,0.0,0.0,0.0,0.0,0.0
chr1_117305811_117306472,5.066361,0.0396,4.115729,0.0,22.09773,3.974153,0.0,5.524521,0.0,6.256961,0.0,1.492543
chr1_117421623_117422020,10.561345,0.0576,10.056532,0.0,7.259172,6.6258740000000005,0.0,4.3502160000000005,0.0,4.3443510000000005,0.0,0.0
chr1_117422443_117422644,10.561345,0.0,0.0,0.0,0.0,6.6258740000000005,0.0,4.3502160000000005,0.0,4.3443510000000005,0.0,0.0
chr1_117424835_117425013,14.855778,0.0845,10.3842235,0.0,30.578706,8.705991000000001,0.0,15.98309,3.659082,7.432456,0.0,0.0
chr1_11753086_11753651,3.75926,0.0749,0.0,0.0,2.181759,3.49324,0.0,0.0,1.988155,0.0,0.0,3.0963380000000003
chr1_118153815_118153988,17.759961999999994,0.0486,9.051804,0.0,1.712956,12.017995,4.941537,14.171453,2.576657,8.13653,0.0,3.040634
chr1_118197244_118197521,8.699,0.0,5.056236,0.0,0.0,10.826866,0.0,4.9565275,2.576657,3.973111,0.0,1.512922
chr1_118197868_118198044,8.699,0.0524,5.056236,0.0,0.0,10.826866,0.0,4.9565275,0.0,3.973111,0.0,1.512922
chr1_118198788_118199247,8.699,0.0268,5.056236,1.917141,0.0,10.826866,0.0,4.9565275,0.0,3.973111,0.0,1.512922
chr1_118201472_118201699,8.825897,0.0,7.156451,1.917141,0.0,10.826866,0.0,6.409152,0.0,2.291731,0.0,1.512922
chr1_118203607_118204114,8.825897,0.0,7.156451,1.917141,0.0,10.826866,0.0,6.409152,0.0,2.291731,0.0,1.512922
chr1_118206889_118207267,12.004142,0.0567,10.444155,0.0,0.0,10.826866,0.0,3.591362,0.0,2.291731,0.0,1.512922
chr1_11942925_11943217,9.383486,0.329,4.97494,0.0,3.121276,8.628735500000001,0.0,14.587095,1.988155,5.94054,9.78681,3.0963380000000003
chr1_119503304_119503581,4.420623,0.0,0.0,0.0,0.0,11.369089,0.0,0.0,0.0,0.0,0.0,0.0
chr1_11968510_11969143,14.912344,0.1641,10.13485,0.0,13.7217875,3.49324,0.0,45.786515,1.988155,19.283422,5.6546,3.0963380000000003
chr1_11990003_11990329,6.419489,0.0647,8.070376,0.0,2.181759,3.49324,0.0,11.291747,1.988155,12.276648,0.0,3.0963380000000003
chr1_120255895_120256325,14.231089,0.0,12.165862,6.449733999999999,0.0,5.944866,4.437938,6.0812620000000015,3.1217330000000003,8.868569,0.0,6.111654
chr1_12112067_12112502,11.965053,0.2057,8.140424000000001,0.0,3.0444285000000004,3.49324,0.0,6.956076,1.988155,7.110463,0.0,3.0963380000000003
chr1_12124472_12125118,20.954375,0.0,12.083679,0.0,3.3401179999999995,3.49324,5.0836975,8.379907000000001,1.988155,13.057699,0.0,3.0963380000000003
chr1_12127865_12128182,10.520233,0.0308,7.402725,0.0,2.181759,3.49324,2.372641,9.264565,1.988155,3.649881,0.0,3.0963380000000003
chr1_12213128_12213883,8.305081,0.0391,0.0,7.3946619999999985,2.181759,3.49324,0.0,0.0,1.988155,1.501876,0.0,3.0963380000000003
chr1_12221931_12222397,10.441658,0.2837,5.072337,0.0,2.181759,3.49324,0.0,9.642232,1.988155,4.5668125,3.58849,3.0963380000000003
chr1_12227833_12229578,18.980548,0.1749,14.556418,0.0,4.8988185,3.49324,7.748683,11.829802,1.988155,8.217071,0.0,3.0963380000000003
chr1_12233600_12234159,8.938966,0.0632,7.524580999999999,0.0,2.181759,3.49324,7.748683,7.3534229999999985,1.988155,3.226888,0.0,3.0963380000000003
chr1_12235070_12235463,9.239485,0.395,5.038504,0.0,2.181759,3.49324,7.748683,8.6734645,1.988155,6.4104305,0.0,3.0963380000000003
chr1_12493313_12493712,8.518879,0.0398,6.32951,0.0,7.232054,3.49324,2.65636,10.7227185,0.0,7.56745,0.0,3.0963380000000003
chr1_12493910_12494304,8.518879,0.0398,6.32951,0.0,2.181759,3.49324,2.65636,10.7227185,0.0,7.56745,3.98722,3.0963380000000003
chr1_12508783_12509005,7.745166999999999,0.1154,6.848774000000001,0.0,2.181759,3.49324,2.65636,17.712719500000002,0.0,10.954848,2.84801,3.0963380000000003
chr1_12509354_12509466,7.745166999999999,0.1154,6.848774000000001,0.0,2.181759,3.49324,2.65636,17.712719500000002,0.0,10.954848,7.611960000000002,3.0963380000000003
chr1_12533412_12533678,8.132828,0.0364,3.933916500000001,0.0,2.181759,3.49324,2.65636,9.332283,0.0,7.07022,0.0,3.0963380000000003
chr1_12599928_12600179,3.326728,0.0253,2.62741,0.0,2.181759,3.49324,0.0,6.5420875,0.0,4.275089,0.0,3.0963380000000003
chr1_12600525_12600853,5.3805985,0.0,2.62741,0.0,2.181759,9.537167,0.0,8.137545666666666,0.0,6.8376125000000005,0.0,3.0963380000000003
chr1_12609717_12610039,15.036462,0.1315,5.938892,0.0,6.87206,3.49324,0.0,7.3128385,0.0,6.049436,5.43711,3.0963380000000003
chr1_12616547_12616769,3.326728,0.0,2.62741,0.0,2.181759,3.49324,0.0,6.999553,0.0,4.275089,0.0,3.0963380000000003
chr1_12675687_12675874,26.606481,0.0,21.869476,0.0,4.329516333333333,3.49324,7.6623839999999985,14.1382935,2.659796,21.593963,0.0,3.0963380000000003
chr1_1368471_1368786,9.75221,0.4913,6.211463,0.0,0.0,8.016117,0.0,10.518966,0.0,5.306358,0.0,0.0
chr1_142538903_142539547,7.847811,0.0,7.158502,10.441147,7.234626,5.203388,6.7946100000000005,7.299792,6.606412,4.810731,1.39667,6.420828
chr1_144533627_144534178,12.764165,0.1115,12.344479,1.604899,17.5983845,8.818874000000003,2.548556,49.9581265,2.053984,6.987975,3.50392,7.781642999999999
chr1_144536201_144536370,12.764165,0.0,12.344479,1.604899,9.291286,8.818874000000003,0.0,15.826738500000001,2.053984,6.987975,0.0,0.0
chr1_144986415_144987071,11.594211,0.0,24.6259,3.076592,3.866632,10.047806,38.579464,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_144987154_144987391,11.594211,0.0,24.6259,3.076592,3.866632,10.047806,38.579464,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_144988079_144988414,11.594211,0.0,24.6259,6.23332,3.866632,10.047806,38.579464,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_145009158_145009716,11.594211,0.0605,24.6259,3.076592,3.866632,10.047806,38.579464,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_145012331_145013054,11.594211,0.0,24.6259,8.4090625,3.866632,10.047806,38.579464,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_145023690_145024549,11.594211,0.0355,4.801703,3.076592,3.866632,10.047806,3.318402,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_145042783_145043227,11.594211,0.0267,7.075247,3.076592,3.866632,10.047806,0.0,21.832702,3.252042,16.210815,0.0,4.0569120000000005
chr1_145054975_145055306,11.594211,0.0,8.059124,3.076592,3.866632,10.047806,2.953952,12.133149,3.252042,3.798507,0.0,4.0569120000000005
chr1_145058996_145059322,11.594211,0.0734,3.895480000000001,3.076592,3.866632,10.047806,3.997845,3.4549480000000004,3.252042,3.798507,6.52454,4.0569120000000005
chr1_145064438_145064839,11.594211,0.0,0.0,3.076592,3.866632,10.047806,0.0,0.0,3.252042,0.0,0.0,4.0569120000000005
chr1_145090155_145090603,11.594211,0.0,3.413599,3.076592,3.866632,10.047806,0.0,4.308580999999998,3.252042,6.509069,0.0,4.0569120000000005
chr1_145092450_145092883,11.594211,0.0,0.0,3.076592,3.866632,10.047806,0.0,0.0,3.252042,2.889468,0.0,4.0569120000000005
chr1_145435103_145435641,31.608306,0.0,0.0,0.0,0.0,4.579580999999999,0.0,0.0,0.0,28.35374,0.0,0.0
chr1_145437595_145437817,31.608306,0.0333,28.126318,0.0,3.314711,4.579580999999999,32.687059000000005,35.434327,0.0,28.35374,0.0,0.0
chr1_145454760_145454851,11.305448,0.0,7.217657000000001,0.0,0.0,6.770349499999999,7.261689,26.822084000000004,0.0,10.961429,0.0,4.637529
chr1_145455122_145455741,11.305448,0.2357,7.217657000000001,0.0,20.590076,6.770349499999999,6.880561,26.822084000000004,0.0,10.961429,0.0,6.7003285
chr1_14765058_14765382,8.058643,0.0,5.018202,0.0,0.0,11.574834,0.0,18.273286,0.0,5.805192,0.0,1.884531
chr1_147806841_147807184,16.131023000000006,0.0835,13.751426,0.0,9.291286,3.344322,0.0,36.08537000000001,3.623016,18.215467,3.70839,0.0
chr1_148000699_148000802,10.815643,0.0273,6.161837,0.0,0.0,0.0,0.0,8.828695,0.0,8.788372,19.21115,0.0
chr1_149215297_149215704,20.58828,0.1052,8.933978,0.0,0.0,7.785928,0.0,11.458159,0.0,8.299081,0.0,0.0
chr1_149978692_149979077,15.201038,0.0,14.251582999999998,0.0,0.0,5.970729,7.649122000000001,15.19284,1.840067,17.041607,0.0,5.458056
chr1_149981648_149981889,15.201038,0.0311,14.251582999999998,0.0,0.0,5.970729,7.649122000000001,15.19284,1.840067,17.041607,0.0,2.499603
chr1_150135231_150135764,18.549846,0.2261,10.408908,0.0,4.416558,11.414546,0.0,19.452833,0.0,10.024092,6.79639,0.0
chr1_150159099_150159241,13.98022,0.0421,10.347895,0.0,0.0,8.326294,0.0,10.681764,0.0,6.385846,0.0,0.0
chr1_150294873_150295138,20.265717,0.0,17.290024,0.0,0.0,7.074396000000001,11.965167999999998,32.136023,0.0,19.198303,0.0,2.286727
chr1_150577042_150577503,6.923278999999999,0.0554,9.481323,0.0,0.0,12.047816,0.0,20.788981,0.0,7.056660000000001,0.0,3.694318
chr1_150585815_150586394,7.3138570000000005,0.0642,7.383472,0.0,0.0,8.319721000000001,4.132507,17.102435,0.0,14.106719,4.13221,3.694318
chr1_150592182_150592667,8.535119333333332,0.0972,8.099021,0.0,15.339532,6.713222999999998,0.0,7.168301,3.151025,10.625449,3.98722,3.694318
chr1_150600412_150600701,13.727529500000001,0.0,20.871219,0.0,0.0,6.713222999999998,13.361346,23.648677,0.0,21.350077,0.0,3.694318
chr1_150735950_150736336,5.13762,0.0,0.0,0.0,0.0,8.95298,0.0,0.0,0.0,0.0,0.0,0.0
chr1_150949569_150950014,20.442096,0.2248,13.406653,0.0,8.763395,7.666216,19.634115,13.246813,2.195244,15.571037,0.0,3.272518
chr1_151172142_151172526,14.281884,0.0,12.59411,0.0,0.0,9.682874,8.618221,11.788865,0.0,11.118521,0.0,0.0
chr1_151172620_151173197,14.281884,0.0394,12.59411,0.0,0.0,8.429075,8.618221,0.0,0.0,11.118521,0.0,0.0
chr1_151284018_151284391,6.119746,0.2363,9.173055000000002,0.0,4.6339999999999995,11.611373,4.5242900000000015,18.80953,4.964409,15.145202,5.43711,3.832388
chr1_151445792_151446161,4.802366,0.0534,7.3035809999999985,0.0,0.0,0.0,0.0,7.3422990000000015,0.0,4.074859,0.0,0.0
chr1_151871280_151871437,6.9901100000000005,0.0,4.08671,0.0,0.0,4.224528,7.125994,3.4072190000000004,0.0,0.0,0.0,0.0
chr1_151877533_151877895,13.241898999999998,0.0426,11.843311,0.0,0.0,6.317715,7.125994,16.603673999999998,0.0,7.943313000000002,0.0,4.066084
chr1_151909443_151909536,12.273605,0.0,0.0,0.0,0.0,6.955208,0.0,0.0,0.0,0.0,0.0,0.0
chr1_151916920_151917624,10.77243,0.0,0.0,0.0,0.0,9.472056,0.0,6.47909,0.0,5.3241865,0.0,0.0
chr1_151918898_151919222,8.145657,0.0,0.0,6.6760100000000016,0.0,9.472056,0.0,5.458294,0.0,4.22987,0.0,0.0
chr1_151945068_151945221,11.433292,0.0,0.0,2.283318,0.0,6.6235445,0.0,0.0,1.766113,1.7044169999999998,0.0,0.0
chr1_152006910_152007460,19.956477,0.1655,16.970129999999994,0.0,11.290711,6.191418,10.145873,18.244647,7.5955460000000015,16.072473000000002,7.06825,0.0
chr1_152007615_152008057,19.956477,0.1655,16.970129999999994,0.0,11.290711,6.191418,10.145873,18.244647,7.5955460000000015,16.072473000000002,0.0,0.0
chr1_152010545_152011004,19.956477,0.0,16.970129999999994,0.0,0.0,5.3902519999999985,0.0,18.244647,0.0,16.072473000000002,0.0,0.0
chr1_152022022_152022514,15.470406,0.0,0.0,0.0,0.0,4.679503,0.0,28.727095,0.0,17.604192,0.0,0.0
