name_E,Ctcf_E
chr1_201515368_201515617,8.21115
chr1_202161674_202161898,26.87287
chr1_203296328_203297068,7.22717
chr1_203297101_203297334,7.22717
chr1_203643182_203643803,2.71927
chr1_203661733_203662076,2.83658
chr1_205253892_205254222,2.73207
chr1_205638319_205638508,6.99814
chr1_207997315_207997832,10.51428
chr1_208412497_208412696,22.08303
chr1_208418631_208418859,19.25889
chr1_209921200_209921357,19.418
chr1_211688648_211688771,14.13625
chr1_212458080_212458253,2.74836
chr1_212650622_212650921,21.70501
chr1_212769584_212769966,7.97502
chr1_21558552_21558736,25.23064
chr1_21660622_21661187,9.77195
chr1_216774004_216774285,9.28269
chr1_218847947_218848245,2.85015
chr1_221614030_221614267,3.10071
chr1_221916049_221916599,2.91409
chr1_222461432_222461724,2.68728
chr1_222638782_222639204,7.88556
chr1_22266159_22266438,8.15373
chr1_22345590_22345859,7.50859
chr1_223903033_223903347,2.18851
chr1_224019430_224020596,3.05373
chr1_2246556_2246763,17.29319
chr1_2253622_2253773,2.91122
chr1_226388791_226388905,8.67769
chr1_226849753_226849884,2.55932
chr1_228651177_228651630,3.99893
chr1_228688608_228688902,30.03438
chr1_230240540_230240902,2.11499
chr1_231347338_231347496,18.03521
chr1_231860737_231860947,3.67902
chr1_234746093_234747674,1.82735
chr1_234984948_234985284,5.97805
chr1_235114050_235115068,2.93439
chr1_235267591_235267744,15.16397
chr1_236109486_236110063,2.5315
chr1_236135691_236135959,15.28394
chr1_23721090_23721462,4.10557
chr1_23961555_23961694,16.69057
chr1_244462616_244463099,32.61134
chr1_246772310_246772610,3.86297
chr1_246862505_246862699,21.74807
chr1_247553531_247554143,20.74116
chr1_2478276_2478817,5.94389
chr1_2509702_2510198,12.07163
chr1_25344029_25344296,4.63876
chr1_25353190_25353411,4.19888
chr1_25566195_25566411,10.69938
chr1_25566618_25566670,10.69938
chr1_2574343_2574764,3.04808
chr1_25942744_25943208,5.09464
chr1_26201699_26201757,3.73234
chr1_26946837_26947249,14.27621
chr1_26947342_26948198,14.27621
chr1_27626897_27627231,16.85296
chr1_27935491_27936061,35.05531
chr1_28439074_28439949,3.51906
chr1_29451057_29451462,15.63105
chr1_29563709_29564430,6.71821
chr1_31643824_31643962,2.38869
chr1_32405536_32405898,12.20476
chr1_32421622_32422096,11.55329
chr1_32966228_32966602,9.37751
chr1_33077721_33078012,3.3591
chr1_33564918_33565286,13.66037
chr1_33829513_33829825,2.61264
chr1_36626561_36626969,6.71821
chr1_37169397_37169618,13.95322
chr1_39598673_39599090,2.64657
chr1_41961925_41962146,2.2394
chr1_41981831_41982007,30.33861
chr1_42277077_42277342,14.09996
chr1_44703858_44704161,11.94349
chr1_45195062_45195154,17.57446
chr1_46689426_46689696,19.23853
chr1_49038282_49038602,8.67769
chr1_54953784_54954325,3.51906
chr1_57042744_57043185,7.07448
chr1_57297629_57297838,12.60702
chr1_58898385_58898660,5.59851
chr1_59281873_59282217,3.09251
chr1_59756067_59756566,11.69265
chr1_61549054_61549253,2.79925
chr1_61918819_61919182,17.87525
chr1_65731337_65731853,6.3983
chr1_66747978_66748387,3.47907
chr1_68166463_68166766,6.30282
chr1_68640572_68640736,2.98587
chr1_68849988_68850367,7.83792
chr1_76080205_76080672,5.72292
chr1_7728673_7728970,4.25487
chr1_7764543_7764931,7.09145
chr1_79154444_79154658,7.50201
chr1_82268420_82269588,12.50335
chr1_85991291_85991622,2.15942
chr1_86072885_86073441,2.37936
chr1_86078461_86078819,13.82402
chr1_87800631_87801610,6.66223
chr1_9127395_9127559,3.3591
chr1_9335683_9335930,3.91896
chr1_94089710_94089715,5.37457
chr1_94201362_94201612,6.91581
chr1_95009926_95010072,3.4609
chr1_95258204_95258621,3.3591
chr1_98518546_98518920,2.98587
