name_E,H3k9ac_E,H3k79me2_E,H3k4me2_E,H3k4me3_E,DNaseI_E,H3k4me1_E,Pol2_E,H3k36me3_E,H3k27ac_E,H3k27me3_E,Ctcf_E,H4k20me1_E
chr10_3542742_3543014,12.690123,0.0,18.235874,11.627173,18.0,10.555719,0.0,0.0,10.046447,0.0,0.0,0.0
chr10_3568141_3568290,2.508883,0.0,0.0,0.0,93.0,8.947164,13.945746,0.0,12.948122,0.0,0.0,0.0
chr10_3710838_3711066,17.231602,0.0,10.365474,13.060115,37.0,10.251629,5.4074975,0.0,19.537295,0.0,0.0,0.0
chr10_3762746_3763172,14.141436,0.0,12.901931,0.0,36.0,13.338983,6.959725500000001,0.0,9.328035,0.0,13.164647,1.165427
chr10_3782727_3783283,8.998091,0.0,13.058905,9.25067,81.0,11.611602,10.668224,0.0,13.5751,0.0,0.0,1.165427
chr10_3797195_3797502,17.024269,0.0,11.682814,8.63401,39.0,13.965881,16.803967666666665,0.0,40.217164,0.0,0.0,1.165427
chr10_3800307_3800531,17.024269,0.0,11.682814,3.378125,30.0,13.965881,15.872737666666666,0.0,40.217164,0.0,0.0,1.165427
chr10_3807382_3807563,21.197563,0.0,14.733685,5.0957095,0.0,16.861233,14.838626999999999,0.0,40.259657,0.0,0.0,1.165427
chr10_3845250_3845852,24.939954,0.0,0.0,2.728118,11.0,13.766414,4.552905,0.0,57.261001,0.0,2.354502,0.0
chr10_3845999_3846426,24.939954,0.0,10.963925,2.728118,0.0,13.766414,4.552905,0.0,57.261001,0.0,2.354502,0.0
chr10_3846443_3847038,24.939954,0.0,10.963925,2.728118,0.0,13.766414,6.5712660000000005,0.0,57.261001,0.0,2.354502,0.0
chr10_3848037_3849536,24.939954,5.051188,10.963925,2.728118,52.5,13.766414,6.5712660000000005,0.0,57.261001,0.0,2.354502,0.0
chr10_3850308_3850795,24.939954,5.051188,10.963925,2.728118,0.0,13.766414,6.5712660000000005,0.0,57.261001,0.0,0.0,0.0
chr10_3852273_3852886,24.939954,5.051188,10.963925,2.728118,106.0,13.766414,6.5712660000000005,0.0,57.261001,0.0,0.0,0.0
chr10_3853393_3854169,24.939954,0.0,10.963925,2.728118,28.0,13.766414,6.5712660000000005,0.0,57.261001,0.0,0.0,0.0
chr10_3867491_3867713,5.006802,0.0,5.824996,0.0,35.0,9.130924,4.552905,0.0,9.14337,0.0,0.0,0.0
chr10_3870489_3871262,13.842992,0.0,17.668733,15.047598,25.0,9.058170500000001,11.322143333333335,0.0,17.072960000000002,0.0,0.0,0.0
chr10_3893365_3894190,15.863213,0.0,7.610859,3.83505,16.0,11.315559,8.7532475,1.701375,37.282684,0.0,0.0,0.0
chr10_3909715_3910075,4.962916000000001,0.0,0.0,0.0,0.0,10.246015,6.7900135000000015,0.0,11.297642,0.0,0.0,0.0
chr10_3917358_3918120,3.4458,0.0,0.0,0.0,0.0,9.384626,4.552905,0.0,11.096126,0.0,0.0,0.0
chr10_3928866_3929216,25.951537,0.0,6.880443,6.262261,35.0,10.537671,7.402062000000001,0.0,33.017863,0.0,1.7585240000000002,0.0
chr10_3929991_3930887,25.951537,0.0,6.880443,8.0752135,89.0,10.537671,7.402062000000001,0.0,33.017863,0.0,7.7035275,0.0
chr10_3932191_3932411,13.697092999999999,0.0,3.541267,0.0,9.0,10.537671,4.552905,0.0,33.017863,0.0,0.0,0.0
chr10_3944367_3944901,4.990141,0.0,3.541267,0.0,0.0,4.989207,4.552905,0.0,8.306025,0.0,0.0,0.0
chr10_3984866_3985563,11.276617,6.433969,8.624471,6.875742999999999,42.0,10.862157,7.296920999999998,2.763786,20.351557,0.0,2.170169,0.0
chr10_3985648_3985956,11.276617,5.430326000000001,8.624471,6.875742999999999,0.0,10.862157,4.552905,2.763786,20.351557,0.0,2.170169,0.0
chr10_4173688_4174411,15.715901,0.0,10.754757,3.766328,25.0,9.488988,0.0,0.0,7.6259679999999985,0.0,0.0,0.0
chr10_4289203_4289519,5.116507,0.0,7.0242675000000006,5.391432,14.0,8.467596,0.0,0.0,11.52291,0.0,0.0,0.0
chr10_4386754_4387085,8.526530000000001,0.0,17.312801500000003,5.373298,87.0,9.758391,8.742946,0.0,23.591037,0.0,22.768475,0.0
chr10_4396174_4396330,12.480079,0.0,13.959451,9.074735,43.0,9.82477,0.0,0.0,37.510404,0.0,0.0,0.0
chr10_4705159_4705783,22.189294,5.7038150000000005,11.393698,4.1879100000000005,36.5,10.387963,11.258581333333332,2.908977,17.945251000000006,0.0,6.172244,0.0
chr10_4711881_4712067,23.71359,4.85412,0.0,1.251639,0.0,9.159201,1.52795,0.0,17.945251000000006,0.0,0.0,0.0
chr10_4712833_4713220,23.71359,4.85412,18.654701,1.251639,28.0,9.159201,7.146225500000001,0.0,17.945251000000006,0.0,0.0,0.0
chr10_4728868_4729211,15.841944,4.740183,8.64839,2.9056575,73.0,11.703017,4.3292735,1.990339,17.945251000000006,0.0,0.0,0.0
chr10_4813646_4813900,11.328626,0.0,8.697576,1.251639,17.0,5.9387455000000005,3.9215025000000003,0.0,13.270454,0.0,22.525625,0.0
chr10_4891874_4892173,3.3049470000000003,0.0,0.0,5.659610500000001,50.0,11.637316,1.52795,0.0,0.0,0.0,120.344744,0.0
chr10_5113786_5114179,6.843032000000001,0.0,14.155706,5.826296,19.0,9.115256,0.0,0.0,12.212266,0.0,0.0,0.0
chr10_5333644_5334212,8.889158,0.0,8.380705,3.761035,60.0,15.696793,8.834408999999997,0.0,18.278469,0.0,16.757975,0.0
chr10_5334474_5334640,8.889158,0.0,8.380705,3.761035,0.0,15.696793,0.0,0.0,18.278469,0.0,0.0,0.0
chr10_5336164_5336286,16.031722,0.0,3.324232,0.0,15.0,12.941162,0.0,0.0,18.278469,0.0,28.006304,0.0
chr10_556579_556951,5.1383730000000005,0.0,7.726303999999999,5.428069,16.0,7.09835,0.0,0.0,0.0,1.811687,63.473,1.850304
chr10_557102_557353,5.1383730000000005,0.0,7.726303999999999,0.0,61.0,7.09835,0.0,0.0,0.0,1.811687,63.473,1.850304
chr10_5587810_5588190,12.110397,0.0,8.712153500000001,0.0,0.0,13.544766,0.0,0.0,21.542712,0.0,0.0,0.0
chr10_5588881_5589169,12.110397,0.0,8.712153500000001,4.529025,23.0,13.544766,5.2851599999999985,0.0,21.542712,0.0,0.0,0.0
chr10_5590010_5590295,12.110397,0.0,8.712153500000001,4.529025,18.0,13.544766,5.2851599999999985,0.0,21.542712,0.0,0.0,0.0
chr10_5590959_5591270,12.110397,0.0,8.712153500000001,4.529025,56.0,13.544766,5.2851599999999985,0.0,21.542712,0.0,0.0,0.0
chr10_5593718_5593999,12.110397,0.0,8.977539,5.32382,70.0,13.544766,3.88506,0.0,21.542712,0.0,17.480453,0.0
chr10_5596279_5596669,5.278328,0.0,9.82477,0.0,0.0,13.544766,0.0,0.0,0.0,0.0,0.0,0.0
chr10_5607602_5608000,16.203445000000002,0.0,9.580689,5.525295,136.0,15.282386,14.433397,0.0,54.62615,0.0,3.717547,0.0
chr10_5638863_5639270,15.352784,0.0,14.749574,13.816488,56.0,15.757768,6.543259666666668,0.0,24.387311,0.0,6.77349,0.0
chr10_830904_831008,5.0149,0.0,8.3787925,13.434968,39.0,0.0,3.328529,0.0,0.0,2.368777,17.247584,0.0
chr10_990446_990769,9.309522,0.0,12.29115,5.444571,41.0,10.965932,0.0,0.0,3.2823010000000004,2.199013,0.0,0.0
chr1_100113534_100114036,19.305777,0.0,17.893224,13.722972,20.0,7.204559,5.809518,0.0,19.243953,0.0,27.691447,0.0
chr1_1005293_1005547,3.448802,0.0,8.432566,0.0,29.0,2.5350085,0.0,0.0,0.0,4.58371,0.0,2.529923
chr1_10127211_10127315,11.065094,7.417242999999999,7.754886500000001,0.0,0.0,6.716042,1.968196,2.2976970000000003,19.174802,0.0,0.0,0.0
chr1_1014834_1015095,10.00079,0.0,8.211755,10.066729,153.0,6.689671000000001,5.508389,0.0,6.700595,3.156103,0.0,2.529923
chr1_101725356_101725679,11.212041,0.0,4.989234,0.0,42.0,7.929233,0.0,0.0,12.518696,0.0,0.0,0.0
chr1_10269964_10270260,24.726352,5.3033199999999985,17.656085,21.096218,47.0,0.0,9.622236,2.2976970000000003,14.694551,0.0,28.384714,1.4813889999999998
chr1_10556105_10556527,15.449601,5.116211,12.981765,7.1667570000000005,189.0,13.232593,7.679169000000001,2.2976970000000003,21.458003,0.0,0.0,1.562967
chr1_10557233_10557456,15.449601,5.116211,12.981765,7.1667570000000005,0.0,13.232593,2.1587400000000003,2.2976970000000003,21.458003,0.0,0.0,1.562967
chr1_10695291_10695734,19.479551,0.0,12.26409,11.977272,101.5,8.285072,2.103104,2.2976970000000003,28.078961,0.0,5.137716,0.0
chr1_10804844_10805001,8.072194999999999,0.0,0.0,0.0,39.0,11.780172,0.0,2.2976970000000003,11.775248,0.0,0.0,0.0
chr1_10853986_10854555,5.4510510000000005,2.796135,12.107538,9.578351,34.0,3.988029,0.0,0.0,0.0,8.502806499999998,13.291895000000002,0.0
chr1_108741685_108742156,16.648291,8.07214,15.244832,23.267583,14.0,4.2481480000000005,15.938208,2.881334,9.402022,0.0,14.314348,1.91752
chr1_10927237_10927380,4.4304510000000015,0.0,9.233592,5.1300550000000005,56.0,0.0,0.0,0.0,0.0,2.333538,12.541546,0.0
chr1_1093610_1093958,24.484659,0.0,11.953523,13.741314,0.0,8.26741,0.0,0.0,10.393802,0.0,0.0,0.0
chr1_10960432_10960567,20.728673,0.0,12.270062,11.146102,75.0,9.783704,8.948355333333334,0.0,24.704849,0.0,0.0,0.0
chr1_109800134_109800539,5.480957,2.376742,11.706471,0.0,204.0,8.480787,8.437559,3.742836,6.972948,0.0,0.0,0.0
chr1_110160052_110160461,4.980123000000002,0.0,4.486087,0.0,39.0,7.929226499999999,2.5799060000000003,0.0,7.038183,0.0,4.96331,0.0
chr1_110879130_110879445,25.449361,7.399095,12.45468,19.417105,0.0,7.8255539999999995,2.839201,2.625906,21.762208,0.0,0.0,2.73719
chr1_111735402_111735659,6.963807000000001,0.0,11.7934,9.270415,22.0,10.085209,2.519318,3.140084,6.6841089999999985,0.0,0.0,0.0
chr1_111735691_111736003,6.963807000000001,0.0,11.7934,9.270415,0.0,10.085209,2.519318,3.140084,6.6841089999999985,0.0,0.0,0.0
chr1_111757482_111757860,11.001928,0.0,5.534263,0.0,0.0,13.26171,0.0,0.0,6.022176,0.0,0.0,0.0
chr1_112050044_112050594,8.718161,0.0,11.142198,9.899656,17.0,3.6522,0.0,0.0,0.0,2.608464,34.101212,0.0
chr1_112135698_112135869,6.832127000000002,0.0,10.987638,8.259291000000001,169.0,8.277351,5.173641,0.0,12.35344,0.0,0.0,0.0
chr1_112163412_112163797,19.270151,5.13905,14.02042,13.424937,0.0,4.190671,2.239605,0.0,8.606013,0.0,0.0,2.048346
chr1_112163826_112164071,19.270151,5.13905,14.02042,13.424937,0.0,4.190671,2.239605,3.750638,8.606013,0.0,0.0,2.048346
chr1_113086746_113087141,11.581161,0.0,7.149660000000001,0.0,79.0,12.516697,0.0,3.382078,16.416263,0.0,0.0,0.0
chr1_113584893_113585079,5.275626000000001,0.0,8.051584,3.960809,27.0,8.992032,4.030807,0.0,7.840447,0.0,21.630916,0.0
chr1_1136667_1137146,4.945909,0.0,10.892559,0.0,35.5,0.0,0.0,0.0,0.0,4.290325,0.0,0.0
chr1_11376903_11377179,8.754372,0.0,10.626548,12.451977,90.0,8.801516000000003,6.918807000000001,0.0,16.478501,0.0,12.760219,0.0
chr1_114656563_114656717,3.0371005,0.0,10.281592,5.640172,0.0,9.375645,5.504999,0.0,11.87261,0.0,0.0,0.0
chr1_114665635_114666029,5.303986,0.0,9.326548,0.0,83.0,7.333824000000001,5.961792,0.0,11.111722,4.1114760000000015,0.0,0.0
chr1_115052481_115052766,24.759724,7.563018,16.335856,23.581774,0.0,6.030777,4.1608725,2.651472,13.418971,0.0,2.056626,2.282125
chr1_115605190_115605611,11.452435,0.0,9.753903,8.248116,154.0,10.19719,6.072447,0.0,18.106498,0.0,0.0,0.0
chr1_115605746_115606114,11.452435,0.0,9.753903,0.0,35.0,10.19719,6.072447,0.0,18.106498,0.0,0.0,0.0
chr1_115627657_115627928,4.917324,0.0,11.8158385,0.0,0.0,7.519622999999998,0.0,0.0,0.0,0.0,0.0,0.0
chr1_115641281_115641604,10.221146,0.0,10.374261,11.641746,0.0,5.247353,0.0,0.0,6.591974,0.0,0.0,0.0
chr1_115873164_115873576,5.3299660000000015,1.425951,7.736158500000001,15.252364000000002,50.0,7.397252000000001,2.72939,0.0,6.413128,1.8201080000000005,22.720534,0.0
chr1_116039640_116039989,11.108772,0.0,6.598483,0.0,33.0,7.681932499999999,0.0,1.970517,12.341131,0.0,0.0,0.0
chr1_116088478_116088732,10.453611,0.0,8.039010000000001,4.2758129999999985,168.0,6.9256910000000005,10.454093,0.0,19.499484,0.0,45.014884,0.0
chr1_116221756_116221883,6.460189,5.701146,7.833006,0.0,65.0,12.769138,9.821528500000001,3.978452,15.868524,0.0,0.0,2.133198
chr1_116291091_116291334,3.56876,0.0,5.280144,0.0,18.0,6.7298,2.032997,0.0,6.009982,0.0,0.0,0.0
chr1_116370977_116371565,6.054518,0.0,10.714416,6.4773580000000015,0.0,9.359636,4.665641,0.0,5.6251725,0.0,0.0,0.0
chr1_116520279_116520650,29.338883000000006,6.1315089999999985,15.883443,28.819094500000002,111.0,6.790118,12.907167333333332,4.030507,28.283591,0.0,0.0,2.5016105
chr1_116918925_116919548,18.697903,13.955873,25.277893,17.211624,90.5,10.593732,2.994502,5.021213,30.758693,0.0,0.0,2.799408
chr1_116920378_116921129,18.697903,13.955873,25.277893,17.211624,46.5,10.593732,2.994502,5.021213,30.758693,0.0,0.0,2.799408
chr1_117047053_117047428,8.203323,0.0,8.87032,2.113335,29.0,8.056472,1.824775,0.0,11.295583,0.0,0.0,0.0
chr1_117051576_117051921,7.150892999999999,0.0,6.931361999999999,3.4295235,105.0,8.056472,1.824775,2.429006,13.840775,0.0,0.0,0.0
chr1_117080047_117080432,10.12507,3.155984,6.301464,0.0,278.0,10.197416,8.383571499999999,2.429006,13.607029999999998,0.0,0.0,0.0
chr1_117081238_117081452,4.94402,3.155984,6.301464,0.0,46.0,10.197416,2.363725,2.429006,13.607029999999998,0.0,0.0,0.0
chr1_117111804_117112156,17.707721,3.155984,10.657078,13.58704,0.0,2.423447,4.760346,2.429006,9.260895,0.0,0.0,3.82227
chr1_117112460_117112738,17.707721,3.155984,10.657078,13.58704,32.0,2.423447,4.760346,2.429006,9.260895,0.0,25.194613,3.82227
chr1_117280613_117280924,4.765463,0.0,6.593276,0.0,0.0,3.005056,0.0,0.0,8.919705,0.0,0.0,0.0
chr1_117281390_117281752,4.765463,0.0,6.593276,0.0,49.0,3.005056,0.0,0.0,8.919705,0.0,0.0,0.0
chr1_1173386_1173736,8.679890499999999,4.954655000000002,8.856010000000003,3.499074,26.0,4.569776999999998,2.087635,0.0,0.0,13.88376,0.0,2.0585310000000003
chr1_117363043_117363386,5.253824,0.0,7.76382,0.0,86.0,8.271519,12.626373,0.0,5.379706499999998,0.0,0.0,0.0
chr1_117421623_117422020,16.45362,0.0,22.53111,9.526647,158.0,8.139248,4.462432,0.0,23.66439,0.0,22.961834,0.0
chr1_117422443_117422644,16.45362,0.0,22.53111,9.526647,0.0,8.139248,4.462432,0.0,23.66439,0.0,0.0,0.0
chr1_11968510_11969143,19.014282,0.0,9.354451,15.372936,130.5,0.0,75.400613,0.0,31.578928,3.611275,15.541588,1.656151
chr1_120255895_120256325,14.55021,6.732233,16.000614000000002,22.504215,0.0,6.745811,0.0,4.206072,8.179160000000001,0.0,0.0,2.565927
chr1_12112067_12112502,8.857714,0.0,9.067542,0.0,52.5,11.076983,0.0,0.0,9.994601,3.776705,0.0,1.656151
chr1_12493910_12494304,3.297273,1.2494889999999998,6.83351,0.0,0.0,12.339356,1.515051,3.744843,7.275339999999999,0.0,0.0,1.54996
chr1_12609717_12610039,9.911397000000001,0.0,11.678783,15.031315,120.5,11.020883,8.5531895,0.0,5.7351800000000015,3.5752269999999995,0.0,1.54996
chr1_12675687_12675874,23.463114,4.707003,20.680013,17.395318,0.0,5.111875,2.769707,0.0,22.637975,0.0,0.0,1.54996
chr1_1295535_1296332,4.4129830000000005,0.0,4.999432,0.0,70.0,8.266182,5.978118,0.0,10.305084,0.0,0.0,0.0
chr1_14027926_14028325,18.769632,8.078422,16.996136,15.222561,0.0,5.187368,2.632504,0.0,12.305943,0.0,0.0,0.0
chr1_14029077_14029879,18.769632,8.078422,16.996136,15.222561,0.0,5.187368,2.632504,0.0,12.305943,0.0,0.0,0.0
chr1_142538903_142539547,6.670497,3.75367,5.00839,10.446434,28.0,7.9692,5.334657,11.553626,4.549429,11.069,10.387593,4.431157
chr1_144533627_144534178,26.491462,0.0,11.596408,8.5783305,211.5,9.360934,190.094996,1.929979,21.072939,5.321541000000001,11.804337,1.7331439999999998
chr1_144908312_144908601,7.339892999999999,0.0,13.307595,7.6145565,27.0,14.12201,2.467547,4.549225,15.433398,0.0,3.5983525000000003,0.0
chr1_144908806_144909147,7.339892999999999,0.0,13.307595,8.821610666666666,72.0,14.12201,2.467547,4.549225,15.433398,0.0,3.5983525000000003,0.0
chr1_144927217_144927550,17.777098000000006,27.364292,37.454631,38.024464,0.0,9.602517,2.467547,4.549225,13.868783,0.0,3.5983525000000003,2.079758
chr1_144988079_144988414,4.191951,3.205952,0.0,0.0,0.0,0.0,3.660127,2.582434,0.0,3.512593,2.255441,3.086729
chr1_145009158_145009716,13.041518,0.0,17.815979499999994,11.198974000000002,83.0,12.559733999999999,3.660127,2.582434,13.5353,3.512593,2.255441,3.086729
chr1_145023690_145024549,7.966128,2.32006,7.91874,5.3686690000000015,39.0,8.6237645,3.660127,2.582434,7.571997,8.779084,2.255441,3.086729
chr1_145042783_145043227,8.047203999999999,0.0,18.964051,7.9303065,168.0,11.9803475,9.464913000000001,2.582434,9.510077,3.512593,8.2599565,3.086729
chr1_145054975_145055306,1.984691,0.0,0.0,0.0,0.0,3.4270050000000003,3.660127,2.582434,0.0,3.512593,4.928591999999999,3.086729
chr1_145058996_145059322,1.984691,0.0,0.0,0.0,83.0,0.0,9.0963615,2.582434,0.0,3.512593,25.04850533333333,3.086729
chr1_145092450_145092883,7.752056,0.0,12.308298666666667,10.692639,54.5,10.054139,3.660127,2.582434,10.501161,6.993763499999999,2.255441,3.086729
chr1_145113904_145114998,1.8672990000000005,2.9445650000000003,0.0,1.97903,31.5,7.79103,3.660127,2.582434,4.737325,3.512593,2.255441,3.086729
chr1_145226678_145226829,4.578885,4.913412,3.308234,0.0,0.0,5.584496,0.0,0.0,11.261621,0.0,0.0,0.0
chr1_145437595_145437817,22.251919,4.9317470000000005,22.613043,24.547107,15.0,7.01905,7.04515,0.0,23.624384,0.0,0.0,0.0
chr1_145454760_145454851,7.444564999999999,0.0,10.219549,0.0,0.0,12.094513,0.0,0.0,16.555947,0.0,0.0,0.0
chr1_145455122_145455741,7.444564999999999,0.0,10.219549,7.542292,200.0,12.094513,5.631381,3.700930000000001,16.555947,0.0,20.861393,0.0
chr1_147775754_147775884,7.632624000000002,0.0,6.439049,14.148447,0.0,7.608538,0.0,0.0,4.580152,0.0,0.0,0.0
chr1_147806841_147807184,31.308097,0.0,22.78904,13.816196,87.0,5.33826,90.678874,0.0,36.445323,0.0,12.921204,0.0
chr1_148000699_148000802,7.25315,0.0,9.39662,7.158356,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_14843752_14844090,10.055726,0.0,6.894096,3.943176,144.0,11.78677,6.117343,0.0,31.982443,0.0,0.0,0.0
chr1_149215297_149215704,7.843489999999999,0.0,9.2389915,3.674223000000001,30.0,0.0,0.0,0.0,17.035998,4.310437,0.0,0.0
chr1_149981648_149981889,33.054185,4.118032,8.3705015,23.901484,27.0,7.605706,7.934121,2.968157,15.829445000000002,0.0,0.0,2.261433
chr1_150135231_150135764,10.747679000000002,0.0,14.482542,8.583141,114.0,7.345275,5.545959,0.0,8.567654,0.0,20.683608,0.0
chr1_150185878_150186128,14.759094,0.0,12.932921,15.060001000000002,80.0,4.586664,0.0,2.064235,11.471076,0.0,15.863351000000002,0.0
chr1_150294873_150295138,47.553719,8.15263,11.488795,26.32845,0.0,8.451856,5.690814,3.807435,13.819324,0.0,0.0,0.0
chr1_150577042_150577503,10.417901,0.0,10.700544,14.479707,92.0,7.2049520000000005,8.57837125,2.917027,23.407766,0.0,0.0,0.0
chr1_150585815_150586394,9.169307,0.0,11.458115,5.792508,83.0,6.7360405,5.655687,2.917027,20.027277,0.0,0.0,0.0
chr1_150592182_150592667,13.056258,5.783213,10.20081,3.765248,44.0,7.595753999999999,2.8121850000000004,2.917027,18.128168,0.0,26.652659000000003,1.670332
chr1_15059594_15059681,16.258032,0.0,12.072975,13.132197,159.0,8.605981,16.791549,0.0,19.231942,0.0,0.0,1.200209
chr1_150600412_150600701,13.056258,9.866423,10.20081,22.4725085,12.0,7.595753999999999,4.2381443333333335,2.917027,18.128168,0.0,0.0,1.7982310000000001
chr1_150949569_150950014,7.307942999999999,0.0,13.7397255,13.318887,83.0,8.523802,2.883228,3.857156,6.772010000000001,0.0,0.0,0.0
chr1_151166314_151166527,26.853266,5.802644,12.950869,22.06521,0.0,10.760422,3.325126,3.711518,24.609724,0.0,0.0,0.0
chr1_151168297_151168505,26.853266,5.802644,12.950869,22.06521,0.0,12.208598,3.325126,3.711518,24.609724,0.0,0.0,0.0
chr1_151172142_151172526,26.853266,5.802644,12.950869,22.06521,0.0,0.0,6.795002499999999,3.711518,24.609724,0.0,0.0,2.985982
chr1_151172620_151173197,26.853266,5.802644,12.950869,22.06521,59.0,7.335572999999999,6.795002499999999,3.711518,24.609724,0.0,0.0,2.985982
chr1_151284018_151284391,14.064732000000001,3.071413,7.044764999999999,5.366092,232.0,18.337708,9.4040345,3.711518,17.196945,0.0,4.9161800000000015,2.844882
chr1_151485676_151485841,8.430083,2.861867,16.499986,10.982711,19.0,14.91539,4.1059519999999985,4.121886,10.81018,0.0,0.0,0.0
chr1_151486181_151486300,8.430083,0.0,16.499986,10.982711,79.0,14.91539,4.1059519999999985,4.121886,10.81018,0.0,0.0,0.0
chr1_151809390_151809745,5.236321,0.0,10.45576,0.0,73.0,6.339743,0.0,0.0,9.555423,0.0,53.608021,0.0
chr1_151913574_151913780,11.07169,0.0,3.577131,0.0,0.0,9.106703,0.0,0.0,9.245006,0.0,0.0,0.0
chr1_151916920_151917624,15.284138,0.0,15.151476,9.489554,0.0,13.338124,11.249665,0.0,47.414838,0.0,5.686372,0.0
chr1_151918898_151919222,15.284138,0.0,15.151476,9.489554,196.0,13.338124,11.249665,0.0,47.414838,0.0,0.0,0.0
chr1_151945068_151945221,12.577983,0.0,8.055404,13.904901,0.0,7.591094,10.366613,0.0,13.929357,0.0,0.0,2.935563
chr1_151960875_151961433,23.116307,13.650589000000002,8.055404,23.548764,123.0,7.591094,15.16025,7.78783,37.824529,0.0,5.702106,2.935563
chr1_151961675_151962369,23.116307,13.650589000000002,8.055404,23.548764,77.0,7.591094,15.16025,7.78783,37.824529,0.0,5.702106,2.935563
chr1_151968368_151968560,23.116307,0.0,8.055404,13.547682,0.0,7.591094,15.16025,0.0,37.824529,0.0,0.0,2.935563
chr1_152006910_152007460,63.194467,14.219517000000002,19.016644,41.007567,59.0,5.999934,20.79868,8.504102,30.205272,0.0,17.982917,4.9877410000000015
chr1_152007615_152008057,63.194467,14.219517000000002,19.016644,41.007567,32.0,5.999934,20.79868,8.504102,30.205272,0.0,17.982917,4.9877410000000015
chr1_152010545_152011004,63.194467,0.0,19.016644,41.007567,0.0,4.134199,20.79868,0.0,30.205272,0.0,0.0,0.0
chr1_152022022_152022514,21.669288,0.0,13.608752,10.431812,35.0,10.778032,0.0,0.0,42.340388,0.0,0.0,0.0
chr1_15240254_15240560,6.457008,0.0,10.533894,5.250958,60.0,8.554778,0.0,0.0,9.220019,0.0,0.0,0.0
chr1_153358841_153359368,5.276973,0.0,5.282979,0.0,57.0,11.692459,8.433228,0.0,8.084106,2.830227,0.0,0.0
chr1_153488459_153488748,6.211778,0.0,11.220942,9.812408,95.0,8.120989,3.6129005,0.0,9.957457000000002,0.0,6.036956,0.0
chr1_153504746_153504953,46.899673,0.0,18.151716,31.618381,15.0,7.168297999999999,17.636986,0.0,27.177772,0.0,10.427614,0.0
chr1_153541018_153541368,68.080395,6.43845,20.997979,26.075468,205.0,8.02164,15.33453,0.0,70.471358,0.0,28.4581085,2.828516
chr1_153545866_153546049,9.169419,0.0,11.818186,5.278931,0.0,6.350474,0.0,0.0,10.566182,0.0,5.780784,0.0
chr1_153583449_153583810,52.50693100000001,16.77143,26.085326,40.837562,112.0,7.985948,13.804744,4.021229,45.151773,0.0,0.0,2.383804
chr1_153936554_153936861,26.201844,11.898187,21.573147,21.319144,101.0,5.717946,6.940189500000002,2.82044,25.944039,0.0,0.0,2.161353
chr1_154154606_154155027,24.105955,9.288435,12.35178,20.756475,37.0,0.0,8.8373495,4.4009550000000015,11.2509505,0.0,0.0,7.9575985000000005
chr1_154299137_154299452,11.583901,0.0,12.865706,15.584007,65.0,7.587013000000002,5.153895,0.0,5.811913,0.0,31.700335,0.0
chr1_154391539_154392211,16.325515,5.151426,10.019394,4.269128,30.0,10.303589500000001,6.6398455,2.426917,30.97105,0.0,2.131369,0.0
chr1_154392646_154393050,16.325515,0.0,10.019394,4.269128,46.0,10.303589500000001,6.6398455,2.426917,30.97105,0.0,2.131369,0.0
