name_E,DNaseI_E
chr1_156066868_156067143,0.1625
chr1_156073854_156074351,0.0557
chr1_156089405_156089622,0.0708
chr1_156095033_156095181,0.0263
chr1_156118146_156118395,0.0547
chr1_156134935_156135401,0.0435
chr1_156426931_156427503,0.3687
chr1_156474686_156475018,0.1632
chr1_156494222_156494678,0.0569
chr1_156541089_156541488,0.0266
chr1_156629760_156630406,0.3582
chr1_156634807_156635020,0.1601
chr1_156645551_156645913,0.0258
chr1_15666999_15667145,0.1408
chr1_156676478_156676824,0.1314
chr1_156718467_156719136,0.0278
chr1_156774360_156774606,0.0366
chr1_156805999_156806129,0.2177
chr1_156895977_156896091,0.0471
chr1_157076072_157076782,0.1816
chr1_157106691_157107326,0.0287
chr1_15738146_15738632,0.2288
chr1_15738661_15738986,0.2288
chr1_15742467_15743324,0.2163
chr1_157964633_157965029,0.0273
chr1_158147244_158147839,0.0497
chr1_158217835_158218199,0.041
chr1_158253654_158254229,0.0315
chr1_158255393_158256068,0.0471
chr1_159158093_159158524,0.0843
chr1_159798443_159799254,0.0611
chr1_159859603_159860031,0.1584
chr1_159880076_159880706,0.3677
chr1_159892447_159892988,0.3125
chr1_159907968_159908165,0.0748
chr1_16007283_16007579,0.0459
chr1_160316870_160317108,0.0509
chr1_160345693_160345986,0.1438
chr1_160402251_160402521,0.0627
chr1_160407857_160407975,0.0336
chr1_160444087_160444465,0.0314
chr1_160510042_160510238,0.1031
chr1_160537909_160538272,0.0305
chr1_160759511_160759977,0.0463
chr1_160767340_160767450,0.0348
chr1_160767869_160768231,0.0298
chr1_160807359_160807588,0.0929
chr1_160982920_160983992,0.1479
chr1_160989381_160990254,0.0344
chr1_161037907_161038726,0.459
chr1_161155098_161155533,0.2706
chr1_161155908_161155971,0.2706
chr1_16125579_16125747,0.0542
chr1_161359666_161360218,0.1482
chr1_161500608_161500899,0.1359
chr1_161582212_161582506,0.1977
chr1_161591982_161592107,0.0711
chr1_161998457_161998829,0.0334
chr1_16276028_16276482,0.2615
chr1_16277350_16278224,0.0443
chr1_16291784_16292062,0.0353
chr1_16292565_16293101,0.134
chr1_16339773_16339933,0.093
chr1_16342592_16343008,0.0463
chr1_16366462_16366839,0.0456
chr1_164686304_164686686,0.0356
chr1_16478939_16479163,0.04
chr1_165797615_165798367,0.1014
chr1_167398939_167399085,0.0493
chr1_167416859_167417570,0.0565
chr1_167423404_167424221,0.0654
chr1_167424728_167425462,0.0654
chr1_167461792_167462175,0.0266
chr1_167469090_167469185,0.1831
chr1_167469653_167470005,0.0509
chr1_167570801_167571053,0.042
chr1_167586596_167587245,0.0457
chr1_167683554_167683813,0.0354
chr1_168149052_168149361,0.1492
chr1_16826315_16826438,0.2143
chr1_168338134_168338331,0.0303
chr1_169860308_169860488,0.0582
chr1_169884881_169885211,0.0577
chr1_17019394_17019738,0.0504
chr1_17023723_17023998,0.0658
chr1_17027024_17027386,0.2431
chr1_171255417_171255820,0.037
chr1_1714020_1714715,0.0415
chr1_172150675_172151005,0.0456
chr1_17231253_17231704,0.1144
chr1_172327558_172328156,0.0335
chr1_17254357_17254559,0.0333
chr1_172631926_172632270,0.0775
chr1_172715484_172715760,0.0527
chr1_172788027_172788361,0.0776
chr1_173081389_173081497,0.0434
chr1_173164805_173165199,0.0658
chr1_17454855_17455288,0.0748
chr1_175094142_175094504,0.0595
chr1_175158150_175158288,0.0863
chr1_175160901_175161109,0.034
chr1_17534687_17534794,0.1495
chr1_175568488_175568642,0.0627
chr1_177150553_177151051,0.0958
chr1_178550500_178550885,0.0355
chr1_178575191_178575363,0.0662
chr1_178903778_178903964,0.0273
chr1_17956441_17957463,0.030350000000000002
chr1_17962245_17962730,0.0428
chr1_180200315_180200683,0.123
chr1_180895607_180895967,0.0459
chr1_181032056_181032215,0.097
chr1_181056649_181057124,0.0356
chr1_181068595_181069000,0.1034
chr1_181074349_181074924,0.1365
chr1_181097947_181098672,0.0613
chr1_181100547_181100997,0.0749
chr1_181104473_181105818,0.0267
chr1_181122099_181122260,0.0659
chr1_181451162_181451821,0.0693
chr1_181454376_181454805,0.0634
chr1_181998739_181999134,0.205
chr1_182116340_182116866,0.0631
chr1_182228543_182228906,0.0339
chr1_183149947_183150219,0.051
chr1_183549376_183549721,0.0432
chr1_183562649_183562759,0.033
chr1_183776671_183777014,0.0392
chr1_183811794_183811833,0.0474
chr1_183880519_183880826,0.0819
chr1_1840449_1840835,0.2549
chr1_184129300_184129941,0.0269
chr1_184132883_184133080,0.1109
chr1_184724887_184725142,0.266
chr1_184812869_184813180,0.0512
chr1_184828541_184828899,0.0318
chr1_184836042_184836526,0.0403
chr1_185308384_185308771,0.0659
chr1_185536131_185536449,0.027
chr1_186587444_186588060,0.1117
chr1_186818504_186818763,0.035
chr1_187996792_187997117,0.0289
chr1_192458942_192459176,0.0278
chr1_192485848_192486563,0.049
chr1_192514282_192514417,0.0332
chr1_19253034_19253391,0.3915
chr1_192578246_192578789,0.1089
chr1_192608900_192609547,0.0323
chr1_19274997_19275345,0.0353
chr1_19276270_19276542,0.2383
chr1_19277155_19277462,0.2383
chr1_19278388_19278892,0.2383
chr1_192921207_192921501,0.0291
chr1_192953303_192953614,0.07
chr1_193448401_193448721,0.0699
chr1_194258819_194259202,0.0572
chr1_1952050_1952360,0.0614
chr1_19794978_19795283,0.0322
chr1_19803336_19803680,0.0804
chr1_19803913_19804113,0.0804
chr1_198128112_198128944,0.1086
chr1_19832322_19832519,0.0404
chr1_198526099_198526320,0.0415
chr1_198590109_198590618,0.0375
chr1_198650930_198651643,0.0461
chr1_198903935_198904934,0.0288
chr1_199142483_199142829,0.0461
chr1_200122559_200122752,0.0684
chr1_200321353_200321596,0.0386
chr1_200332454_200332650,0.0294
chr1_200597363_200597666,0.0679
chr1_200849437_200849683,0.0867
chr1_200857233_200857815,0.1916
chr1_200865264_200865418,0.0388
chr1_200865457_200866265,0.0388
chr1_20091332_20091506,0.0396
chr1_201139670_201140154,0.2588
chr1_201280694_201280963,0.0441
chr1_201445401_201445412,0.0594
chr1_201449602_201449822,0.1368
chr1_201500233_201500477,0.113
chr1_201515368_201515617,0.0592
chr1_201520953_201521395,0.0264
chr1_201619383_201619798,0.0256
chr1_201684946_201685300,0.0586
chr1_202075010_202075191,0.0298
chr1_202132024_202132258,0.0263
chr1_202161674_202161898,0.1025
chr1_202937248_202937378,0.232
chr1_203258547_203259334,0.1104
chr1_203259429_203259985,0.081
chr1_203289937_203290406,0.091
chr1_203294160_203294623,0.0829
chr1_203296328_203297068,0.137
chr1_203297101_203297334,0.137
chr1_203481982_203482534,0.0713
chr1_203576404_203576703,0.0449
chr1_203598711_203598999,0.0287
chr1_203619380_203619832,0.0407
chr1_203643182_203643803,0.0638
chr1_203723839_203723956,0.0498
chr1_204049581_204049822,0.0283
chr1_204073791_204074252,0.0287
chr1_20407516_20407737,0.0535
chr1_204317952_204318184,0.0326
chr1_204332438_204332553,0.1475
chr1_204387566_204387645,0.0803
chr1_204389721_204389989,0.0444
chr1_204430759_204431008,0.0858
chr1_204434923_204435081,0.1078
chr1_204449745_204450007,0.0636
chr1_204684045_204684323,0.0648
chr1_204961641_204962301,0.0295
chr1_205016149_205016268,0.0274
chr1_205017484_205017845,0.0298
chr1_205228000_205228129,0.0281
chr1_205253892_205254222,0.0897
chr1_205254805_205255191,0.079
chr1_205257253_205257766,0.2241
chr1_205283024_205283394,0.1011
chr1_205410224_205410578,0.1741
chr1_205442172_205442546,0.0299
chr1_205638319_205638508,0.0729
chr1_205638734_205639222,0.0729
chr1_206272966_206273628,0.0267
chr1_206290243_206290662,0.0335
chr1_206291821_206292027,0.0298
chr1_206304417_206304814,0.0297
chr1_206642854_206643037,0.1213
chr1_206748515_206748888,0.0369
chr1_206748926_206749451,0.0369
chr1_206763465_206763687,0.0568
chr1_206859136_206859493,0.1718
chr1_206859748_206860259,0.1718
chr1_206918122_206918360,0.0259
chr1_20693127_20693202,0.0418
chr1_206963959_206964120,0.0334
chr1_207098778_207098999,0.0506
chr1_207509006_207509478,0.0393
chr1_207581369_207581474,0.0298
chr1_207585605_207585767,0.0283
chr1_207598053_207598267,0.0254
chr1_207997315_207997832,0.0735
chr1_207999163_207999611,0.1234
chr1_208021631_208021781,0.052
chr1_208115711_208115874,0.0297
chr1_208412497_208412696,0.0632
chr1_208418631_208418859,0.136
chr1_20881978_20882230,0.025
chr1_209806744_209806957,0.053
chr1_209830400_209831026,0.0467
chr1_209833148_209833823,0.0648
chr1_209921200_209921357,0.0761
chr1_209930112_209930553,0.0535
chr1_20993397_20993558,0.0632
chr1_209942657_209943400,0.0966
chr1_210058060_210058292,0.0259
chr1_211500826_211501119,0.0392
chr1_211590216_211590571,0.0319
chr1_211688648_211688771,0.0872
chr1_211780151_211780642,0.0828
chr1_211912030_211912428,0.0396
chr1_212429433_212429795,0.0484
chr1_212458080_212458253,0.2319
chr1_212650622_212650921,0.1976
chr1_212661846_212662402,0.0575
chr1_212769584_212769966,0.0917
chr1_212808477_212808830,0.0418
chr1_212809966_212810356,0.1055
chr1_212840606_212841015,0.0487
chr1_212844659_212845312,0.038
chr1_212856011_212856573,0.0918
chr1_212993371_212993544,0.0482
chr1_213090277_213090696,0.0276
chr1_213101984_213102303,0.0641
chr1_213152730_213153023,0.0864
chr1_21348947_21349299,0.0621
chr1_214601098_214601566,0.0663
chr1_214612784_214613126,0.0786
chr1_21558552_21558736,0.0657
chr1_21611199_21611583,0.0331
chr1_2162325_2162996,0.4747
chr1_21643831_21644195,0.0309
chr1_21649091_21649481,0.0309
chr1_21650806_21651685,0.1474
chr1_21660622_21661187,0.1016
chr1_216774004_216774285,0.0438
chr1_21724067_21724372,0.0687
chr1_2177615_2177829,0.0268
chr1_218550674_218551089,0.0345
chr1_21876659_21877005,0.0289
chr1_2190530_2190674,0.0523
chr1_219262446_219262621,0.0281
chr1_21965161_21965473,0.0288
chr1_220393257_220393560,0.0439
chr1_221219642_221220032,0.0775
chr1_221612801_221613016,0.036
chr1_221840936_221841145,0.0575
chr1_221881394_221881826,0.0376
chr1_221882292_221882723,0.0272
chr1_221916049_221916599,0.039
chr1_221951076_221951724,0.0517
chr1_222002644_222003471,0.0279
chr1_222011312_222011511,0.0292
chr1_222135050_222135329,0.0331
chr1_222167595_222168014,0.0409
chr1_2221868_2222548,0.1349
chr1_22231370_22231630,0.0257
chr1_22235836_22236001,0.1032
chr1_22260274_22260656,0.0359
chr1_222638782_222639204,0.2466
chr1_22266159_22266438,0.0257
chr1_222828361_222828786,0.0653
chr1_2231691_2232185,0.3652
chr1_2232428_2232896,0.3652
chr1_223363832_223364028,0.0651
chr1_22345590_22345859,0.1376
chr1_22366226_22366841,0.1171
chr1_223892678_223892997,0.0265
chr1_223903033_223903347,0.0449
chr1_223904365_223904567,0.0769
chr1_223914239_223914747,0.2448
chr1_224032316_224032686,0.027
chr1_224545542_224546006,0.1935
chr1_2246556_2246763,0.2461
chr1_22467332_22467678,0.0321
chr1_224685994_224686507,0.1942
chr1_224690718_224691054,0.1604
chr1_224691192_224691563,0.1604
chr1_224811590_224812043,0.1073
chr1_225654906_225655584,0.1742
chr1_226084943_226085104,0.2575
chr1_226187685_226188168,0.1333
chr1_226189681_226190319,0.0342
chr1_226230458_226230596,0.0293
chr1_226288544_226288864,0.06215
chr1_226297611_226298113,0.3262
chr1_226315308_226315548,0.12
chr1_226315631_226315825,0.12
chr1_226388791_226388905,0.048
chr1_226737265_226737393,0.0754
chr1_226841173_226841776,0.0841
chr1_226841860_226842030,0.0349
chr1_226842095_226842563,0.0349
chr1_226842752_226843521,0.0315
chr1_226864749_226865297,0.0444
chr1_226867580_226868182,0.0675
chr1_226875915_226876346,0.0274
chr1_226878935_226879345,0.0644
chr1_226884834_226885233,0.0731
chr1_226890865_226891416,0.1109
chr1_227751865_227752213,0.4781
chr1_227953974_227954299,0.0266
chr1_228633222_228633907,0.0418
chr1_228651177_228651630,0.0868
chr1_228688608_228688902,0.1533
chr1_229335784_229335916,0.0562
chr1_229366402_229366798,0.0317
chr1_229570562_229570652,0.0267
chr1_229692979_229693368,0.3193
chr1_230220475_230220731,0.037
chr1_230240540_230240902,0.0686
chr1_230241590_230241986,0.0555
chr1_230258907_230259286,0.1145
chr1_230282048_230282189,0.0674
chr1_230631666_230631872,0.0689
chr1_23076914_23077145,0.0666
chr1_231347338_231347496,0.2149
chr1_23178080_23178304,0.0341
chr1_232726496_232726761,0.0383
chr1_233750790_233751092,0.0605
chr1_23426690_23427100,0.0292
chr1_23429944_23430077,0.0309
chr1_234534667_234535013,0.0623
chr1_234630919_234631525,0.0452
chr1_234658291_234658851,0.0596
chr1_234659231_234659760,0.0354
chr1_234746093_234747674,0.0732
chr1_234748100_234748931,0.0909
chr1_234792654_234793437,0.0382
chr1_234812067_234812214,0.0873
chr1_234907393_234907835,0.0298
chr1_234908151_234908764,0.1203
chr1_234977482_234978011,0.059
chr1_234978594_234979177,0.0848
chr1_234980393_234980645,0.03
chr1_234987212_234987644,0.0301
chr1_235012060_235012373,0.0375
chr1_235068890_235069050,0.0821
chr1_235069269_235069652,0.0821
chr1_235080718_235080947,0.029
chr1_235091073_235091332,0.029
chr1_235091427_235091813,0.0276
chr1_235097868_235098070,0.0261
chr1_235114050_235115068,0.0413
chr1_235146978_235147112,0.0353
chr1_235183936_235184197,0.0608
chr1_235186710_235186949,0.0277
chr1_235243001_235243596,0.0345
chr1_235246558_235246857,0.0317
chr1_235267591_235267744,0.1037
chr1_235460869_235461278,0.0286
chr1_235668656_235669018,0.1767
chr1_235805098_235806119,0.0728
chr1_236031049_236031919,0.0283
chr1_236080566_236081247,0.0855
chr1_236101998_236102489,0.0387
chr1_236109486_236110063,0.0506
chr1_236116403_236116669,0.0539
chr1_236118323_236118637,0.1413
chr1_236135691_236135959,0.1816
chr1_236150188_236150690,0.0322
chr1_236162583_236163199,0.0574
chr1_236230188_236230739,0.1897
chr1_236319808_236320415,0.1179
chr1_236323296_236323699,0.0925
chr1_23849183_23849405,0.0426
chr1_23888678_23889201,0.0672
chr1_23903714_23904323,0.1008
chr1_23916918_23917225,0.0391
chr1_23918101_23918449,0.0437
chr1_23961555_23961694,0.1083
chr1_2406489_2406881,0.0396
chr1_241696334_241697654,0.0371
chr1_241714901_241715765,0.03575
chr1_24229023_24229388,0.0402
chr1_24235925_24236209,0.035
chr1_24237439_24237588,0.0426
chr1_243451071_243451374,0.0341
chr1_243585242_243585384,0.0331
chr1_244215508_244215901,0.0295
chr1_244373439_244373613,0.04
chr1_244417754_244418100,0.0354
chr1_244462616_244463099,0.0926
chr1_244482749_244483387,0.0675
chr1_244517098_244517541,0.03
chr1_244763140_244763529,0.0714
chr1_24476382_24476609,0.0333
chr1_245082176_245082355,0.0916
chr1_24516156_24516343,0.049
chr1_24517528_24517868,0.1471
chr1_24518503_24518681,0.0814
chr1_246147829_246148201,0.0472
chr1_246591935_246592203,0.0504
chr1_246743297_246743408,0.0361
chr1_246772310_246772610,0.0384
chr1_246862505_246862699,0.2653
chr1_24691833_24692082,0.1131
chr1_247123303_247123617,0.0362
chr1_247511365_247511433,0.0305
chr1_247553531_247554143,0.15
chr1_247570274_247570994,0.0875
chr1_247573090_247573644,0.1261
chr1_247603500_247603921,0.1028
chr1_2478276_2478817,0.2971
chr1_24808566_24808646,0.0359
chr1_249157308_249157673,0.0654
chr1_25021969_25022194,0.0454
chr1_25051079_25051208,0.0447
chr1_2509702_2510198,0.2173
chr1_25251631_25252076,0.0637
chr1_25252124_25252306,0.0637
chr1_25298850_25299027,0.034
chr1_25345809_25346202,0.0822
chr1_25348659_25349200,0.1557
chr1_25357149_25357829,0.0767
chr1_25357926_25358422,0.0523
chr1_25360165_25361177,0.0432
chr1_25559638_25560067,0.0947
chr1_25566195_25566411,0.1378
chr1_25566618_25566670,0.1378
chr1_2574343_2574764,0.6481
chr1_25942744_25943208,0.1429
chr1_25969249_25969578,0.0786
chr1_26081315_26081453,0.039
chr1_26101389_26101767,0.0589
chr1_26201699_26201757,0.0814
chr1_26249033_26249281,0.0254
chr1_26452850_26453250,0.0722
chr1_26613887_26614371,0.1031
chr1_26615016_26615421,0.127
chr1_26615527_26615997,0.127
chr1_26616270_26616483,0.127
chr1_26616527_26617019,0.127
chr1_26617206_26617304,0.127
chr1_26642014_26642169,0.1
chr1_26827232_26827869,0.2309
chr1_26907862_26908015,0.0371
chr1_26946837_26947249,0.1429
chr1_26947342_26948198,0.1429
chr1_27024638_27025138,0.08
chr1_27154983_27155478,0.0408
chr1_27160002_27160387,0.2261
chr1_27191386_27191927,0.2088
chr1_27321452_27321840,0.0311
chr1_27400779_27401092,0.0283
chr1_27462835_27462988,0.051
chr1_27626897_27627231,0.1891
chr1_27691785_27692261,0.2976
chr1_27854575_27854919,0.0911
chr1_27869425_27869556,0.0389
chr1_27924204_27924421,0.2114
chr1_27935491_27936061,0.0695
chr1_27957478_27958684,0.0332
chr1_27963400_27963974,0.0759
chr1_27985480_27985709,0.071
chr1_27985869_27985982,0.071
chr1_27986111_27986384,0.071
chr1_28189568_28190269,0.0456
chr1_28190756_28191157,0.0586
chr1_28195628_28196024,0.109
chr1_28199684_28200598,0.0445
chr1_28201800_28202156,0.1315
chr1_28213825_28214033,0.059
chr1_28437697_28438098,0.0309
chr1_28439074_28439949,0.0337
chr1_28454216_28454379,0.0272
chr1_28495580_28496044,0.0301
chr1_28576012_28576248,0.0284
chr1_29101544_29101853,0.1057
chr1_29253461_29253677,0.0813
chr1_29451057_29451462,0.1038
chr1_29563709_29564430,0.2154
chr1_29565515_29565732,0.0328
chr1_29565762_29566055,0.0328
chr1_3077832_3078221,0.0368
chr1_31216468_31217229,0.117
chr1_31223594_31223943,0.0342
chr1_31227443_31228328,0.0731
chr1_31232736_31232923,0.0516
chr1_31233848_31234393,0.0331
chr1_31235457_31235817,0.0504
chr1_31238135_31238354,0.0814
chr1_31241795_31242280,0.0261
chr1_31251287_31251533,0.0416
chr1_3133891_3134283,0.0322
chr1_31537719_31538012,0.2288
chr1_31627566_31627958,0.2022
chr1_31643824_31643962,0.0899
chr1_32015159_32015590,0.1193
chr1_32166698_32166999,0.0398
chr1_32180603_32180986,0.1078
chr1_32253647_32254040,0.299
chr1_3229711_3230157,0.0392
chr1_32314121_32314597,0.0395
chr1_32354934_32355150,0.0478
chr1_3237165_3237518,0.0343
chr1_32405536_32405898,0.0853
chr1_32421622_32422096,0.0662
chr1_32423598_32423720,0.0386
chr1_32715599_32716062,0.163
chr1_32729476_32729672,0.0434
chr1_32803558_32803627,0.1148
chr1_32805161_32805466,0.1095
chr1_32966228_32966602,0.1225
chr1_33077721_33078012,0.1067
chr1_3309990_3310261,0.0252
chr1_33182280_33182513,0.1793
chr1_33220297_33220575,0.251
chr1_33221272_33221671,0.0299
chr1_33225777_33226084,0.0443
chr1_33227148_33227387,0.0474
chr1_33405191_33405597,0.0262
chr1_33438571_33438703,0.0275
chr1_33446816_33447482,0.1833
chr1_33457914_33458607,0.0952
chr1_33458800_33459074,0.0289
chr1_33564918_33565286,0.0608
chr1_33645848_33646140,0.3639
chr1_33926622_33926854,0.0823
chr1_34368889_34369151,0.0377
chr1_3459907_3460197,0.0363
chr1_3463934_3464260,0.0312
chr1_3581269_3581645,0.0268
chr1_36173458_36173573,0.0784
chr1_36183411_36183689,0.1025
chr1_3620035_3620325,0.0346
chr1_3634737_3634863,0.1101
chr1_36489072_36489418,0.0608
chr1_36555347_36555633,0.0386
chr1_36592352_36592554,0.0268
chr1_36616485_36616868,0.3209
chr1_36617554_36617914,0.0361
chr1_36626561_36626969,0.1239
chr1_36627717_36628369,0.0565
chr1_36641160_36641451,0.0597
chr1_36814630_36815106,0.2954
chr1_36825493_36825742,0.032
chr1_36839449_36839891,0.1685
chr1_36840093_36840535,0.1685
chr1_36866636_36866899,0.0613
chr1_36940419_36940497,0.0316
chr1_36952484_36952865,0.0373
chr1_37169397_37169618,0.2239
chr1_37942874_37943354,0.102
chr1_37944084_37944971,0.0702
chr1_3817648_3818071,0.3116
chr1_38495782_38495936,0.1205
chr1_38948025_38948274,0.0336
chr1_39552835_39552967,0.0463
chr1_39662647_39663006,0.0676
chr1_39857791_39857995,0.03
chr1_39874208_39874673,0.192
chr1_40283075_40283206,0.3182
chr1_40426190_40426638,0.095
chr1_40851431_40851768,0.0264
chr1_40866111_40866454,0.0476
chr1_41178788_41178979,0.0304
chr1_41831444_41831806,0.1006
chr1_41914594_41914877,0.0307
chr1_41915297_41915638,0.0293
chr1_41952015_41952273,0.1338
chr1_41961925_41962146,0.0528
chr1_41981831_41982007,0.2774
chr1_42127851_42128791,0.1319
chr1_42149945_42149960,0.0326
chr1_42192975_42193489,0.0599
chr1_42204580_42205516,0.0806
chr1_42206832_42207209,0.0334
chr1_42217644_42218002,0.1354
chr1_42230841_42231100,0.0522
chr1_42356899_42357259,0.0865
chr1_42363874_42364167,0.0277
chr1_42385461_42385560,0.1005
chr1_42385609_42385954,0.1005
chr1_43406108_43407009,0.0588
chr1_43426742_43427095,0.0691
chr1_43428386_43429108,0.0533
chr1_43429290_43429917,0.0533
chr1_43524188_43524462,0.0255
chr1_43761236_43761355,0.1728
chr1_43997843_43998152,0.032
chr1_44015731_44016125,0.0642
chr1_44302297_44302456,0.0409
chr1_44452990_44453115,0.0274
chr1_44703858_44704161,0.0812
chr1_44951424_44951733,0.0264
chr1_45195062_45195154,0.1229
chr1_45860300_45860382,0.0334
chr1_46009549_46009894,0.053
chr1_46010722_46010902,0.0607
chr1_46268583_46268737,0.0587
chr1_46632893_46633236,0.0662
chr1_46689426_46689696,0.0895
chr1_46712372_46712767,0.3541
chr1_46999025_46999241,0.1581
chr1_47700901_47701346,0.044
chr1_47800262_47800514,0.1677
chr1_47910443_47910471,0.0378
chr1_49038282_49038602,0.0711
chr1_51769565_51770027,0.0583
chr1_53102510_53103405,0.1028
chr1_53107017_53107249,0.0305
chr1_53856073_53856161,0.0365
chr1_53875866_53875973,0.0563
