name_E,DNaseI_E
chr1_157124774_157125221,52.0
chr1_15738146_15738632,21.0
chr1_15738661_15738986,37.0
chr1_15742467_15743324,55.0
chr1_157938818_157938961,22.0
chr1_157964633_157965029,21.0
chr1_157980631_157980890,41.0
chr1_157989414_157989935,70.0
chr1_158147244_158147839,37.0
chr1_158970513_158970716,103.0
chr1_158982200_158982857,31.0
chr1_159111772_159112137,16.0
chr1_159158093_159158524,39.0
chr1_15946733_15946892,60.0
chr1_159798443_159799254,14.0
chr1_159819832_159820037,16.0
chr1_159851477_159851987,87.0
chr1_159859603_159860031,127.0
chr1_159880076_159880706,211.0
chr1_159892447_159892988,36.0
chr1_159914077_159914586,16.0
chr1_160056214_160056779,12.0
chr1_16030221_16030623,26.0
chr1_160345693_160345986,18.0
chr1_160510042_160510238,22.0
chr1_16087189_16087372,226.0
chr1_160877833_160878093,13.0
chr1_160881277_160881698,38.0
chr1_160982920_160983992,155.5
chr1_160989381_160990254,54.5
chr1_161155098_161155533,226.0
chr1_161170260_161170636,30.5
chr1_161170933_161171185,43.0
chr1_161177017_161177202,16.0
chr1_16125579_16125747,62.0
chr1_161352257_161352597,24.0
chr1_161359666_161360218,111.0
chr1_161469487_161469783,33.0
chr1_161500608_161500899,186.0
chr1_161582212_161582506,180.5
chr1_16176617_16176801,40.0
chr1_161973588_161973892,20.0
chr1_161998457_161998829,18.0
chr1_16212759_16213091,123.0
chr1_162508612_162508929,74.0
chr1_162511455_162511984,112.0
chr1_162599583_162599804,52.0
chr1_162603017_162603226,32.0
chr1_16276028_16276482,138.0
chr1_16277350_16278224,35.0
chr1_162827762_162827953,39.0
chr1_16291784_16292062,21.0
chr1_16292565_16293101,26.5
chr1_162954567_162954830,94.0
chr1_163005587_163006022,32.0
chr1_16339773_16339933,72.0
chr1_16342592_16343008,17.0
chr1_163844797_163845064,43.0
chr1_164717528_164717907,31.0
chr1_16478939_16479163,46.0
chr1_16499761_16499895,34.0
chr1_16502532_16502678,93.0
chr1_16508402_16508642,151.0
chr1_165205285_165205518,11.0
chr1_16553276_16553594,21.0
chr1_165797615_165798367,51.5
chr1_165823413_165823808,23.0
chr1_165868061_165868423,32.0
chr1_16677236_16677843,22.0
chr1_167423404_167424221,44.0
chr1_167424728_167425462,38.5
chr1_167586596_167587245,20.0
chr1_167683554_167683813,58.0
chr1_167766380_167766616,30.0
chr1_168050664_168051125,33.0
chr1_16826315_16826438,43.0
chr1_169071998_169072131,25.0
chr1_17019394_17019738,43.0
chr1_17027024_17027386,37.0
chr1_170633923_170634526,43.0
chr1_170669976_170670263,26.0
chr1_170677232_170677374,118.0
chr1_171110631_171110996,16.0
chr1_1714020_1714715,38.333333333333336
chr1_171407653_171408026,40.0
chr1_171712214_171712716,27.0
chr1_172150675_172151005,67.0
chr1_172291507_172291926,86.33333333333333
chr1_17231253_17231704,245.0
chr1_172327070_172327187,29.0
chr1_172327558_172328156,97.0
chr1_172631926_172632270,23.0
chr1_172715484_172715760,113.0
chr1_172828423_172828792,78.0
chr1_172852442_172852809,29.0
chr1_172863432_172863838,7.0
chr1_172878579_172879356,65.0
chr1_172887147_172887473,95.0
chr1_172903010_172903534,185.0
chr1_172917653_172917863,58.0
chr1_172959872_172960111,28.0
chr1_173081389_173081497,45.0
chr1_173091914_173092434,31.0
chr1_173398914_173399297,48.0
chr1_173447359_173447668,42.0
chr1_17454855_17455288,179.0
chr1_174907888_174908105,18.0
chr1_174937322_174937525,34.0
chr1_175160901_175161109,13.0
chr1_17534687_17534794,28.0
chr1_17578205_17578469,41.0
chr1_176174471_176174980,24.0
chr1_177150553_177151051,23.5
chr1_177178348_177178736,49.0
chr1_177896186_177896486,54.0
chr1_178157578_178157966,17.0
chr1_178207948_178208160,40.0
chr1_178231351_178231525,48.0
chr1_178252303_178252477,34.0
chr1_179110934_179111289,72.0
chr1_179160106_179160405,37.0
chr1_179555221_179555646,28.0
chr1_17956441_17957463,15.0
chr1_180200315_180200683,36.5
chr1_180554738_180554883,18.0
chr1_180580561_180580926,14.0
chr1_181042855_181043067,19.0
chr1_181065454_181065797,18.0
chr1_181068595_181069000,26.0
chr1_181074349_181074924,156.0
chr1_181075648_181075933,16.0
chr1_181104473_181105818,33.0
chr1_181110732_181111003,26.0
chr1_181122099_181122260,134.0
chr1_181451162_181451821,11.0
chr1_1814762_1815124,16.0
chr1_181998739_181999134,87.5
chr1_182998797_182999044,29.0
chr1_183132366_183132749,35.0
chr1_183133608_183133779,44.0
chr1_183149947_183150219,93.0
chr1_183161027_183161375,26.0
chr1_183239968_183240242,99.0
chr1_183241451_183241867,41.0
chr1_183256519_183256577,21.0
chr1_183549376_183549721,23.0
chr1_183577563_183577895,16.0
chr1_183578502_183578873,15.0
chr1_183579279_183579568,22.0
chr1_183811794_183811833,48.0
chr1_183846576_183846867,41.0
chr1_1840449_1840835,152.0
chr1_184265554_184265938,142.0
chr1_184357629_184357933,31.0
chr1_184922808_184923031,30.0
chr1_185344563_185345243,30.5
chr1_185346055_185346679,14.0
chr1_185536131_185536449,58.0
chr1_186625019_186625399,29.0
chr1_186943840_186944382,161.0
chr1_186947742_186948198,19.0
chr1_187996792_187997117,99.0
chr1_192446152_192446393,21.0
chr1_192458942_192459176,97.0
chr1_192481549_192481949,9.0
chr1_19248887_19249092,66.0
chr1_192490879_192491144,25.0
chr1_192500254_192500504,111.0
chr1_192519890_192520690,15.0
chr1_192521878_192522349,17.0
chr1_19253034_19253391,190.0
chr1_192549613_192549895,28.0
chr1_192691567_192691932,52.0
chr1_192757327_192757592,18.0
chr1_19276270_19276542,30.0
chr1_192776947_192777226,98.0
chr1_192873637_192874003,20.0
chr1_192921207_192921501,130.0
chr1_193180704_193180924,9.0
chr1_19336477_19336714,67.0
chr1_193583968_193584211,56.0
chr1_19762527_19762798,27.0
chr1_19778785_19779174,13.0
chr1_19803336_19803680,116.0
chr1_198087299_198087585,7.0
chr1_198090244_198090551,20.0
chr1_198092315_198092633,24.5
chr1_198124316_198124670,55.0
chr1_198128112_198128944,103.0
chr1_198136529_198137056,23.0
chr1_198512892_198513066,7.0
chr1_198650930_198651643,41.0
chr1_198850238_198850638,46.0
chr1_198887897_198888318,23.0
chr1_198901469_198901869,42.0
chr1_198903935_198904934,94.0
chr1_199711776_199712042,94.0
chr1_199826452_199826640,11.0
chr1_199828633_199828987,129.0
chr1_200122559_200122752,25.0
chr1_200321353_200321596,21.0
chr1_200341273_200341515,26.0
chr1_200481491_200481643,23.0
chr1_200857233_200857815,14.0
chr1_201139670_201140154,88.0
chr1_201160901_201161255,22.0
chr1_201236006_201236165,24.0
chr1_201431088_201431253,32.0
chr1_201449602_201449822,35.0
chr1_201463619_201463933,46.0
chr1_201472589_201472996,163.0
chr1_201520953_201521395,20.0
chr1_201540345_201540578,19.0
chr1_201572031_201572237,36.0
chr1_201605860_201605966,127.0
chr1_201619383_201619798,64.0
chr1_201682596_201682901,168.0
chr1_201684946_201685300,21.0
chr1_201739210_201739573,30.0
chr1_201742755_201743343,42.0
chr1_202075010_202075191,12.0
chr1_202937248_202937378,46.0
chr1_203247590_203248072,17.0
chr1_203259429_203259985,70.0
chr1_203289937_203290406,50.0
chr1_203296328_203297068,73.5
chr1_203297101_203297334,54.0
chr1_203481982_203482534,98.0
chr1_203489584_203489741,58.0
chr1_203491011_203491485,13.0
chr1_203561987_203562359,19.0
chr1_203576404_203576703,123.0
chr1_203598711_203598999,35.0
chr1_203599092_203599518,21.0
chr1_203619380_203619832,46.0
chr1_203643182_203643803,131.0
chr1_203661733_203662076,54.0
chr1_204049581_204049822,38.0
chr1_204058173_204058362,22.0
chr1_204071387_204071653,34.0
chr1_204073791_204074252,34.0
chr1_20407516_20407737,12.0
chr1_204317952_204318184,26.0
chr1_204330284_204330553,12.0
chr1_20437370_20437554,47.0
chr1_204386444_204387188,115.5
chr1_204430759_204431008,121.0
chr1_204432329_204432499,19.0
chr1_204434923_204435081,26.0
chr1_205016149_205016268,13.0
chr1_205144631_205144860,99.0
chr1_205218253_205218732,27.0
chr1_205253892_205254222,144.0
chr1_205257253_205257766,19.0
chr1_205267691_205267999,52.0
chr1_205270500_205270865,35.0
chr1_205283024_205283394,48.0
chr1_205288770_205288915,29.0
chr1_205410224_205410578,25.0
chr1_205638734_205639222,32.0
chr1_206748515_206748888,95.0
chr1_206763465_206763687,14.0
chr1_206859136_206859493,80.0
chr1_206859748_206860259,20.5
chr1_207414217_207414394,14.0
chr1_207997315_207997832,69.0
chr1_207999163_207999611,56.0
chr1_208021631_208021781,90.0
chr1_208115711_208115874,40.0
chr1_208267767_208267971,31.0
chr1_208377298_208378003,28.666666666666668
chr1_208412497_208412696,51.0
chr1_208418631_208418859,133.0
chr1_20881978_20882230,15.0
chr1_20924301_20924404,25.0
chr1_209822403_209823008,96.0
chr1_209830400_209831026,31.0
chr1_209833148_209833823,22.0
chr1_209921200_209921357,140.0
chr1_20993397_20993558,25.0
chr1_209942657_209943400,121.0
chr1_210056461_210057439,31.0
chr1_210058060_210058292,191.0
chr1_210468396_210468551,12.0
chr1_211500826_211501119,39.0
chr1_211590216_211590571,33.0
chr1_211688648_211688771,55.0
chr1_212261904_212262125,77.0
chr1_212458080_212458253,28.0
chr1_212650622_212650921,96.0
chr1_212659054_212659720,30.0
chr1_212769584_212769966,154.0
chr1_212808992_212809268,72.0
chr1_212809966_212810356,191.0
chr1_212840606_212841015,91.0
chr1_212841280_212841455,38.0
chr1_21348947_21349299,146.0
chr1_2140151_2140337,24.0
chr1_214162828_214163073,15.0
chr1_214601098_214601566,61.0
chr1_21475659_21476054,98.0
chr1_21558552_21558736,58.0
chr1_215741534_215741966,39.0
chr1_21588176_21588724,196.0
chr1_21588829_21589430,37.5
chr1_2162325_2162996,33.0
chr1_21649091_21649481,25.0
chr1_21650806_21651685,65.5
chr1_21660622_21661187,32.0
chr1_21664400_21664833,66.0
chr1_216774004_216774285,35.0
chr1_21724067_21724372,25.0
chr1_218550674_218551089,63.0
chr1_218633382_218633612,63.0
chr1_218636802_218637167,21.0
chr1_218647012_218647232,47.0
chr1_218758903_218759111,67.0
chr1_218847947_218848245,29.0
chr1_219498496_219498646,53.0
chr1_220865094_220865145,23.0
chr1_221049992_221050390,143.0
chr1_221209079_221209530,53.0
chr1_221271745_221272272,15.0
chr1_221273966_221274169,29.0
chr1_221567491_221567844,187.0
chr1_221612801_221613016,53.0
chr1_22184381_22184621,25.0
chr1_221916049_221916599,68.0
chr1_221983045_221983456,14.0
chr1_222000173_222000483,57.0
chr1_222002644_222003471,106.0
chr1_2221868_2222548,119.5
chr1_22231370_22231630,199.0
chr1_22232811_22232851,121.0
chr1_22260274_22260656,64.0
chr1_222638782_222639204,192.0
chr1_22266159_22266438,162.0
chr1_222987149_222987502,13.0
chr1_2230678_2230895,24.0
chr1_223147896_223148076,16.0
chr1_2231691_2232185,26.0
chr1_2232428_2232896,114.0
chr1_22345590_22345859,66.0
chr1_22366226_22366841,22.0
chr1_223892678_223892997,16.0
chr1_223903033_223903347,137.0
chr1_223914239_223914747,108.0
chr1_224014874_224015267,25.0
chr1_224019430_224020596,55.0
chr1_224032316_224032686,25.0
chr1_224240602_224240763,119.0
chr1_224545542_224546006,22.0
chr1_224635065_224635439,32.0
chr1_2246556_2246763,137.0
chr1_224685994_224686507,92.5
chr1_224691192_224691563,120.0
chr1_224730441_224730985,153.0
chr1_224732016_224732357,23.0
chr1_224811590_224812043,72.0
chr1_2253622_2253773,102.0
chr1_2254081_2254230,44.0
chr1_225642606_225642805,53.0
chr1_225654906_225655584,65.0
chr1_225845408_225845613,54.0
chr1_225881856_225882162,89.0
chr1_225934674_225934968,73.0
chr1_226084943_226085104,22.0
chr1_226187685_226188168,25.0
chr1_226189681_226190319,70.0
chr1_226190534_226190731,47.0
chr1_226222205_226222589,97.0
chr1_226288544_226288864,21.0
chr1_226297611_226298113,146.0
chr1_226315631_226315825,42.0
chr1_226842752_226843521,14.0
chr1_226852222_226852636,56.5
chr1_226864749_226865297,25.0
chr1_226867580_226868182,30.0
chr1_226884834_226885233,68.0
chr1_226890865_226891416,88.0
chr1_226896121_226896509,19.0
chr1_226911425_226911742,56.0
chr1_227002760_227003096,127.0
chr1_227009018_227009221,134.0
chr1_228273480_228273740,51.0
chr1_228350789_228351109,38.0
chr1_228633222_228633907,41.0
chr1_228651177_228651630,17.0
chr1_228688608_228688902,79.0
chr1_228973832_228974198,57.0
chr1_229074291_229074557,19.5
chr1_229546837_229547142,17.0
chr1_230220475_230220731,82.0
chr1_230240540_230240902,109.0
chr1_230241590_230241986,57.0
chr1_230249347_230250007,97.0
chr1_230559819_230560264,11.0
chr1_23076914_23077145,131.0
chr1_231113054_231113423,27.0
chr1_231347338_231347496,24.0
chr1_231629288_231629504,27.0
chr1_231944869_231945038,14.0
chr1_232107055_232107371,120.0
chr1_232714427_232714703,31.0
chr1_232725638_232725888,56.0
chr1_233249275_233249581,72.0
chr1_233250723_233251216,12.0
chr1_23426690_23427100,29.0
chr1_234275805_234276023,17.0
chr1_23429944_23430077,40.0
chr1_234450953_234451201,40.0
chr1_234659231_234659760,178.0
chr1_234680207_234680593,136.5
chr1_234736336_234736615,34.0
chr1_234737347_234737653,30.0
chr1_234738546_234738834,116.0
chr1_234746093_234747674,91.2
chr1_234748100_234748931,147.0
chr1_234767593_234767925,144.0
chr1_234792654_234793437,147.0
chr1_234812067_234812214,71.0
chr1_234857710_234858181,94.0
chr1_234858843_234859287,57.0
chr1_234881537_234881788,36.0
chr1_234887087_234887295,11.0
chr1_234908151_234908764,157.0
chr1_234914073_234914641,14.0
chr1_234972080_234972525,9.0
chr1_234980393_234980645,112.0
chr1_234981045_234981471,13.0
chr1_234987212_234987644,17.5
chr1_235012060_235012373,53.0
chr1_235069269_235069652,36.0
chr1_235091427_235091813,15.0
chr1_235096560_235096855,60.0
chr1_235097868_235098070,39.0
chr1_235110834_235111403,93.5
chr1_235114050_235115068,53.0
chr1_235120162_235120433,198.0
chr1_235122652_235122939,93.0
chr1_235133014_235133422,206.0
chr1_235134086_235134438,52.0
chr1_235183936_235184197,131.0
chr1_235186710_235186949,14.0
chr1_23523350_23523682,70.0
chr1_235243001_235243596,16.0
chr1_235246558_235246857,122.0
chr1_235267591_235267744,115.0
chr1_235460869_235461278,12.0
chr1_235468552_235468724,18.0
chr1_235805098_235806119,65.0
chr1_236080566_236081247,103.0
chr1_236083263_236083651,50.0
chr1_236101998_236102489,15.0
chr1_236150188_236150690,119.0
chr1_236162583_236163199,141.0
chr1_236579529_236579860,13.0
chr1_237206585_237207004,16.0
chr1_23882500_23882866,84.0
chr1_23888678_23889201,246.0
chr1_23903714_23904323,51.0
chr1_23961555_23961694,89.0
chr1_241638824_241639283,25.0
chr1_241771916_241772216,13.0
chr1_241775803_241776227,32.0
chr1_24229023_24229388,31.0
chr1_243428005_243428394,73.0
chr1_243431437_243431793,77.0
chr1_243451071_243451374,107.0
chr1_243487001_243487352,15.0
chr1_24349340_24349488,21.0
chr1_243637125_243637295,22.0
chr1_243894639_243895081,12.0
chr1_244215508_244215901,23.0
chr1_244462616_244463099,105.0
chr1_244466323_244466598,31.0
chr1_244467525_244467677,19.0
chr1_244486299_244486688,217.0
chr1_244505125_244505457,57.0
chr1_244512430_244512879,108.0
chr1_244517098_244517541,187.0
chr1_244525463_244525578,29.0
chr1_244763140_244763529,131.5
chr1_24476382_24476609,44.0
chr1_245082176_245082355,28.0
chr1_24518503_24518681,58.0
chr1_24519628_24519970,16.0
chr1_245255337_245255432,225.0
chr1_246038342_246038749,88.0
chr1_246730569_246731007,25.0
chr1_246732690_246733040,85.0
chr1_246743297_246743408,15.0
chr1_246751015_246751281,39.0
chr1_246760708_246760962,76.0
chr1_246772310_246772610,268.0
chr1_246862505_246862699,127.0
chr1_24691833_24692082,23.0
chr1_247123303_247123617,34.0
chr1_24736156_24736250,21.0
chr1_247553531_247554143,66.0
chr1_2478276_2478817,160.0
chr1_249157308_249157673,53.0
chr1_25051079_25051208,148.0
chr1_2509702_2510198,65.0
chr1_25559638_25560067,57.0
chr1_25566195_25566411,59.0
chr1_25566618_25566670,91.0
chr1_2574343_2574764,182.0
chr1_25942744_25943208,125.0
chr1_25969249_25969578,65.0
chr1_26022319_26022793,74.0
chr1_26081315_26081453,21.0
chr1_26201699_26201757,30.0
chr1_26677301_26677628,56.0
chr1_26827232_26827869,95.5
chr1_26946837_26947249,129.5
chr1_26947342_26948198,109.0
chr1_27024638_27025138,135.0
chr1_27112764_27112917,48.0
chr1_27175784_27176273,72.0
chr1_27191386_27191927,250.0
chr1_27400779_27401092,27.0
chr1_27625914_27626081,15.0
chr1_27691785_27692261,152.0
chr1_27762936_27763307,52.0
chr1_27848725_27849287,20.0
chr1_27854575_27854919,44.0
chr1_27869425_27869556,24.0
chr1_27916292_27916674,14.0
chr1_27957478_27958684,21.0
chr1_27982664_27982914,29.0
chr1_27986111_27986384,21.0
chr1_28189568_28190269,37.0
chr1_28195628_28196024,21.0
chr1_28199684_28200598,29.5
chr1_28201800_28202156,130.0
chr1_28213825_28214033,9.0
chr1_28269913_28270209,17.0
chr1_28318645_28318992,22.5
chr1_28431716_28431884,18.0
chr1_28437098_28437429,51.0
chr1_28439074_28439949,43.0
chr1_29101544_29101853,65.0
chr1_29253461_29253677,90.0
chr1_29451057_29451462,131.0
chr1_29563709_29564430,40.5
chr1_29565515_29565732,16.0
chr1_29565762_29566055,16.0
chr1_31216468_31217229,60.0
chr1_31241795_31242280,34.0
chr1_31251287_31251533,78.0
chr1_31320336_31320627,60.0
chr1_31537719_31538012,29.0
chr1_31627566_31627958,138.0
chr1_31643824_31643962,61.0
chr1_32166698_32166999,43.0
chr1_32180603_32180986,129.0
chr1_32253647_32254040,36.0
chr1_3229711_3230157,129.0
chr1_32354934_32355150,43.0
chr1_32405536_32405898,59.0
chr1_32420307_32420572,93.0
chr1_32421622_32422096,137.0
chr1_32701561_32701886,42.0
chr1_32715599_32716062,109.0
chr1_32732571_32732683,96.0
chr1_32966228_32966602,62.5
chr1_33077721_33078012,132.0
chr1_3309990_3310261,18.0
chr1_33220297_33220575,30.0
chr1_33227148_33227387,36.0
chr1_33405191_33405597,66.0
chr1_33438571_33438703,100.0
chr1_33446816_33447482,178.0
chr1_33448758_33448929,15.0
chr1_33457914_33458607,23.0
chr1_33463131_33463490,62.0
chr1_33463690_33463885,44.0
chr1_3374928_3375314,33.0
chr1_33804359_33804743,35.0
chr1_33829513_33829825,15.0
chr1_3420761_3421065,247.0
chr1_3421438_3421558,44.0
chr1_3459907_3460197,61.0
chr1_35891843_35891965,28.0
chr1_36173458_36173573,56.0
chr1_36183411_36183689,26.0
chr1_3634737_3634863,41.0
chr1_36555347_36555633,40.0
chr1_36616485_36616868,128.0
chr1_36626561_36626969,100.0
chr1_36627717_36628369,16.0
chr1_36641160_36641451,23.0
chr1_36814630_36815106,19.0
chr1_36839449_36839891,182.0
chr1_36840093_36840535,79.0
chr1_36866636_36866899,27.0
chr1_37169397_37169618,60.0
chr1_37937293_37937526,88.0
chr1_37942874_37943354,39.0
chr1_37944084_37944971,25.0
chr1_3817648_3818071,214.0
chr1_38465723_38465839,90.0
chr1_38495782_38495936,102.0
chr1_39596184_39596482,15.0
chr1_39598118_39598362,127.0
chr1_39598673_39599090,132.0
chr1_39662647_39663006,21.0
chr1_39857791_39857995,103.0
chr1_39874208_39874673,203.0
chr1_40841336_40841595,10.0
chr1_40851431_40851768,12.0
chr1_41831444_41831806,19.0
chr1_41961925_41962146,110.0
chr1_41981831_41982007,220.0
chr1_42127851_42128791,75.0
chr1_42149945_42149960,36.0
chr1_42192975_42193489,30.0
chr1_42204580_42205516,32.0
chr1_42217644_42218002,22.0
chr1_42248889_42249252,59.0
chr1_42328578_42328878,39.0
chr1_42363874_42364167,29.0
chr1_42366364_42366624,48.0
chr1_43250353_43250859,21.0
chr1_43406108_43407009,93.5
chr1_43407355_43407700,58.0
chr1_43429290_43429917,19.0
chr1_43432863_43433109,36.0
chr1_43524188_43524462,27.0
chr1_43760174_43760222,70.0
chr1_44015731_44016125,29.0
chr1_44176533_44177122,75.0
chr1_44703858_44704161,55.0
chr1_44951424_44951733,78.0
chr1_45083225_45083530,30.0
chr1_45195062_45195154,126.0
chr1_45738634_45738975,55.0
chr1_46009549_46009894,54.0
chr1_46010722_46010902,21.0
chr1_46268583_46268737,199.0
