name_E,H3k27ac_E,H3k4me2_E,Ctcf_E,H4k20me1_E,DNaseI_E,H3k9ac_E,Smc3_E,H3k4me3_E,H3k36me3_E,H3k27me3_E,H3k79me2_E,H3k4me1_E
chr10_5883027_5883237,13.513497,11.261098,0.0,0.0,0.1135,21.719993,4.56035,5.184264,0.0,0.0,0.0,7.6902050000000015
chr10_5888274_5888577,12.453776,11.261098,0.0,0.0,0.0276,0.0,11.31797,5.3443830000000005,0.0,0.0,0.0,7.6902050000000015
chr10_990446_990769,6.859914999999999,16.887709,1.100408,0.0,0.075,4.833311,145.53758,5.2756370000000015,0.0,0.0,0.0,6.951859
chr1_100494312_100494735,8.878401,0.0,0.0,0.0,0.0,0.0,0.0,5.785326,3.282746,0.0,9.583163,6.008205333333334
chr1_100512510_100512716,11.196553,10.086355,0.0,1.7169720000000002,0.0329,14.284247,2.56818,5.785326,3.282746,0.0,9.583163,3.3623220000000003
chr1_100918231_100918546,10.393481,0.0,0.0,0.0,0.0,0.0,4.03571,3.191273,1.957962,0.0,0.0,8.253447999999999
chr1_10127211_10127315,15.130332999999998,9.922789,0.0,0.0,0.0359,0.0,0.0,5.267029,2.110164,0.0,5.200613,3.723009
chr1_101392986_101393260,15.685575,0.0,0.0,0.0,0.0,0.0,0.0,3.016123,3.205333,0.0,3.189713,4.5085739999999985
chr1_101577594_101578108,10.023042,13.661995999999998,8.182428999999999,0.0,0.0443,0.0,2.75162,2.810606,0.0,0.0,0.0,4.628362
chr1_101774729_101775525,31.38811,15.538213,36.838657,0.0,0.0344,17.069588,5.84392,8.127133,2.639615,0.0,8.635388,5.680382
chr1_101776223_101776281,31.38811,15.538213,0.0,0.0,0.0,17.069588,0.0,8.127133,2.639615,0.0,8.635388,5.680382
chr1_10269964_10270260,7.051635000000001,10.899113,30.161558000000007,0.0,0.4432,11.490261,7.82247,6.724094999999998,2.110164,0.0,2.9542740000000003,0.0
chr1_10556105_10556527,15.472847,10.619454,0.0,1.992952,0.0,13.329498,0.0,8.826299,2.110164,0.0,5.553183,6.583618
chr1_10557233_10557456,15.472847,10.619454,0.0,1.992952,0.0,0.0,0.0,3.055845,2.110164,0.0,5.553183,6.583618
chr1_10558276_10558621,9.497472,10.619454,0.0,1.992952,0.0,9.833435,0.0,4.925209,2.110164,0.0,5.553183,6.583618
chr1_10585199_10585569,11.574412,0.0,0.0,1.992952,0.0,0.0,0.0,0.0,2.110164,0.0,5.553183,0.0
chr1_108478082_108478329,10.428196,5.24112,10.299686,1.197656,0.0425,0.0,0.0,6.562446,0.0,1.878116,2.159897,2.86817
chr1_108479405_108480123,10.428196,5.24112,0.0,1.197656,0.0,0.0,2.54525,6.562446,0.0,1.878116,2.159897,2.86817
chr1_109100040_109100237,8.662077,7.2882375,0.0,0.0,0.0296,5.440316,5.50325,7.111012,0.0,0.0,2.066671,5.3926050000000005
chr1_1093610_1093958,16.607566000000002,19.315676,0.0,0.0,0.4261,30.834767,0.0,6.9141910000000015,0.0,0.0,0.0,8.098172
chr1_109467804_109468470,4.01893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923254,0.0,0.0,7.688544999999999
chr1_109913179_109913623,3.688164,11.451734,0.0,1.448127,0.0,0.0,0.0,6.398586,0.0,0.0,0.0,4.640631
chr1_109933790_109934137,7.046995,8.566467,0.0,1.448127,0.1069,9.893478,0.0,4.735104,0.0,0.0,2.395551,6.46903
chr1_110333273_110333688,10.411564,0.0,15.497648000000002,0.0,0.1171,5.642881,3.4395300000000004,0.0,0.0,0.0,0.0,5.220542
chr1_110358971_110359415,10.343265,11.565369333333333,3.330949,0.0,0.1713,9.106616,2.93506,4.62355,0.0,0.0,0.0,8.523595
chr1_110448900_110449220,10.036639,10.025925,0.0,0.0,0.2246,15.158896499999999,5.6866900000000005,4.009229,2.708807,0.0,0.0,9.934052
chr1_110454846_110455290,8.140575,12.505925,0.0,2.258365,0.0384,11.438227,0.0,6.752787,2.708807,0.0,10.554158,3.511544
chr1_110879130_110879445,31.892301,7.105403,0.0,3.004823,0.0,15.668957999999998,0.0,10.944174,3.499043,0.0,10.538626,4.378163
chr1_110927812_110928210,10.214401,9.413466,0.0,0.0,0.052000000000000005,5.315046,0.0,4.273065,3.499043,0.0,0.0,6.181119
chr1_111162611_111162919,16.70699,9.5305855,24.720513,2.4124830000000004,0.1786,12.005074,0.0,5.832326,0.0,2.174321,0.0,6.575831
chr1_111170436_111170835,9.705406,5.744533499999998,3.269601,0.0,0.0,0.0,0.0,2.40843,0.0,0.0,0.0,9.723841
chr1_111177471_111177854,15.056261,9.4746995,0.0,0.0,0.0723,7.599286,3.17965,5.719567,0.0,0.0,0.0,9.723841
chr1_111178912_111179243,15.056261,9.4746995,0.0,0.0,0.0,7.599286,0.0,5.719567,0.0,0.0,0.0,9.723841
chr1_111182665_111183078,9.705406,5.498053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.723841
chr1_111329904_111330079,29.876283,11.683414,3.599762,0.0,0.0585,9.613576,3.23315,6.488029,0.0,0.0,2.987694,10.601396
chr1_111417124_111417532,11.030569,18.588062,1.799589,3.219766,0.0,25.334828,0.0,15.0511285,4.437714,0.0,18.594778,3.5338870000000004
chr1_111735402_111735659,42.00470900000001,7.591547,2.852063,2.086564,0.0,15.537391,1.85276,5.684069,4.553858999999999,0.0,11.456607,5.264192
chr1_111735691_111736003,42.00470900000001,7.591547,2.852063,2.086564,0.0,15.537391,1.85276,5.684069,4.553858999999999,0.0,11.456607,5.264192
chr1_111757482_111757860,54.899753,7.591547,2.852063,0.0,0.0342,15.537391,2.7286900000000003,5.684069,0.0,0.0,11.456607,5.264192
chr1_111758440_111759106,54.899753,7.591547,2.852063,0.0,0.0525,15.537391,2.9497400000000003,5.684069,0.0,0.0,11.456607,5.264192
chr1_111764327_111764759,54.899753,7.591547,6.987862,0.0,0.0695,15.537391,6.77685,5.684069,0.0,0.0,11.456607,5.264192
chr1_112013331_112014031,9.588925,13.80683475,2.22303,0.0,0.0257,3.624437,0.0,3.509355,3.751689,0.0,0.0,5.332439
chr1_112048437_112048734,29.692502,9.295556,4.516282,0.0,0.0795,14.86179,1.6721400000000002,7.327983000000001,0.0,0.0,4.8547980000000015,9.315061
chr1_112050044_112050594,29.692502,9.295556,21.358607,0.0,0.094,14.86179,6.2737,7.859902000000001,0.0,0.0,10.320247,9.315061
chr1_112058341_112058601,7.432045,8.835372999999999,11.41052,0.0,0.0485,9.276985,0.0,5.007719,0.0,0.0,3.4108300000000003,9.315061
chr1_112058803_112059167,7.432045,8.835372999999999,11.41052,0.0,0.0485,9.276985,4.88504,5.007719,0.0,0.0,3.4108300000000003,9.315061
chr1_112135698_112135869,38.459428,5.85816,0.0,0.0,0.0871,10.945036,3.12506,4.182094,0.0,0.0,11.475606,4.781661
chr1_112163412_112163797,14.606432,5.85816,0.0,2.3059990000000004,0.0,15.708214499999999,2.42643,4.182094,3.802816,0.0,11.475606,4.781661
chr1_112163826_112164071,14.606432,5.85816,0.0,2.3059990000000004,0.0,15.708214499999999,2.42643,4.182094,3.802816,0.0,11.475606,4.781661
chr1_112196411_112196803,5.593874,5.85816,0.0,2.3059990000000004,0.0,0.0,0.0,4.182094,3.802816,0.0,11.475606,4.781661
chr1_112942216_112942335,11.034728,11.059959,0.0,0.0,0.0461,4.103914,0.0,8.292047,2.47725,1.6840560000000002,7.7201955,2.709932
chr1_113525578_113525919,6.279991000000001,6.575879,0.0,0.0,0.0,0.0,0.0,0.0,2.697432,0.0,7.1443710000000005,4.5523430000000005
chr1_113584893_113585079,6.867828,9.562194,0.0,0.0,0.0,0.0,7.53945,6.092657,0.0,0.0,0.0,5.9868440000000005
chr1_113734243_113734639,9.107214,11.70963,0.0,1.211162,0.0564,12.734929,0.0,6.262417,0.0,1.869981,0.0,5.947204
chr1_114326143_114326379,5.863299,8.581569,0.0,1.88054,0.0,5.770827,2.27009,5.190899,3.422671,0.0,11.520451,6.759727000000002
chr1_115025085_115025405,5.522886,0.0,0.0,0.0,0.0275,0.0,0.0,2.388688,3.2339830000000003,0.0,6.156229,5.711266
chr1_115052481_115052766,19.763701,10.022392,0.0,1.828875,0.0,19.936417,0.0,10.625646,3.2339830000000003,0.0,6.156229,3.605141
chr1_116918925_116919548,30.543582,17.104020000000002,1.83109,1.327167,0.0,22.521879,0.0,14.428209,5.279628,1.478431,21.754762,6.24214
chr1_116920378_116921129,30.543582,17.104020000000002,1.83109,1.327167,0.0624,22.521879,2.04078,14.428209,5.279628,1.478431,21.754762,6.24214
chr1_116923407_116923493,30.543582,17.104020000000002,1.83109,1.327167,0.0,22.521879,0.0,14.428209,5.279628,1.478431,21.754762,6.24214
chr1_117032033_117032296,5.381285,11.602838,0.0,1.327167,0.0501,0.0,0.0,3.37937,4.093108999999999,1.478431,0.0,7.630631
chr1_117040346_117040781,5.381285,0.0,0.0,1.327167,0.0,0.0,0.0,0.0,4.093108999999999,1.478431,13.454919,3.55251
chr1_117046366_117046546,8.138554,13.4317715,0.0,1.327167,0.0,4.967646500000002,0.0,3.830989,4.093108999999999,1.478431,13.454919,9.163579
chr1_117047053_117047428,8.138554,14.489608333333333,0.0,1.327167,0.13,10.624296,0.0,3.830989,4.093108999999999,1.478431,13.454919,9.163579
chr1_117050808_117051139,8.138554,7.431483,0.0,1.327167,0.0,2.713419,0.0,3.082569,4.093108999999999,1.478431,13.454919,9.163579
chr1_117051576_117051921,8.138554,7.431483,0.0,1.327167,0.0291,6.018736499999998,0.0,3.082569,4.093108999999999,1.478431,13.454919,9.163579
chr1_117080047_117080432,22.573833,10.645151,0.0,1.327167,0.0,0.0,0.0,7.382836,4.093108999999999,0.0,13.454919,5.976025
chr1_117081238_117081452,22.573833,10.645151,0.0,1.327167,0.0329,6.1551019999999985,2.40767,7.382836,4.093108999999999,0.0,13.454919,5.976025
chr1_117082797_117083071,22.573833,10.645151,0.0,1.327167,0.0697,6.1551019999999985,0.0,7.382836,4.093108999999999,0.0,13.454919,5.976025
chr1_117100772_117101124,22.573833,10.645151,2.838417,1.327167,0.0,14.048621,0.0,7.382836,8.8770345,0.0,13.454919,5.976025
chr1_117111804_117112156,22.573833,10.645151,2.838417,1.327167,0.0,18.71152,0.0,7.382836,4.093108999999999,0.0,13.454919,5.976025
chr1_117112460_117112738,22.573833,10.645151,12.885477499999999,1.327167,0.0,18.71152,0.0,7.382836,4.093108999999999,0.0,13.454919,5.976025
chr1_117129425_117129671,14.174414,12.660966,0.0,1.327167,0.0547,3.963991000000001,0.0,5.921442,0.0,0.0,0.0,5.976025
chr1_117280613_117280924,21.612484,9.125861,0.0,0.0,0.0,7.797745,8.58507,4.254525,0.0,0.0,0.0,8.477684
chr1_117281390_117281752,21.612484,9.125861,0.0,0.0,0.0814,7.797745,2.50147,4.254525,0.0,0.0,0.0,8.477684
chr1_117421623_117422020,9.158032,11.860412,0.0,1.254151,0.0452,11.59974,2.90886,6.296702,0.0,1.940072,4.999573000000002,5.80999
chr1_117422443_117422644,9.158032,11.860412,0.0,1.254151,0.0,11.59974,0.0,6.296702,0.0,1.940072,0.0,5.80999
chr1_118197244_118197521,10.175951,10.968465,1.906852,2.448079,0.095,5.905606,0.0,3.579041,0.0,2.658593,0.0,11.483691
chr1_118197868_118198044,10.175951,10.968465,1.906852,2.448079,0.0,5.905606,0.0,3.579041,0.0,2.658593,0.0,11.483691
chr1_118198788_118199247,10.175951,10.968465,1.906852,2.448079,0.0878,5.905606,0.0,3.579041,0.0,2.658593,0.0,11.483691
chr1_118201472_118201699,10.175951,10.968465,0.0,2.448079,0.0366,0.0,0.0,3.579041,0.0,2.658593,0.0,11.483691
chr1_118206889_118207267,12.434383,14.170721,0.0,2.448079,0.1305,0.0,0.0,2.8385279999999997,0.0,2.658593,0.0,11.483691
chr1_11968510_11969143,32.718292,8.540602999999999,21.221201,0.0,0.1433,18.160794,0.0,5.343092,0.0,0.0,0.0,2.352995
chr1_11990003_11990329,12.679223,17.38285,0.0,0.0,0.0793,7.459403999999998,0.0,3.364765,0.0,0.0,0.0,4.5659790000000005
chr1_12046023_12046196,2.655893,0.0,0.0,1.8005330000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.979692,5.773007
chr1_12050736_12051137,2.655893,0.0,0.0,1.8005330000000002,0.0,0.0,0.0,2.489042,5.683338,0.0,5.260545,5.773007
chr1_12112067_12112502,19.162219,9.741767,2.577407,0.0,0.1107,9.063781,5.91599,4.745461,0.0,0.0,10.442125,5.773007
chr1_12124472_12125118,19.162219,9.741767,7.576830999999999,0.0,0.0,21.977029,1.96544,4.745461,4.623094999999998,0.0,10.442125,5.773007
chr1_12127865_12128182,19.162219,9.741767,2.577407,0.0,0.067,21.977029,2.37063,4.745461,4.623094999999998,0.0,10.442125,5.773007
chr1_12210430_12211346,27.172865,12.070556,1.545637,1.933875,0.0296,8.59839,0.0,5.263996,4.623094999999998,0.0,4.649932,7.448149000000001
chr1_12213128_12213883,27.172865,12.070556,1.545637,1.933875,0.0344,8.59839,2.54525,5.263996,4.623094999999998,0.0,3.194992,7.448149000000001
chr1_12221931_12222397,23.065943,11.581171,1.545637,1.933875,0.2129,16.288757,3.1054,4.978398,3.2978440000000004,0.0,0.0,7.448149000000001
chr1_12227833_12229578,11.142188,12.868843,1.545637,1.933875,0.1259,16.520657,6.6039,8.674453,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12231693_12231881,6.971879,12.868843,1.545637,1.933875,0.035,5.911454,0.0,8.674453,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12232096_12232448,6.971879,12.868843,1.545637,1.933875,0.0,5.911454,0.0,8.674453,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12233600_12234159,6.971879,12.868843,1.545637,1.933875,0.0908,5.911454,0.0,8.674453,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12235070_12235463,6.971879,12.868843,0.0,1.933875,0.025,0.0,0.0,8.674453,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12238984_12239461,6.059641,10.431154,0.0,1.933875,0.0506,5.883488,0.0,3.444821,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12243852_12244671,16.912049,4.378262,7.76652,1.933875,0.0878,9.048064,5.866619999999998,0.0,3.2978440000000004,0.0,13.538507,7.448149000000001
chr1_12406013_12406127,9.62248,12.788801,0.0,0.0,0.0,0.0,0.0,5.961386,7.661983500000001,0.0,0.0,8.630589
chr1_12509354_12509466,3.901476,6.569928999999999,0.0,1.892366,0.1158,0.0,0.0,6.24929,3.018934,1.578777,0.0,8.4287
chr1_14027926_14028325,31.81588,15.360875,0.0,1.631885,0.04,22.65784,0.0,10.198296,3.733669,0.0,12.15652,4.3591190000000015
chr1_14029077_14029879,31.81588,15.360875,3.58262,1.631885,0.0894,22.65784,1.74269,10.198296,3.733669,0.0,12.15652,4.3591190000000015
chr1_14054762_14055166,11.847915,11.375805,0.0,1.631885,0.0,9.942087,0.0,8.452442,3.733669,0.0,12.15652,7.086325
chr1_142538903_142539547,6.1440480000000015,6.455358,8.711425,8.577978,0.0,7.940956,1.44555,6.119626,3.666929,3.976924,0.0,7.293482000000001
chr1_144533627_144534178,12.113725,24.149774,6.131384,1.829797,0.0605,4.196921,1.67849,7.136423,1.9951,6.094199,0.0,4.765183
chr1_144908312_144908601,17.512775,11.2202425,2.058837,0.0,0.0353,0.0,0.0,7.821795,2.8583540000000003,0.0,0.0,7.840647
chr1_144908806_144909147,17.512775,11.2202425,2.058837,0.0,0.0,8.311594,0.0,7.821795,2.8583540000000003,0.0,0.0,7.840647
chr1_144927217_144927550,3.820409,20.363559,4.7206030000000005,1.807005,0.0,9.1784415,0.0,10.643537,2.8583540000000003,1.995747,8.831300500000001,6.251823
chr1_145437595_145437817,16.877864000000002,14.817687,0.0,0.0,0.0443,16.993738,0.0,13.335708,0.0,0.0,8.388686,4.735863
chr1_145454760_145454851,21.104318,11.462969,0.0,0.0,0.028999999999999998,9.616779,0.0,5.9301650000000015,1.945609,0.0,0.0,9.877542
chr1_145455122_145455741,21.104318,11.462969,11.628875,0.0,0.1148,9.616779,2.40002,5.9301650000000015,1.945609,0.0,0.0,9.877542
chr1_147806841_147807184,16.092992000000002,13.80238,0.0,0.0,0.0551,14.237798000000002,0.0,8.635539,0.0,1.767177,0.0,4.678884
chr1_14843752_14844090,13.896154999999998,5.5365705,0.0,0.0,0.0341,13.852656,2.90886,3.363229,0.0,0.0,0.0,8.024230000000001
chr1_149215297_149215704,8.239813,5.390351,0.0,0.0,0.0814,7.9579840000000015,0.0,3.590529,0.0,1.828522,0.0,0.0
chr1_149981648_149981889,15.690305,9.322558,1.581033,1.83601,0.0,16.338422,0.0,6.3434360000000005,2.701112,0.0,8.350047,0.0
chr1_150135231_150135764,21.056948,8.341217,8.442655499999999,0.0,0.1179,24.899031,2.33888,5.5897190000000005,0.0,0.0,8.769194,4.815283999999999
chr1_150185878_150186128,13.387578,10.094618,9.0503505,0.0,0.2438,10.946977,0.0,5.776945,2.729538,0.0,0.0,5.2447089999999985
chr1_150294873_150295138,31.422248,16.631726,3.136301,0.0,0.0295,17.945241,0.0,16.454568,2.994039,0.0,14.139039000000002,5.324477
chr1_150577042_150577503,6.209404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747112,0.0,0.0,0.0
chr1_150585815_150586394,12.101069999999998,9.652108,0.0,0.0,0.0668,17.246163000000006,2.2013,4.690277,3.779206,0.0,7.755671,6.982529
chr1_150592182_150592667,6.209404,0.0,10.331644,0.0,0.0,0.0,8.53003,0.0,5.904815,0.0,10.852906,4.871414
chr1_15059594_15059681,4.83673,6.592460000000001,0.0,0.0,0.0872,0.0,4.95292,2.50478,0.0,0.0,0.0,7.011205
chr1_150600412_150600701,11.183173,11.505041,0.0,0.0,0.0,17.8253,0.0,8.857166000000003,5.904815,0.0,10.852906,6.863008333333332
chr1_150735950_150736336,17.419176999999998,10.952327,0.0,0.0,0.0,13.982121,0.0,9.970828,3.305106,0.0,8.908705,3.07685
chr1_151172142_151172526,19.898209,9.633354,0.0,2.261729,0.0,22.54609,0.0,10.521899,3.5357510000000003,0.0,6.34957,0.0
chr1_151172620_151173197,19.898209,9.633354,0.0,2.261729,0.0,22.54609,0.0,10.521899,3.5357510000000003,0.0,6.34957,0.0
chr1_151249767_151250096,8.664339,10.883059,0.0,0.0,0.0448,3.740217,0.0,7.629788499999999,3.5357510000000003,0.0,0.0,5.224855000000002
chr1_151445792_151446161,9.229797,12.993917,0.0,0.0,0.0457,10.750325,0.0,6.246677,0.0,0.0,0.0,4.577443
chr1_151892722_151892912,11.729256,6.648910000000001,0.0,0.0,0.0312,0.0,0.0,5.52459,0.0,1.643735,0.0,6.41696
chr1_152006910_152007460,14.205577666666665,12.248326,23.343989,0.0,0.055999999999999994,10.472608,2.31922,5.9463050000000015,0.0,1.643735,0.0,6.468979
chr1_152007615_152008057,13.564833333333333,12.248326,23.343989,0.0,0.0,0.0,0.0,5.9463050000000015,0.0,1.643735,0.0,6.468979
chr1_153715466_153715694,18.322268,13.210289,0.0,0.0,0.0395,6.581631,1.6922400000000002,4.358194,4.464938,0.0,5.087001,9.144321
chr1_153716388_153716727,18.322268,16.156426999999994,0.0,0.0,0.0,6.581631,0.0,4.358194,4.464938,0.0,5.087001,9.144321
chr1_153762591_153763309,20.735746,10.865667,0.0,0.0,0.3328,12.480391,3.16436,4.7387120000000005,0.0,0.0,0.0,6.19319
chr1_153936554_153936861,19.521415,15.944598,0.0,2.021886,0.1498,21.626508,0.0,13.709074,3.131989,0.0,8.585344000000001,3.1056790000000003
chr1_154154606_154155027,23.540643,12.120517,0.0,9.786312333333333,0.1492,35.683793,0.0,12.093187,4.502064,0.0,16.456145000000006,4.871848
chr1_154299137_154299452,8.355523,14.743418,0.0,1.80495,0.1861,10.977206,0.0,7.050105,2.414978,0.0,3.746556,5.526804
chr1_154391539_154392211,4.264039,6.32033,0.0,1.996735,0.0,4.017158,0.0,0.0,0.0,0.0,2.610049,6.046047
chr1_154392646_154393050,4.264039,6.32033,0.0,1.996735,0.0683,4.017158,0.0,0.0,0.0,0.0,2.610049,6.046047
chr1_154579303_154579782,30.410026000000002,11.141319,1.504046,3.177182,0.0,18.742399,0.0,10.444737,6.644864,0.0,13.186014000000002,4.3769019999999985
chr1_154582047_154582244,30.410026000000002,11.141319,1.504046,3.177182,0.0302,18.742399,0.0,10.444737,4.948343,0.0,13.186014000000002,6.214219
chr1_154910155_154910399,43.69279,20.552994,7.683536,0.0,0.1286,25.960559,1.94448,12.789556,2.713849,0.0,8.049925,8.939996
chr1_154914634_154915296,43.69279,20.552994,0.0,0.0,0.0937,25.960559,1.96053,12.789556,2.713849,0.0,8.049925,8.939996
chr1_154972628_154972915,17.208011,13.119860999999998,0.0,0.0,0.2242,14.797807999999998,0.0,8.589277000000001,2.713849,0.0,8.049925,0.0
chr1_154973036_154973200,17.208011,13.119860999999998,0.0,0.0,0.2242,14.797807999999998,0.0,8.589277000000001,2.713849,6.928656,8.049925,0.0
chr1_154973335_154973935,17.208011,13.119860999999998,6.581666,0.0,0.2242,14.797807999999998,4.12743,8.589277000000001,2.713849,0.0,8.049925,0.0
chr1_154977099_154977253,17.208011,13.119860999999998,0.0,2.179154,0.0,14.797807999999998,0.0,8.589277000000001,2.713849,0.0,8.049925,6.729259
chr1_154978035_154978657,17.208011,13.119860999999998,0.0,2.179154,0.0,14.797807999999998,0.0,8.589277000000001,2.713849,0.0,8.049925,6.729259
chr1_154979104_154979305,17.208011,13.119860999999998,0.0,2.179154,0.0616,14.797807999999998,0.0,8.589277000000001,2.713849,0.0,8.049925,6.729259
chr1_155469100_155469412,14.141668,14.162536,0.0,0.0,0.0,0.0,0.0,7.8690143333333324,3.246046,0.0,7.955118,5.9241285
chr1_155496665_155497012,6.302119,4.010257,0.0,0.0,0.0,0.0,0.0,0.0,3.246046,0.0,7.955118,4.442328
chr1_155535083_155535193,17.240617999999998,7.6543505000000005,0.0,0.0,0.0,26.596301,0.0,9.857987,3.246046,0.0,7.955118,5.640071
chr1_155830201_155830522,12.958724,8.731771,4.300757,0.0,0.0764,16.375169,0.0,11.557535,3.478814,0.0,4.334182,6.545717333333332
chr1_15587144_15587415,10.299564,16.354804,0.0,0.0,0.0,0.0,0.0,5.399168,0.0,0.0,0.0,5.549398
chr1_155916072_155916212,16.161945000000003,11.8885155,0.0,0.0,0.2825,7.937716,4.284669999999998,6.786758,3.478814,0.0,3.396143,10.6133
chr1_155944562_155945214,14.9808755,16.429725,4.045392,2.7702,0.0,15.7807845,0.0,11.730648,3.478814,0.0,23.487168,6.501839
chr1_155945743_155946196,14.9808755,16.429725,4.045392,2.7702,0.0545,15.7807845,74.41726,11.730648,3.478814,0.0,23.487168,6.501839
chr1_155946363_155946660,14.9808755,16.429725,4.045392,2.7702,0.0545,15.7807845,0.0,11.730648,3.478814,0.0,23.487168,6.501839
chr1_156066868_156067143,14.251697,11.656576,24.196273,0.0,0.1625,9.675627,12.93263,4.533017,0.0,0.0,3.2969980000000003,6.662017999999999
chr1_156073142_156073699,9.790853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.662017999999999
chr1_156073854_156074351,10.3173955,14.175529999999998,0.0,0.0,0.0557,9.457791,0.0,4.851803,0.0,0.0,0.0,6.662017999999999
chr1_156074715_156075305,13.624768,14.175529999999998,0.0,0.0,0.0,9.457791,0.0,4.851803,0.0,0.0,4.626168,6.662017999999999
chr1_156089405_156089622,17.022945999999994,12.027497,0.0,0.0,0.0708,9.773863,0.0,6.856868,1.935221,0.0,12.632494,6.662017999999999
chr1_156095033_156095181,17.022945999999994,12.027497,0.0,0.0,0.0263,9.287187,0.0,6.856868,1.935221,0.0,12.632494,6.662017999999999
chr1_156118146_156118395,17.72597,19.058116,0.0,0.0,0.0547,13.618952333333333,3.57711,6.455927,3.73639,0.0,6.294782,12.976057
