name_E,H3k9ac_E,DNaseI_E,H3k4me3_E,H3k27ac_E,H3k36me3_E,Ctcf_E,H3k79me2_E,H4k20me1_E,H3k4me1_E,H3k27me3_E,H3k4me2_E
chr10_3870489_3871262,9.110516,14.5,12.707905,12.336155,3.961143,0.0,0.0,0.0,7.99383,0.0,14.967285
chr10_3893365_3894190,7.3100545,93.0,0.0,23.973162,0.0,0.0,0.0,0.0,6.35697,0.0,11.817734
chr10_3899382_3899877,4.443675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3928866_3929216,9.565605999999999,39.0,0.0,19.334107,0.0,0.0,0.0,0.0,5.5272505,0.0,4.6387745
chr10_3929991_3930887,9.565605999999999,56.0,0.0,19.334107,0.0,0.0,0.0,0.0,5.5272505,0.0,4.6387745
chr10_3932191_3932411,3.735684,32.5,0.0,19.334107,0.0,0.0,0.0,0.0,5.5272505,0.0,4.712499
chr10_3936015_3936390,3.735684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3515805,0.0,2.4132580000000003
chr10_3938329_3938538,3.735684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3515805,0.0,2.4132580000000003
chr10_3944367_3944901,3.735684,0.0,0.0,3.428486,0.0,0.0,0.0,0.0,4.723517500000001,0.0,3.5205635000000006
chr10_4172866_4173257,6.907067999999999,0.0,0.0,11.071195,0.0,0.0,0.0,0.0,8.197641,0.0,12.447764
chr10_4173688_4174411,6.907067999999999,19.5,8.724448500000001,11.071195,0.0,0.0,0.0,0.0,8.197641,0.0,12.447764
chr10_4289203_4289519,8.531749000000001,25.0,0.0,26.173991,0.0,0.0,0.0,0.0,6.833260000000001,0.0,7.761503999999999
chr10_4358748_4358982,8.630479,36.0,10.74698,12.73799,0.0,0.0,0.0,0.0,4.596467,0.0,6.956641
chr10_4386754_4387085,12.820997,102.0,0.0,20.309215,0.0,1.6798669999999998,0.0,0.0,5.965617,0.0,8.257916
chr10_4396174_4396330,17.455966,70.0,3.116888,21.025117,0.0,1.6798669999999998,0.0,0.0,6.242165,0.0,8.56964
chr10_4705159_4705783,16.051875,66.0,0.0,16.533314,2.288907,0.0,10.8428,0.0,7.3253425000000005,0.0,7.774383999999999
chr10_4711881_4712067,20.219883,0.0,0.0,16.533314,2.288907,0.0,3.74582,0.0,4.741211,0.0,13.10953
chr10_4712833_4713220,20.219883,27.0,8.834436,16.533314,2.288907,0.0,3.74582,0.0,4.741211,0.0,13.10953
chr10_4728868_4729211,21.682016,82.0,4.33901,16.533314,2.288907,0.0,0.0,0.0,6.1759629999999985,0.0,8.544875
chr10_4813646_4813900,14.649521666666667,18.0,0.0,28.059593,0.0,0.0,0.0,0.0,5.6365445,0.0,10.206784
chr10_4989909_4990226,3.744665,100.0,0.0,10.98326,0.0,0.0,0.0,0.0,8.935842999999998,0.0,0.0
chr10_5113786_5114179,4.035401,9.0,6.676439,9.335479,0.0,0.0,0.0,0.0,6.7840240000000005,0.0,7.998162
chr10_5333644_5334212,11.8233965,61.0,0.0,35.478511,0.0,0.0,0.0,0.0,7.472883,0.0,9.435163
chr10_5334474_5334640,9.21543,0.0,0.0,35.478511,0.0,0.0,0.0,0.0,7.472883,0.0,9.435163
chr10_5576341_5576485,11.078622,76.0,0.0,18.907891,0.0,0.0,0.0,0.0,7.94924,0.0,9.241981
chr10_5577499_5577735,11.078622,38.0,0.0,18.907891,0.0,0.0,0.0,0.0,7.94924,0.0,9.241981
chr10_5587810_5588190,17.534758,16.0,0.0,40.985346,0.0,0.0,0.0,0.0,7.94924,0.0,8.628274000000001
chr10_5588881_5589169,17.534758,76.0,0.0,40.985346,0.0,0.0,0.0,0.0,7.94924,0.0,8.628274000000001
chr10_5590010_5590295,17.534758,50.0,4.686396,40.985346,0.0,0.0,0.0,0.0,7.94924,0.0,8.628274000000001
chr10_5590959_5591270,17.534758,65.0,0.0,40.985346,0.0,0.0,0.0,0.0,7.94924,0.0,8.628274000000001
chr10_5593718_5593999,17.534758,163.0,0.0,40.985346,0.0,0.0,0.0,0.0,7.94924,0.0,10.092795
chr10_5596279_5596669,17.534758,20.5,0.0,40.985346,0.0,0.0,2.6044560000000003,0.0,7.94924,0.0,4.765072
chr10_5607602_5608000,17.45104,156.0,0.0,46.83738,0.0,0.0,0.0,0.0,7.94924,0.0,5.564577
chr10_5638863_5639270,13.638285,36.5,0.0,28.228448,2.0449040000000003,0.0,5.049111,0.0,7.94924,0.0,11.642712
chr1_100113534_100114036,15.597645000000002,56.0,12.196251,13.518710999999998,0.0,21.922164,0.0,0.0,5.51822,0.0,12.915897
chr1_10127211_10127315,14.287023,20.5,0.0,12.940454,2.4931650000000003,0.0,4.560007,0.0,7.076617999999999,0.0,10.309304
chr1_101725356_101725679,9.909086,47.0,0.0,6.544511,0.0,0.0,0.0,1.197568,5.596386,0.0,5.047411
chr1_10269964_10270260,13.903278,88.0,29.267072,13.86755,0.0,21.505767,5.303725,0.0,3.860742,0.0,8.0337625
chr1_10556105_10556527,14.790999999999999,173.0,3.670905,19.363433,0.0,0.0,4.710816,1.875551,10.103635,0.0,10.595662
chr1_10557233_10557456,14.790999999999999,0.0,3.670905,19.363433,3.826955,0.0,4.710816,1.875551,10.103635,0.0,10.595662
chr1_10695291_10695734,12.567132,258.3333333333333,6.4989870000000005,19.553305,0.0,0.0,0.0,0.0,11.481979,0.0,10.139786
chr1_10849807_10850141,1.493208,0.0,0.0,0.0,0.0,0.0,2.508262,0.0,0.0,0.0,0.0
chr1_10853986_10854555,1.493208,46.0,14.469036,0.0,0.0,0.0,2.508262,0.0,7.13543,0.0,18.618715
chr1_108741685_108742156,9.588568,0.0,36.394294,8.648956,3.12866,0.0,9.329176,1.749494,5.438437,0.0,16.339519
chr1_109246671_109246905,3.907443,0.0,0.0,4.465278,0.0,0.0,0.0,1.616889,6.204602,0.0,4.9833789999999984
chr1_109262615_109262764,6.661036,100.0,0.0,15.803588,0.0,0.0,0.0,0.0,9.012097,0.0,6.954043
chr1_10927237_10927380,1.493208,194.0,9.050684,0.0,0.0,9.4843175,0.0,0.0,1.731022,0.0,10.589225
chr1_1093610_1093958,12.255932,224.0,9.151212,10.401612,0.0,0.0,0.0,0.0,5.8247695,0.0,18.261287
chr1_10960432_10960567,4.9716655,162.0,6.304366,8.250739,0.0,0.0,0.0,0.0,11.417221,0.0,12.690504
chr1_109800134_109800539,4.53815,92.0,0.0,10.840683,3.0512490000000003,0.0,5.188601,0.0,10.180334,0.0,9.977805
chr1_109841804_109842152,6.4124940000000015,139.0,0.0,7.786375,3.0512490000000003,0.0,5.188601,0.0,10.428371,0.0,8.68115
chr1_109842394_109842833,6.4124940000000015,0.0,0.0,7.786375,3.0512490000000003,0.0,5.188601,0.0,10.428371,0.0,8.68115
chr1_109913179_109913623,3.619057,26.0,7.013611999999998,3.4734160000000003,0.0,0.0,0.0,0.0,8.005828999999999,0.0,9.648845
chr1_110335775_110336041,3.872184,0.0,0.0,9.111889,0.0,0.0,0.0,0.0,8.825234,0.0,8.062842
chr1_110363861_110364229,5.50335,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8.495583,0.0,1.538893
chr1_110454846_110455290,5.371314,28.0,20.443507,0.0,2.709431,0.0,4.90194,0.0,5.743045,0.0,16.696903
chr1_110879130_110879445,18.699539,10.0,28.215293,16.023688,3.093604,0.0,8.276078,1.488574,3.0337195,0.0,14.810322
chr1_111735402_111735659,4.6147855,19.0,0.0,11.83833,3.35154,0.0,0.0,0.0,5.9104,0.0,3.69569
chr1_111735691_111736003,4.6147855,0.0,0.0,12.5195925,3.35154,0.0,0.0,0.0,5.9104,0.0,3.69569
chr1_111764327_111764759,5.724679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.429694,0.0,7.691342
chr1_112050044_112050594,4.035197,0.0,4.254054,0.0,0.0,0.0,0.0,1.415797,4.0958055,2.148663,12.844083
chr1_112135698_112135869,3.857377,131.0,4.154758,7.632039,0.0,0.0,0.0,1.415797,6.564748,0.0,7.956952999999999
chr1_112163412_112163797,12.616508,0.0,19.555002,9.592962,1.971852,0.0,4.703363,1.415797,4.532238,0.0,11.546507
chr1_112163826_112164071,12.616508,0.0,19.555002,9.592962,1.971852,0.0,4.703363,1.415797,4.532238,0.0,11.546507
chr1_113086746_113087141,13.71284,74.0,0.0,12.714053,3.174362,0.0,0.0,0.0,4.304933,0.0,10.159561
chr1_113584893_113585079,7.420722,35.0,0.0,9.200055,0.0,0.0,0.0,0.0,6.941259,0.0,5.675342499999998
chr1_114575620_114575801,16.408858,99.0,0.0,7.119198,0.0,0.0,0.0,0.0,6.251391,0.0,9.181116
chr1_115052481_115052766,15.757091,0.0,36.355255,11.849738,0.0,0.0,7.610177,1.796682,5.679025,0.0,14.058817
chr1_115605190_115605611,4.070757,49.0,0.0,10.204862,0.0,0.0,0.0,0.0,7.275243,0.0,4.8791410000000015
chr1_115605746_115606114,8.468975499999999,0.0,0.0,10.894734333333332,0.0,0.0,0.0,0.0,7.275243,0.0,4.8791410000000015
chr1_115732772_115733197,5.397002,154.0,0.0,10.95032,0.0,0.0,0.0,0.0,6.250657,0.0,7.9770949999999985
chr1_116088478_116088732,5.1614755,134.0,9.433188,17.211681,0.0,0.0,0.0,0.0,7.332445,0.0,6.84387
chr1_116520279_116520650,16.209692999999998,89.0,25.020693,18.459366,3.937408,0.0,7.020507,1.932022,5.411292,0.0,12.193292
chr1_116918925_116919548,15.962751999999998,120.0,22.928115,20.370397,5.802813,0.0,14.622119,2.472301,7.2070820000000015,0.0,18.884568
chr1_116920378_116921129,15.962751999999998,68.5,22.928115,20.370397,5.802813,0.0,14.622119,2.472301,7.2070820000000015,0.0,18.884568
chr1_117046366_117046546,1.994409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.306103999999999,0.0,0.0
chr1_117047053_117047428,1.994409,28.0,0.0,4.433014,0.0,0.0,0.0,0.0,7.306103999999999,0.0,3.226111
chr1_117050808_117051139,1.994409,0.0,0.0,13.575125,0.0,0.0,0.0,0.0,7.306103999999999,0.0,5.858752
chr1_117051576_117051921,1.994409,98.0,0.0,13.575125,2.699394,0.0,0.0,0.0,7.306103999999999,0.0,5.858752
chr1_117074509_117074935,2.471447,0.0,0.0,0.0,2.699394,0.0,4.511436,1.49004,0.0,0.0,0.0
chr1_117080047_117080432,2.471447,502.0,0.0,9.169696,2.699394,0.0,4.511436,1.49004,8.260178999999999,0.0,4.136575
chr1_117081238_117081452,4.1628655,64.0,0.0,9.169696,5.737101999999999,0.0,4.511436,1.49004,8.260178999999999,0.0,4.136575
chr1_117082797_117083071,2.471447,11.0,0.0,9.169696,2.699394,0.0,4.511436,1.49004,8.260178999999999,0.0,0.0
chr1_117100772_117101124,2.471447,0.0,0.0,13.47774,2.036074,0.0,4.511436,0.0,7.407692,0.0,0.0
chr1_117111804_117112156,7.101858,0.0,19.753709,0.0,2.0074560000000004,0.0,4.511436,0.0,4.5729950000000015,0.0,13.088752
chr1_117112460_117112738,7.101858,0.0,19.753709,12.069816,2.0074560000000004,0.0,4.511436,0.0,5.8406435,0.0,13.088752
chr1_117421623_117422020,8.398741000000001,54.0,7.447754,17.618879999999994,0.0,16.388047,0.0,0.0,6.382036,0.0,12.114166
chr1_117422443_117422644,8.398741000000001,0.0,7.447754,17.618879999999994,0.0,0.0,0.0,0.0,6.382036,0.0,12.114166
chr1_117424835_117425013,3.561417,0.0,0.0,17.618879999999994,0.0,0.0,0.0,0.0,6.382036,0.0,4.3783379999999985
chr1_117533270_117533527,6.334186,89.0,0.0,7.828692,3.24708,0.0,6.792655,0.0,11.160063,0.0,6.482312
chr1_11968510_11969143,12.18599,159.5,9.017449,22.208426,0.0,0.0,0.0,0.0,3.660592,0.0,9.12586
chr1_120255895_120256325,13.954651,0.0,24.899539,13.05899,3.43115,0.0,8.95974,1.983242,3.840537,0.0,17.699945
chr1_12493313_12493712,3.887321,17.0,0.0,0.0,3.473644,0.0,0.0,1.574216,8.925416,0.0,0.0
chr1_12493910_12494304,3.887321,0.0,0.0,0.0,3.473644,0.0,0.0,1.574216,8.925416,0.0,10.395248
chr1_12533412_12533678,1.6364040000000002,0.0,0.0,1.896184,3.473644,0.0,0.0,0.0,0.0,0.0,2.15099
chr1_12546528_12546819,1.6364040000000002,0.0,0.0,1.896184,3.473644,0.0,0.0,0.0,0.0,0.0,2.15099
chr1_12609717_12610039,9.710711,116.0,0.0,10.713061,0.0,0.0,0.0,1.497218,6.49315,2.282164,12.017722
chr1_12675687_12675874,16.862009,0.0,23.895163,16.760612,0.0,0.0,3.432114,0.0,4.886236,0.0,19.447728
chr1_14027926_14028325,2.014981,0.0,13.959986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.719542
chr1_14029077_14029879,2.014981,0.0,0.0,0.0,0.0,0.0,3.510731,0.0,0.0,0.0,0.0
chr1_142538903_142539547,9.684091,17.0,7.325360000000001,5.44337,9.144803,11.262216,4.8537690000000016,4.9180449999999984,5.841585,3.5896410000000003,7.040526333333332
chr1_144533627_144534178,21.3378665,482.5,13.90697,10.449172,1.783498,5.8048470000000005,0.0,1.7632709999999998,9.833667,0.0,14.478728
chr1_144536201_144536370,4.1469830000000005,98.0,6.784422500000001,10.449172,1.783498,0.0,0.0,1.7632709999999998,9.833667,0.0,14.478728
chr1_144871122_144871347,1.623806,0.0,0.0,0.0,5.080467,0.0,0.0,1.870276,0.0,0.0,0.0
chr1_144908312_144908601,9.307568,52.0,9.470622,15.467278333333333,5.080467,0.0,0.0,2.145693,8.157224000000001,0.0,7.492674000000001
chr1_144908806_144909147,9.307568,45.0,0.0,15.467278333333333,5.080467,0.0,0.0,2.145693,8.157224000000001,0.0,7.492674000000001
chr1_144927217_144927550,18.727883,0.0,49.673137,13.686082,5.080467,0.0,22.128088,2.145693,6.869834,0.0,32.65036
chr1_144987154_144987391,15.848446,0.0,0.0,8.632707,3.560862,0.0,3.724747,3.249303,14.079617,2.904345,5.4350190000000005
chr1_144988079_144988414,12.21832,0.0,0.0,8.632707,3.560862,0.0,3.724747,3.249303,14.079617,2.904345,5.4350190000000005
chr1_145009158_145009716,7.818554,76.0,11.0428705,7.73573,3.560862,0.0,2.727692,3.249303,9.52563,2.904345,8.812621499999999
chr1_145012331_145013054,6.366747,0.0,0.0,0.0,3.560862,0.0,0.0,3.249303,0.0,2.904345,5.4350190000000005
chr1_145042783_145043227,7.67266,164.0,5.216605,13.952236,3.560862,14.023692,0.0,3.249303,12.241958,2.904345,18.9355175
chr1_145054975_145055306,4.107624,0.0,0.0,2.31165,3.560862,0.0,0.0,3.249303,5.6752400000000005,2.904345,5.4350190000000005
chr1_145058996_145059322,4.107624,142.0,0.0,2.31165,3.560862,17.809967,2.831389,3.249303,4.943593,2.904345,5.4350190000000005
chr1_145064438_145064839,4.107624,0.0,0.0,2.31165,3.560862,0.0,2.627671,3.249303,0.0,2.904345,5.4350190000000005
chr1_145090155_145090603,4.107624,34.0,0.0,7.907447,3.560862,0.0,0.0,3.249303,6.2071135,2.904345,5.4350190000000005
chr1_145092450_145092883,9.9306875,89.0,14.091553,9.165881,3.560862,0.0,0.0,3.249303,6.2071135,2.904345,10.840844
chr1_145113904_145114998,8.723442499999999,411.5,4.306979,23.630203,3.560862,10.454444,0.0,3.249303,6.1468345000000015,2.904345,5.4350190000000005
chr1_145226678_145226829,5.133213,0.0,0.0,14.220432999999998,0.0,0.0,6.563774,0.0,5.1136680000000005,0.0,6.627292
chr1_145437595_145437817,14.306349,0.0,31.062051,16.054663,0.0,2.075261,11.107551,0.0,9.252604,0.0,15.996667
chr1_145454760_145454851,10.736302,0.0,0.0,15.903443,0.0,0.0,0.0,0.0,9.72425,0.0,8.18533
chr1_145455122_145455741,15.40924266666667,114.0,9.194828,15.903443,0.0,0.0,0.0,0.0,9.72425,0.0,8.18533
chr1_146764405_146764804,3.4274949999999995,40.0,0.0,6.622741,3.884487000000001,0.0,0.0,0.0,6.09539,0.0,0.0
chr1_147775754_147775884,7.172130999999999,0.0,21.153532,11.14631,0.0,0.0,0.0,0.0,0.0,2.039137,8.1718295
chr1_147806841_147807184,14.671518,68.0,10.007377,16.779695999999998,0.0,0.0,0.0,0.0,2.7079675,0.0,14.121395
chr1_149215297_149215704,9.6040245,60.0,4.2506025,8.6498655,0.0,0.0,0.0,0.0,0.0,0.0,6.895116999999999
chr1_149981648_149981889,17.286231,34.0,29.208707,15.64097,2.2847880000000003,0.0,3.661226,0.0,5.044036,0.0,11.913403
chr1_150135231_150135764,14.329991,228.0,6.346804,9.922702,0.0,0.0,0.0,0.0,5.585184,0.0,9.583866
chr1_150185878_150186128,9.988935,177.0,8.273256,14.949685999999998,0.0,0.0,0.0,0.0,3.854901,0.0,13.643414000000002
chr1_150294873_150295138,19.125829,0.0,24.288713,13.48755,3.611891,0.0,8.848735000000003,0.0,4.556266,0.0,8.907960000000003
chr1_150577042_150577503,10.346334,124.0,0.0,15.464347,2.633757,0.0,0.0,0.0,5.0062135,0.0,9.301934
chr1_150585815_150586394,13.021601,104.0,4.1664059999999985,23.523571,2.633757,0.0,0.0,0.0,5.4906985000000015,0.0,5.369775
chr1_150592182_150592667,5.047803,68.0,0.0,10.02148,2.633757,18.374477,8.061903,0.0,5.6243655000000015,0.0,9.652921
chr1_15059594_15059681,8.854513,165.0,4.550832,20.077241,0.0,0.0,0.0,0.0,5.632065,0.0,14.227593
chr1_150600412_150600701,10.308563,15.0,24.903191,10.02148,2.633757,0.0,8.061903,0.0,5.6243655000000015,0.0,13.549579
chr1_150949569_150950014,5.202694,136.0,7.0434470000000005,6.601928,3.756924,0.0,0.0,1.67843,6.5927050000000005,0.0,11.60382
chr1_151166314_151166527,9.167678,15.0,0.0,18.005925,2.715896,0.0,0.0,0.0,5.8692660000000005,0.0,10.372457
chr1_151168297_151168505,13.0050515,28.0,0.0,18.005925,3.479852,0.0,0.0,1.825815,4.81951,0.0,10.372457
chr1_151172142_151172526,19.0240735,0.0,36.653615,18.005925,3.479852,0.0,10.356866,1.825815,0.0,0.0,10.372457
chr1_151172620_151173197,19.0240735,32.0,36.653615,18.005925,3.479852,0.0,10.356866,1.825815,0.0,0.0,10.372457
chr1_151284018_151284391,5.672198000000002,388.0,0.0,14.989446,3.479852,0.0,4.412586,1.804706,7.882757000000002,0.0,0.0
chr1_151485676_151485841,10.211764,19.0,10.403028,10.574936,0.0,0.0,0.0,0.0,8.250681,0.0,14.920487
chr1_151486181_151486300,10.211764,48.0,10.403028,10.574936,0.0,0.0,0.0,0.0,8.250681,0.0,14.920487
chr1_151809390_151809745,4.696143,119.0,0.0,12.91734,0.0,0.0,0.0,0.0,7.034782999999999,0.0,7.485539
chr1_151913142_151913275,9.02056,0.0,0.0,27.57375,0.0,0.0,0.0,0.0,6.052847,0.0,0.0
chr1_151913574_151913780,9.02056,0.0,0.0,27.57375,0.0,0.0,0.0,0.0,6.052847,0.0,0.0
chr1_151913815_151914271,9.02056,378.0,0.0,27.57375,0.0,0.0,0.0,0.0,6.052847,0.0,10.115939
chr1_151916920_151917624,18.049686,0.0,0.0,27.57375,0.0,0.0,0.0,0.0,8.864591,0.0,10.459951
chr1_151918898_151919222,18.049686,192.0,10.352978,27.57375,0.0,0.0,0.0,0.0,8.864591,0.0,10.459951
chr1_151945068_151945221,12.728837,22.0,7.211839,18.604307,4.3940790000000005,0.0,0.0,0.0,6.5875020000000015,0.0,6.079064
chr1_151960875_151961433,30.72077,56.0,33.46244,18.604307,4.3940790000000005,0.0,13.0165675,2.841381,6.5875020000000015,0.0,9.746732000000002
chr1_151961675_151962369,30.72077,62.0,33.46244,18.604307,4.3940790000000005,0.0,13.0165675,2.841381,6.5875020000000015,0.0,9.746732000000002
chr1_151968368_151968560,30.72077,26.0,0.0,18.604307,4.3940790000000005,0.0,8.692688,0.0,6.5875020000000015,0.0,9.746732000000002
chr1_152006910_152007460,43.057164,55.0,39.963675,28.673308,8.646106,26.313637,17.288473,3.790053,5.591533,0.0,10.0920255
chr1_152007615_152008057,43.057164,38.0,39.963675,28.673308,8.646106,26.313637,17.288473,0.0,5.591533,0.0,10.0920255
chr1_152010545_152011004,43.057164,0.0,0.0,28.673308,0.0,0.0,17.288473,0.0,0.0,0.0,10.0920255
chr1_152022022_152022514,13.709407999999998,117.5,0.0,29.468801000000006,0.0,0.0,0.0,0.0,7.693914,3.568102,8.051039
chr1_15240254_15240560,9.002588000000003,68.0,0.0,10.548485,0.0,0.0,0.0,1.25121,9.125404,0.0,8.458799
chr1_153358841_153359368,3.0162180000000003,46.0,0.0,5.785586,0.0,0.0,0.0,0.0,9.348486,0.0,8.529814
chr1_153361312_153361704,2.057375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.517331,1.825341,0.0
chr1_153541018_153541368,34.03485,136.0,25.269174,42.36052,0.0,41.268282,10.874772,1.816322,9.293088,0.0,16.195079999999994
chr1_153583449_153583810,24.319801,51.0,37.000487,23.418141,3.529845,0.0,6.305255000000002,1.559032,8.694218,1.207121,20.538494
chr1_153936554_153936861,11.659594,56.0,18.233083,14.951596,3.117228,0.0,12.034492,1.264864,8.909335,0.0,19.312777
chr1_154154606_154155027,15.390721,0.0,24.627739,17.849972,4.486986,0.0,10.061353,2.867605,5.1654550000000015,0.0,10.060917
chr1_154391539_154392211,13.077053,47.0,4.136126,11.372835,0.0,0.0,5.247634,0.0,11.84036,0.0,7.543856
chr1_154392646_154393050,13.077053,59.0,0.0,11.372835,0.0,0.0,0.0,0.0,11.84036,0.0,7.543856
chr1_154404273_154404562,13.427156,84.0,0.0,16.680007,2.013284,0.0,0.0,0.0,8.031171,0.0,6.929417999999999
chr1_154405181_154405498,12.471281,0.0,0.0,16.680007,2.013284,0.0,0.0,0.0,8.031171,0.0,9.50133
chr1_154579303_154579782,15.43889,0.0,23.945557,13.188094,3.579568,0.0,8.319205,1.352544,7.110056,0.0,13.754574
chr1_154582047_154582244,15.43889,0.0,23.945557,13.188094,3.579568,0.0,8.319205,1.352544,7.878893499999999,0.0,13.754574
chr1_154910155_154910399,23.035512,157.0,19.7299,30.771057,0.0,14.167237,0.0,1.352544,3.343818,0.0,17.86103
chr1_154972628_154972915,7.906325999999999,0.0,24.111328,6.6767059999999985,0.0,0.0,5.826603,0.0,5.4347955,0.0,13.16659
chr1_154973036_154973200,7.906325999999999,0.0,24.111328,6.6767059999999985,0.0,0.0,5.826603,0.0,5.4347955,0.0,13.16659
chr1_154973335_154973935,7.906325999999999,211.0,24.111328,6.6767059999999985,0.0,0.0,5.826603,0.0,5.02332,0.0,13.16659
chr1_154977099_154977253,7.906325999999999,0.0,24.111328,6.6767059999999985,0.0,0.0,5.826603,0.0,4.9865699999999995,0.0,13.16659
chr1_154978035_154978657,7.906325999999999,26.0,24.111328,6.6767059999999985,3.82878,0.0,5.826603,1.5947049999999998,4.9865699999999995,0.0,13.16659
chr1_155098409_155098801,17.705707,56.0,23.070732,11.74943,0.0,0.0,0.0,0.0,4.39939,0.0,21.293018
chr1_15519488_15519688,1.657543,0.0,0.0,0.0,1.941595,0.0,5.499177,1.25121,0.0,0.0,0.0
chr1_155535083_155535193,15.531218,0.0,30.558627,0.0,3.7116050000000005,0.0,5.8411290000000005,0.0,0.0,0.0,8.158288
chr1_155620238_155620623,9.371392,0.0,0.0,16.388088,2.754408,0.0,0.0,0.0,6.277373000000001,0.0,10.265805
chr1_155944562_155945214,17.804202,0.0,26.413755,9.800241,4.300036,0.0,12.975914999999999,2.257113,6.9388925000000015,0.0,14.214726999999998
chr1_155945743_155946196,17.804202,87.0,26.413755,9.800241,4.300036,0.0,12.975914999999999,2.257113,6.9388925000000015,0.0,14.214726999999998
chr1_155946363_155946660,17.804202,47.0,26.413755,9.800241,4.300036,0.0,12.975914999999999,2.257113,6.9388925000000015,0.0,14.214726999999998
chr1_156066868_156067143,16.572945999999998,0.0,0.0,7.848935000000001,0.0,29.070128000000004,2.546228,0.0,6.618039999999999,0.0,3.989496
chr1_156073142_156073699,14.281866,50.0,0.0,23.278633,0.0,0.0,0.0,0.0,6.948993999999999,0.0,11.941218
chr1_156073854_156074351,14.281866,160.0,10.9624325,23.278633,0.0,0.0,4.06458,0.0,6.948993999999999,0.0,11.941218
chr1_156074715_156075305,14.281866,0.0,10.828851,23.278633,0.0,0.0,4.06458,0.0,6.948993999999999,0.0,11.941218
chr1_156089405_156089622,21.714941,55.0,10.828851,28.831063,3.681232,5.53631,14.287675,1.828047,7.927991499999999,0.0,15.163702
