name_E,DNaseI_E
chr1_172327558_172328156,0.047
chr1_172715484_172715760,0.0343
chr1_172828423_172828792,0.0501
chr1_172887147_172887473,0.097
chr1_172903010_172903534,0.1284
chr1_172920935_172921277,0.0305
chr1_172938789_172938985,0.0459
chr1_172972573_172972790,0.0415
chr1_173091914_173092434,0.1281
chr1_173092552_173092771,0.1281
chr1_173398914_173399297,0.0708
chr1_173447359_173447668,0.0872
chr1_17425016_17425355,0.0417
chr1_17454855_17455288,0.2456
chr1_175094142_175094504,0.1157
chr1_175160901_175161109,0.093
chr1_17534687_17534794,0.0913
chr1_17578205_17578469,0.0283
chr1_177150553_177151051,0.1023
chr1_177178348_177178736,0.2193
chr1_178207948_178208160,0.0589
chr1_178252303_178252477,0.0629
chr1_17865185_17865523,0.0289
chr1_17896198_17896624,0.1439
chr1_179110934_179111289,0.0377
chr1_17956441_17957463,0.0384
chr1_179734817_179735116,0.0314
chr1_180200315_180200683,0.1397
chr1_180895607_180895967,0.0285
chr1_181042855_181043067,0.0323
chr1_181074349_181074924,0.0744
chr1_181096103_181096331,0.0494
chr1_181104473_181105818,0.0237
chr1_181110732_181111003,0.0231
chr1_181998739_181999134,0.0537
chr1_18200796_18200931,0.0388
chr1_183129116_183129507,0.1638
chr1_183132366_183132749,0.0597
chr1_183133608_183133779,0.0492
chr1_183149947_183150219,0.0425
chr1_183161027_183161375,0.0494
chr1_183239968_183240242,0.0618
chr1_183241451_183241867,0.1326
chr1_183248987_183249454,0.0272
chr1_183333168_183333467,0.042
chr1_183549376_183549721,0.0551
chr1_183578502_183578873,0.0279
chr1_1840449_1840835,0.161
chr1_184836042_184836526,0.0231
chr1_184922808_184923031,0.037
chr1_185374355_185374736,0.0292
chr1_185453251_185453699,0.0416
chr1_186587444_186588060,0.0569
chr1_186612873_186613046,0.0842
chr1_187996792_187997117,0.0671
chr1_192446152_192446393,0.0664
chr1_19248887_19249092,0.0438
chr1_192500254_192500504,0.0442
chr1_19253034_19253391,0.2213
chr1_192549613_192549895,0.0387
chr1_192608900_192609547,0.0242
chr1_192733103_192733287,0.0301
chr1_19274997_19275345,0.0225
chr1_192848433_192848817,0.0245
chr1_192873637_192874003,0.0525
chr1_193180704_193180924,0.0438
chr1_19336477_19336714,0.0277
chr1_193583968_193584211,0.0477
chr1_19360402_19360809,0.0227
chr1_1952050_1952360,0.0265
chr1_198090244_198090551,0.0487
chr1_198124316_198124670,0.0264
chr1_198128112_198128944,0.0412
chr1_198625518_198626374,0.0304
chr1_198650930_198651643,0.031
chr1_198850238_198850638,0.063
chr1_198903935_198904934,0.0351
chr1_199711776_199712042,0.109
chr1_199826452_199826640,0.0259
chr1_199828633_199828987,0.0369
chr1_200321353_200321596,0.0313
chr1_200341273_200341515,0.0372
chr1_200849437_200849683,0.0252
chr1_200857233_200857815,0.0235
chr1_200865264_200865418,0.0235
chr1_200865457_200866265,0.1302
chr1_20091332_20091506,0.0275
chr1_201139670_201140154,0.25
chr1_201160901_201161255,0.048
chr1_201236006_201236165,0.1333
chr1_201244405_201244769,0.2126
chr1_201246115_201246382,0.0307
chr1_201277329_201277484,0.0507
chr1_201280694_201280963,0.1861
chr1_201366439_201366550,0.0447
chr1_201431088_201431253,0.1391
chr1_201449602_201449822,0.0984
chr1_201472589_201472996,0.0554
chr1_201500233_201500477,0.0933
chr1_201515368_201515617,0.0281
chr1_201572031_201572237,0.0432
chr1_201605860_201605966,0.0285
chr1_201619383_201619798,0.0293
chr1_201682596_201682901,0.1127
chr1_201684946_201685300,0.032
chr1_201987611_201988279,0.0515
chr1_202016172_202016526,0.0479
chr1_202045307_202045525,0.0248
chr1_202075010_202075191,0.0547
chr1_202077636_202077876,0.0549
chr1_203296328_203297068,0.1761
chr1_203297101_203297334,0.1761
chr1_203481982_203482534,0.1986
chr1_203489584_203489741,0.0328
chr1_203491011_203491485,0.0365
chr1_203506114_203506504,0.0868
chr1_203576404_203576703,0.0492
chr1_203643182_203643803,0.217
chr1_203661733_203662076,0.1464
chr1_204049581_204049822,0.2335
chr1_204071387_204071653,0.0273
chr1_204073791_204074252,0.0788
chr1_204289566_204289863,0.077
chr1_204386444_204387188,0.0392
chr1_204641549_204641837,0.0363
chr1_204700209_204700421,0.0246
chr1_204976101_204976640,0.028
chr1_205017484_205017845,0.0235
chr1_205144631_205144860,0.0799
chr1_205173095_205173476,0.0254
chr1_205216742_205217034,0.0462
chr1_205218253_205218732,0.0416
chr1_205228000_205228129,0.031
chr1_205253892_205254222,0.118
chr1_205267691_205267999,0.0682
chr1_205270500_205270865,0.0394
chr1_205288770_205288915,0.0611
chr1_205410224_205410578,0.0758
chr1_205466653_205467067,0.0225
chr1_205638734_205639222,0.0244
chr1_206642854_206643037,0.0331
chr1_206688246_206688461,0.0514
chr1_206859136_206859493,0.1781
chr1_206859748_206860259,0.1781
chr1_206897147_206897463,0.0871
chr1_206931189_206931520,0.0236
chr1_20693127_20693202,0.0326
chr1_207063537_207063710,0.0645
chr1_207413364_207413503,0.0274
chr1_207414217_207414394,0.0392
chr1_207509006_207509478,0.0236
chr1_207581369_207581474,0.0851
chr1_207821800_207821952,0.0272
chr1_207997315_207997832,0.0683
chr1_208021631_208021781,0.045
chr1_208267767_208267971,0.0277
chr1_208412497_208412696,0.0448
chr1_208418631_208418859,0.1326
chr1_20930711_20931037,0.027
chr1_209542596_209542897,0.0411
chr1_209562668_209562976,0.0501
chr1_209571959_209572357,0.0554
chr1_209589374_209589797,0.0251
chr1_209820544_209820823,0.0309
chr1_209822403_209823008,0.075
chr1_209833148_209833823,0.0395
chr1_209921200_209921357,0.2024
chr1_210058060_210058292,0.1354
chr1_210468396_210468551,0.0302
chr1_211590216_211590571,0.0534
chr1_211662962_211663302,0.0228
chr1_211688648_211688771,0.1735
chr1_212311960_212312104,0.0887
chr1_212458080_212458253,0.1577
chr1_212643548_212643711,0.0366
chr1_212650622_212650921,0.1757
chr1_212656151_212656660,0.0321
chr1_212658172_212658571,0.0784
chr1_212659054_212659720,0.1174
chr1_212661846_212662402,0.097
chr1_212769584_212769966,0.0689
chr1_212808477_212808830,0.023
chr1_212809966_212810356,0.029
chr1_212840606_212841015,0.0321
chr1_212844659_212845312,0.025
chr1_21348947_21349299,0.0558
chr1_2140151_2140337,0.061
chr1_214157858_214157941,0.0241
chr1_214612784_214613126,0.1118
chr1_214619335_214619608,0.0277
chr1_21475659_21476054,0.0254
chr1_215130656_215131050,0.053
chr1_21558552_21558736,0.0738
chr1_215741534_215741966,0.0555
chr1_21588176_21588724,0.2064
chr1_21588829_21589430,0.2064
chr1_2162325_2162996,0.0388
chr1_21643831_21644195,0.037
chr1_21650806_21651685,0.1209
chr1_21664400_21664833,0.0406
chr1_216774004_216774285,0.0345
chr1_2171824_2171946,0.0289
chr1_21724067_21724372,0.0332
chr1_218550674_218551089,0.0569
chr1_218633382_218633612,0.0961
chr1_218636802_218637167,0.0226
chr1_218758903_218759111,0.1104
chr1_219262446_219262621,0.0797
chr1_219498496_219498646,0.0277
chr1_21965161_21965473,0.1318
chr1_219728784_219728936,0.0398
chr1_220671702_220671851,0.0265
chr1_221135331_221135824,0.0231
chr1_221209079_221209530,0.0453
chr1_221219642_221220032,0.0387
chr1_221273966_221274169,0.031
chr1_221567491_221567844,0.0442
chr1_221612801_221613016,0.0289
chr1_221631911_221632097,0.0407
chr1_221840936_221841145,0.0321
chr1_221882292_221882723,0.0307
chr1_221916049_221916599,0.1249
chr1_222000173_222000483,0.0242
chr1_222002644_222003471,0.0424
chr1_222135050_222135329,0.0476
chr1_222161205_222161607,0.0344
chr1_22231370_22231630,0.0285
chr1_22235836_22236001,0.0302
chr1_222461432_222461724,0.0633
chr1_222638782_222639204,0.1205
chr1_22266159_22266438,0.0478
chr1_2230678_2230895,0.0362
chr1_2232428_2232896,0.026
chr1_22366226_22366841,0.0502
chr1_223901276_223901546,0.0237
chr1_223903033_223903347,0.0441
chr1_223914239_223914747,0.1163
chr1_224019430_224020596,0.0388
chr1_224545542_224546006,0.0759
chr1_2246556_2246763,0.152
chr1_224685994_224686507,0.0583
chr1_224690718_224691054,0.0855
chr1_224691192_224691563,0.0855
chr1_2254081_2254230,0.0323
chr1_225642606_225642805,0.0711
chr1_225845408_225845613,0.0375
chr1_225881856_225882162,0.0276
chr1_225934674_225934968,0.035
chr1_226084943_226085104,0.0542
chr1_226297611_226298113,0.1205
chr1_226315308_226315548,0.0817
chr1_226315631_226315825,0.0817
chr1_226388791_226388905,0.0459
chr1_226890098_226890374,0.0381
chr1_226890865_226891416,0.0791
chr1_226911425_226911742,0.0861
chr1_227002760_227003096,0.13
chr1_227009018_227009221,0.0648
chr1_227751865_227752213,0.2323
chr1_228073191_228073261,0.1381
chr1_228098321_228098415,0.0257
chr1_228338299_228338457,0.0825
chr1_228350789_228351109,0.0573
chr1_228688608_228688902,0.0602
chr1_228783266_228783899,0.0294
chr1_228917012_228917506,0.0268
chr1_228945464_228945740,0.0455
chr1_228973832_228974198,0.0574
chr1_229206013_229206222,0.1148
chr1_229327820_229328069,0.0612
chr1_229335784_229335916,0.0388
chr1_229357329_229357959,0.0385
chr1_229365571_229365974,0.0276
chr1_229388898_229389111,0.0631
chr1_229546837_229547142,0.0806
chr1_229692979_229693368,0.178
chr1_230220475_230220731,0.0619
chr1_230240540_230240902,0.0786
chr1_230241590_230241986,0.0417
chr1_230249347_230250007,0.0685
chr1_230631666_230631872,0.0345
chr1_23076914_23077145,0.1295
chr1_231347338_231347496,0.0971
chr1_231860737_231860947,0.0512
chr1_231944869_231945038,0.042
chr1_233249275_233249581,0.0792
chr1_233750790_233751092,0.0328
chr1_23426690_23427100,0.0421
chr1_234275805_234276023,0.0851
chr1_234450953_234451201,0.0302
chr1_234659231_234659760,0.0504
chr1_234680207_234680593,0.069
chr1_234737347_234737653,0.0275
chr1_234738546_234738834,0.0279
chr1_234746093_234747674,0.0305
chr1_234748100_234748931,0.0493
chr1_234767593_234767925,0.025
chr1_234792654_234793437,0.0717
chr1_234793934_234794239,0.0361
chr1_234858843_234859287,0.0854
chr1_234891292_234891478,0.0568
chr1_234908151_234908764,0.1189
chr1_234987212_234987644,0.036
chr1_235012060_235012373,0.0772
chr1_235110834_235111403,0.0226
chr1_235133014_235133422,0.0702
chr1_235134086_235134438,0.0481
chr1_235183936_235184197,0.0234
chr1_23523350_23523682,0.0702
chr1_235267591_235267744,0.056
chr1_236080566_236081247,0.0895
chr1_236109486_236110063,0.0646
chr1_236135691_236135959,0.0426
chr1_236162583_236163199,0.0358
chr1_23849183_23849405,0.0229
chr1_23888678_23889201,0.0354
chr1_23903714_23904323,0.0269
chr1_23912037_23912393,0.0694
chr1_23918101_23918449,0.0291
chr1_239524689_239525075,0.0225
chr1_23961555_23961694,0.072
chr1_240306890_240307603,0.0308
chr1_240308546_240308862,0.0231
chr1_240476321_240476487,0.0647
chr1_240562823_240563040,0.045
chr1_2406489_2406881,0.0616
chr1_241775803_241776227,0.0286
chr1_242108255_242108348,0.0596
chr1_24229023_24229388,0.0669
chr1_243431437_243431793,0.0541
chr1_243451071_243451374,0.0261
chr1_24349340_24349488,0.0892
chr1_243644284_243644683,0.0249
chr1_244462616_244463099,0.0415
chr1_244466323_244466598,0.0672
chr1_244467525_244467677,0.0242
chr1_244486299_244486688,0.0841
chr1_244505125_244505457,0.0261
chr1_244512430_244512879,0.0333
chr1_244517098_244517541,0.0872
chr1_244525463_244525578,0.0235
chr1_244763140_244763529,0.1303
chr1_24476382_24476609,0.1566
chr1_245082176_245082355,0.0704
chr1_24518503_24518681,0.1272
chr1_245255337_245255432,0.0631
chr1_246730569_246731007,0.0309
chr1_246772310_246772610,0.1178
chr1_246862505_246862699,0.1392
chr1_24691833_24692082,0.2256
chr1_246957671_246957948,0.0898
chr1_24736156_24736250,0.0257
chr1_247553531_247554143,0.104
chr1_247608966_247609716,0.0229
chr1_2478276_2478817,0.2021
chr1_248018586_248018745,0.0253
chr1_24970685_24970736,0.1528
chr1_2509702_2510198,0.0301
chr1_25252124_25252306,0.0235
chr1_25292573_25292807,0.0385
chr1_25298850_25299027,0.0321
chr1_25344029_25344296,0.063
chr1_25348659_25349200,0.0774
chr1_25357149_25357829,0.0252
chr1_25559638_25560067,0.0617
chr1_25566195_25566411,0.0866
chr1_25566618_25566670,0.0866
chr1_2574343_2574764,0.2894
chr1_25942744_25943208,0.1907
chr1_26022319_26022793,0.0499
chr1_26081315_26081453,0.0332
chr1_26201699_26201757,0.0663
chr1_26528501_26528611,0.0252
chr1_26642014_26642169,0.0414
chr1_26678060_26678317,0.0654
chr1_26683687_26684084,0.0667
chr1_26827232_26827869,0.1249
chr1_26946837_26947249,0.0996
chr1_26947342_26948198,0.0996
chr1_27024638_27025138,0.1057
chr1_27175784_27176273,0.1107
chr1_27191386_27191927,0.0752
chr1_27400779_27401092,0.0508
chr1_27462835_27462988,0.0397
chr1_27625914_27626081,0.0252
chr1_27626897_27627231,0.1411
chr1_27691785_27692261,0.1414
chr1_2772559_2772713,0.027
chr1_27762936_27763307,0.0523
chr1_27869425_27869556,0.1761
chr1_27890194_27890387,0.0534
chr1_27916292_27916674,0.0637
chr1_27957478_27958684,0.0238
chr1_27976905_27977430,0.0741
chr1_27985480_27985709,0.0481
chr1_27985869_27985982,0.0481
chr1_27986111_27986384,0.0512
chr1_28189568_28190269,0.0531
chr1_28201800_28202156,0.1602
chr1_28213825_28214033,0.0255
chr1_28269913_28270209,0.0282
chr1_28449970_28450467,0.0227
chr1_28576012_28576248,0.0456
chr1_28640564_28640739,0.131
chr1_29214759_29214998,0.0234
chr1_29451057_29451462,0.1001
chr1_29563709_29564430,0.1406
chr1_29565515_29565732,0.1406
chr1_29565762_29566055,0.1406
chr1_3077832_3078221,0.02605
chr1_3086923_3087330,0.031
chr1_31233848_31234393,0.0243
chr1_31251287_31251533,0.0284
chr1_3133891_3134283,0.0292
chr1_31537719_31538012,0.1593
chr1_31627566_31627958,0.0886
chr1_31643824_31643962,0.1863
chr1_31956203_31956482,0.0683
chr1_31976608_31977048,0.0228
chr1_32015159_32015590,0.0245
chr1_32166698_32166999,0.1504
chr1_32253647_32254040,0.1797
chr1_3229711_3230157,0.2534
chr1_3237165_3237518,0.0286
chr1_32405536_32405898,0.0284
chr1_32420307_32420572,0.0574
chr1_32421622_32422096,0.0512
chr1_3267475_3267612,0.0461
chr1_32701561_32701886,0.0822
chr1_32966228_32966602,0.1409
chr1_33077721_33078012,0.0532
chr1_3309990_3310261,0.0252
chr1_33182280_33182513,0.1428
chr1_33225777_33226084,0.1434
chr1_33226574_33226719,0.0522
chr1_33227148_33227387,0.0522
chr1_33446816_33447482,0.071
chr1_33457914_33458607,0.0772
chr1_33515825_33516245,0.0286
chr1_33593963_33594340,0.0499
chr1_33685276_33685676,0.0547
chr1_3420761_3421065,0.2477
chr1_3421438_3421558,0.2477
chr1_3459907_3460197,0.1632
chr1_3463934_3464260,0.1049
chr1_35953903_35954237,0.0252
chr1_36183411_36183689,0.0923
chr1_3620035_3620325,0.0621
chr1_3634737_3634863,0.0385
chr1_36555347_36555633,0.0248
chr1_36616485_36616868,0.0768
chr1_36839449_36839891,0.1357
chr1_36840093_36840535,0.1357
chr1_36866636_36866899,0.0377
chr1_36952484_36952865,0.0561
chr1_37169397_37169618,0.112
chr1_37937293_37937526,0.0724
chr1_3817648_3818071,0.2311
chr1_38465723_38465839,0.0359
chr1_38495782_38495936,0.0558
chr1_39357087_39357474,0.0358
chr1_39547903_39548129,0.0272
chr1_39596184_39596482,0.0346
chr1_39633654_39634014,0.0522
chr1_39857791_39857995,0.0499
chr1_39874208_39874673,0.1286
chr1_40283075_40283206,0.098
chr1_40426190_40426638,0.0497
chr1_4079242_4079460,0.024
chr1_40841336_40841595,0.0272
chr1_41825927_41826139,0.2136
chr1_41885108_41885337,0.225
chr1_41961925_41962146,0.0686
chr1_41981831_41982007,0.1963
chr1_42127851_42128791,0.11
chr1_42149945_42149960,0.0241
chr1_42248889_42249252,0.0878
chr1_42328578_42328878,0.0928
chr1_42366364_42366624,0.071
chr1_42512214_42512486,0.023
chr1_43402214_43402581,0.0541
chr1_43402778_43403133,0.0372
chr1_43406108_43407009,0.0351
chr1_43407355_43407700,0.0517
chr1_43432863_43433109,0.1332
chr1_43760174_43760222,0.1205
chr1_43761236_43761355,0.029
chr1_43988888_43989038,0.2486
chr1_43997843_43998152,0.0809
chr1_44240162_44240471,0.0279
chr1_44302297_44302456,0.0256
chr1_44378405_44378587,0.0228
chr1_44692988_44693156,0.1218
chr1_44951424_44951733,0.0921
chr1_45083225_45083530,0.0276
chr1_45195062_45195154,0.0414
chr1_45738634_45738975,0.0398
chr1_46268583_46268737,0.1306
chr1_46637172_46637331,0.0245
chr1_46689426_46689696,0.0866
chr1_46712372_46712767,0.1495
chr1_46986321_46986408,0.1522
chr1_47800262_47800514,0.0909
chr1_48224075_48224507,0.1325
chr1_48515615_48515747,0.0438
chr1_49038282_49038602,0.05
chr1_51703075_51703494,0.0226
chr1_53856073_53856161,0.025
chr1_54695028_54695502,0.0437
chr1_54715450_54715803,0.1037
chr1_54739679_54739787,0.2231
chr1_54873075_54873515,0.0878
chr1_54941159_54941412,0.0295
chr1_54953784_54954325,0.2281
chr1_55411305_55411465,0.0966
chr1_55431735_55431939,0.0343
chr1_55828418_55828527,0.0275
chr1_55840427_55840729,0.0543
chr1_55894779_55895033,0.0798
chr1_55909250_55909597,0.0678
chr1_56184456_56184884,0.1147
chr1_56974162_56974535,0.0345
chr1_57042744_57043185,0.0225
chr1_57043287_57044160,0.0395
chr1_57297629_57297838,0.056
chr1_58898385_58898660,0.0252
chr1_59050239_59050578,0.0929
chr1_59083966_59084335,0.045
chr1_59221049_59221462,0.0665
chr1_59280364_59280505,0.0232
chr1_59280773_59281281,0.0778
chr1_59281510_59281579,0.0778
chr1_59281873_59282217,0.0778
chr1_59347262_59347482,0.084
chr1_59369049_59370138,0.0626
chr1_59394323_59394565,0.0421
chr1_59395500_59395772,0.0513
chr1_59479443_59479773,0.0367
chr1_59509588_59509786,0.0736
chr1_59756067_59756566,0.0378
chr1_60172811_60173111,0.0419
chr1_6053603_6054107,0.442
chr1_61522505_61523042,0.0301
