#Partially deleted in new
#Deleted in new
chr8	37947786	37948586	3766
#Partially deleted in new
chr8	37949026	37949826	3767
#Partially deleted in new
chr8	56765515	56766315	3781
#Partially deleted in new
chr8	60963839	60964639	3787
#Partially deleted in new
chr8	80765867	80766667	3806
#Partially deleted in new
chr8	124169103	124169903	3846
#Partially deleted in new
chr8	131296585	131297385	3876
#Partially deleted in new
chr8	142318023	142318823	3883
#Split in new
chr8	144301659	144302459	3884
#Partially deleted in new
chr8	145537152	145537952	3888
#Partially deleted in new
chr8	145681829	145682629	3890
#Split in new
chr8	145963594	145964394	3891
#Partially deleted in new
chr9	36142375	36143175	3901
#Partially deleted in new
chr9	71597817	71598617	3905
#Partially deleted in new
chr9	94662015	94662815	3919
#Deleted in new
chr9	94663384	94664184	3920
#Partially deleted in new
chr9	96928658	96929458	3921
#Partially deleted in new
chr9	98196257	98197057	3924
#Split in new
chr9	100944230	100945030	3928
#Partially deleted in new
chr9	130271582	130272382	3960
#Partially deleted in new
chr9	131057403	131058203	3963
#Partially deleted in new
chr9	131069247	131070047	3966
#Partially deleted in new
chr9	132552326	132553126	3972
#Deleted in new
chr9	134206445	134207245	3976
#Partially deleted in new
chrX	13272325	13273125	4001
#Partially deleted in new
chrX	23862583	23863383	4009
#Deleted in new
chrX	24247291	24248091	4013
#Deleted in new
chrX	24248976	24249776	4014
#Partially deleted in new
chrX	39942038	39942838	4021
#Partially deleted in new
chrX	40014063	40014863	4022
#Deleted in new
chrX	47535134	47535934	4027
#Partially deleted in new
chrX	47542661	47543461	4028
#Partially deleted in new
chrX	48794038	48794838	4032
#Partially deleted in new
chrX	49004824	49005624	4035
#Partially deleted in new
chrX	53284830	53285630	4037
#Deleted in new
chrX	53295970	53296770	4038
#Deleted in new
chrX	65095226	65096026	4040
#Partially deleted in new
chrX	129091101	129091901	4062
#Partially deleted in new
chrX	129216074	129216874	4063
#Partially deleted in new
chrX	130699657	130700457	4065
#Partially deleted in new
chrX	133540821	133541621	4067
#Partially deleted in new
chrX	152645230	152646030	4074
#Partially deleted in new
chrX	154233243	154234043	4079
