name_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k27me3_E,Ctcf_E,H3k4me1_E,H3k79me2_E,H3k27ac_E,H4k20me1_E,H3k9ac_E,Smc3_E,H3k36me3_E
chr1_3111769_3111989,0.0,0.0,0.0,2.217088,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3136013_3136207,0.0,0.0,0.0,2.217088,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3267475_3267612,0.0,0.0,0.0,2.226734,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3290271_3290590,0.0,0.0,0.0,2.226734,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3421438_3421558,0.0,0.0,0.0,2.226734,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3581269_3581645,0.0,0.0,0.0,2.576759,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_3594206_3594277,0.0,0.0,0.0,2.576759,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_4079242_4079460,0.0,0.0,0.0,1.918666,0.0,0.0,0.0,0.0,2.105146,0.0,0.0,0.0
chr1_6230950_6231173,0.0,0.0,0.0,2.859793,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6943772_6944262,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7289758_7290075,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7313313_7313451,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7327634_7328033,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7359415_7359679,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7461964_7462325,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7538871_7539273,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7551468_7551846,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_7558449_7558725,0.0,0.0,0.0,2.106785,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_918449_918555,0.0,0.0,0.0,6.0087215,0.0,0.0,0.0,0.0,2.142703,0.0,0.0,0.0
chr1_2172142_2172385,0.0,0.0,0.0,0.0,2.194973,3.983068,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,2.23002
chr1_1295535_1296332,0.0,0.0,0.0,0.0,0.0,4.8510800000000005,6.008417,7.694499,0.0,8.241079,0.0,0.0
chr1_2190530_2190674,0.0,0.0,0.0,0.0,0.0,4.8816180000000005,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,0.0
chr1_1772108_1772256,0.0,0.0,0.0,0.0,0.0,0.0,6.830738,0.0,2.2242610000000003,0.0,0.0,0.0
chr1_1793829_1793862,0.0,0.0,0.0,0.0,0.0,0.0,6.830738,0.0,2.2242610000000003,1.422406,0.0,3.832754
chr1_2177615_2177829,0.0,0.0,0.0,0.0,0.0,0.0,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,2.23002
chr1_2230678_2230895,0.0,0.0,0.0,0.0,0.0,0.0,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,1.765721
chr1_2231691_2232185,0.0,0.0,0.0,0.0,0.0,0.0,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,1.765721
chr1_2232428_2232896,0.0,0.0,0.0,0.0,0.0,0.0,8.529383000000001,0.0,2.2242610000000003,0.0,0.0,1.765721
chr1_2772559_2772713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055661,0.0,0.0,0.0
chr1_5957166_5957512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,2.2770040000000003
chr1_6088225_6088518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6341896_6342142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6350184_6350543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6351007_6351537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6354110_6354322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_6359789_6360186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,1.867723
chr1_6360191_6360625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,1.867723
chr1_6362597_6362955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,1.867723
