name_E,H3k9ac_E,DNaseI_E,H3k4me3_E,H3k27ac_E,H3k36me3_E,Ctcf_E,H3k79me2_E,H4k20me1_E,H3k4me1_E,H3k27me3_E,H3k4me2_E
chr1_2232428_2232896,0.0,0.0,0.0,0.0,1.989283,0.0,14.711112,1.813531,7.341680999999999,0.0,0.0
chr1_5957166_5957512,0.0,0.0,0.0,0.0,2.292403,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6336471_6336830,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6341896_6342142,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6350184_6350543,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6351007_6351537,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6354110_6354322,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6373523_6373899,0.0,0.0,0.0,0.0,2.971413,0.0,5.2318120000000015,1.497946,0.0,0.0,0.0
chr1_6943772_6944262,0.0,0.0,0.0,0.0,1.864163,0.0,4.3444,1.561825,0.0,0.0,0.0
chr1_1978731_1978937,0.0,0.0,0.0,0.0,0.0,0.0,2.341453,0.0,0.0,0.0,0.0
chr1_2059932_2059994,0.0,0.0,0.0,0.0,0.0,0.0,1.951835,0.0,0.0,0.0,0.0
chr1_6566323_6566594,0.0,0.0,0.0,0.0,0.0,0.0,3.958337,1.550786,0.0,0.0,0.0
chr1_1952050_1952360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.824147,0.0,4.714832,0.0
chr1_3290271_3290590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,0.0,0.0
chr1_3309990_3310261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,3.3601019999999995,0.0
chr1_3374928_3375314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,4.151687,0.0,0.0
chr1_3420761_3421065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,2.484446,0.0
chr1_3421438_3421558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,2.484446,0.0
chr1_3594206_3594277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,0.0,0.0
chr1_6088225_6088518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497946,0.0,1.793077,3.296293
chr1_6221566_6221669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497946,0.0,2.987409,0.0
chr1_858256_858648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187568,4.500991,7.4857809999999985,9.326581
chr1_2140151_2140337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08258,0.0,7.867694
